# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.141
metadata : {}


# id : NWRW1800000026.141.1.1
[충청] "높은 뜻 기려 훌륭한 인재 양성할게요";충북대 기념전시관 개관 오흥배씨는 1억원 기탁

[충청]	[/SS+충청/NNP+]/SS
"높은	"/SS+높/VA+은/ETM
뜻	뜻/NNG
기려	기리/VV+어/EC
훌륭한	훌륭하/VA+ㄴ/ETM
인재	인재/NNG
양성할게요";충북대	양성/NNG+하/XSV+ㄹ게/EF+요/JX+"/SS+;/SW+충북대/NNP
기념전시관	기념/NNG+전시관/NNG
개관	개관/NNG
오흥배씨는	오흥배/NNP+씨/NNB+는/JX
1억원	1/SN+억/NR+원/NNB
기탁	기탁/NNG


# id : NWRW1800000026.141.2.1
충북대(총장 임동철)가 겹경사를 맞았다.

충북대(총장	충북대/NNP+(/SS+총장/NNG
임동철)가	임동철/NNP+)/SS+가/JKS
겹경사를	겹경사/NNG+를/JKO
맞았다.	맞/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.141.2.2
장학기금을 기탁한 교육독지가들의 숭고한 정신을 기리는 전시관을 개관한 날, 또 다른 독지가로부터 1억원의 대학발전기금을 받았기 때문이다.

장학기금을	장학/NNG+기금/NNG+을/JKO
기탁한	기탁/NNG+하/XSV+ㄴ/ETM
교육독지가들의	교육/NNG+독지가/NNG+들/XSN+의/JKG
숭고한	숭고하/VA+ㄴ/ETM
정신을	정신/NNG+을/JKO
기리는	기리/VV+는/ETM
전시관을	전시관/NNG+을/JKO
개관한	개관/NNG+하/XSV+ㄴ/ETM
날,	날/NNG+,/SP
또	또/MAG
다른	다른/MMD
독지가로부터	독지가/NNG+로부터/JKB
1억원의	1/SN+억/NR+원/NNB+의/JKG
대학발전기금을	대학/NNG+발전/NNG+기금/NNG+을/JKO
받았기	받/VV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.141.3.1
대신정기화물자동차㈜ 오흥배(62) 대표는 27일 충북대에 대학발전기금 1억원을 기탁했다.

대신정기화물자동차㈜	대신정기화물자동차/NNP+㈜/SW
오흥배(62)	오흥배/NNP+(/SS+62/SN+)/SS
대표는	대표/NNG+는/JX
27일	27/SN+일/NNB
충북대에	충북대/NNP+에/JKB
대학발전기금	대학/NNG+발전/NNG+기금/NNG
1억원을	1/SN+억/NR+원/NNB+을/JKO
기탁했다.	기탁/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.141.3.2
오씨는 "후학양성을 위해 장학금을 기탁하고자 했던 선친의 뜻을 받든 것"이라며 "인재 양성에 조금이나마 보탬이 됐으면 좋겠다"고 말했다.

오씨는	오/NNP+씨/NNB+는/JX
"후학양성을	"/SS+후학/NNG+양성/NNG+을/JKO
위해	위하/VV+아/EC
장학금을	장학금/NNG+을/JKO
기탁하고자	기탁/NNG+하/XSV+고자/EC
했던	하/VX+았/EP+던/ETM
선친의	선친/NNG+의/JKG
뜻을	뜻/NNG+을/JKO
받든	받들/VV+ㄴ/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"인재	"/SS+인재/NNG
양성에	양성/NNG+에/JKB
조금이나마	조금/NNG+이나마/JX
보탬이	보탬/NNG+이/JKC
됐으면	되/VV+었/EP+으면/EC
좋겠다"고	좋/VA+겠/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.141.3.3
지난해 작고한 오씨의 부친은 2007년 8월 충북대 후기 학위수여식에서 명예 경영학박사 학위를 받았다.

지난해	지난해/NNG
작고한	작고/NNG+하/XSV+ㄴ/ETM
오씨의	오/NNP+씨/NNB+의/JKG
부친은	부친/NNG+은/JX
2007년	2007/SN+년/NNB
8월	8/SN+월/NNB
충북대	충북대/NNP
후기	후기/NNG
학위수여식에서	학위/NNG+수여식/NNG+에서/JKB
명예	명예/NNG
경영학박사	경영학/NNG+박사/NNG
학위를	학위/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.141.4.1
충북대는 또 교육독지가들의 숭고한 정신을 기리기 위한 기념전시관을 조성, 이날 개관식을 가졌다.

충북대는	충북대/NNP+는/JX
또	또/MAG
교육독지가들의	교육/NNG+독지가/NNG+들/XSN+의/JKG
숭고한	숭고하/VA+ㄴ/ETM
정신을	정신/NNG+을/JKO
기리기	기리/VV+기/ETN
위한	위하/VV+ㄴ/ETM
기념전시관을	기념/NNG+전시관/NNG+을/JKO
조성,	조성/NNG+,/SP
이날	이날/NNG
개관식을	개관식/NNG+을/JKO
가졌다.	가지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.141.4.2
제1학생회관 2층에 설치된 전시관은 '기부자들의 선한 뜻을 기린다'는 의미에서 '숭선재(崇善齋)'로 명명됐다.

제1학생회관	제/XPN+1/SN+학생회관/NNG
2층에	2/SN+층/NNG+에/JKB
설치된	설치/NNG+되/XSV+ㄴ/ETM
전시관은	전시관/NNG+은/JX
'기부자들의	'/SS+기부자/NNG+들/XSN+의/JKG
선한	선/NNG+하/XSA+ㄴ/ETM
뜻을	뜻/NNG+을/JKO
기린다'는	기리/VV+ㄴ다/EF+'/SS+는/ETM
의미에서	의미/NNG+에서/JKB
'숭선재(崇善齋)'로	'/SS+숭선재/NNP+(/SS+崇善齋/SH+)/SS+'/SS+로/JKB
명명됐다.	명명/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.141.4.3
이곳에는 충북대에 수십억원 상당의 건물 등을 기탁한 고(故) 김유례 여사를 비롯해 신언임·임순득·전정숙 여사 등을 소개하는 사진자료와 영상물이 전시되고 있다.

이곳에는	이곳/NP+에/JKB+는/JX
충북대에	충북대/NNP+에/JKB
수십억원	수십억/NR+원/NNB
상당의	상당/NNG+의/JKG
건물	건물/NNG
등을	등/NNB+을/JKO
기탁한	기탁/NNG+하/XSV+ㄴ/ETM
고(故)	고/MMA+(/SS+故/SH+)/SS
김유례	김유례/NNP
여사를	여사/NNG+를/JKO
비롯해	비롯하/VV+아/EC
신언임·임순득·전정숙	신언임/NNP+·/SP+임순득/NNP+·/SP+전정숙/NNP
여사	여사/NNG
소개하는	소개/NNG+하/XSV+는/ETM
사진자료와	사진/NNG+자료/NNG+와/JC
영상물이	영상물/NNG+이/JKS
전시되고	전시/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.141.5.1
고 김유례 여사는 1979년 청주시 남문로 건물(당시 평가액 15억원)과 현금 5000만원을 기탁했고, '구두쇠 할머니'로 유명한 신 여사는 1993년 청주시 남문로 건물(〃 30억원)을 학교에 맡겼다.

고	고/MMA
김유례	김유례/NNP
여사는	여사/NNG+는/JX
1979년	1979/SN+년/NNB
청주시	청주시/NNP
남문로	남문로/NNP
건물(당시	건물/NNG+(/SS+당시/NNG
평가액	평가액/NNG
15억원)과	15/SN+억/NR+원/NNB+)/SS+과/JC
현금	현금/NNG
5000만원을	5000/SN+만/NR+원/NNB+을/JKO
기탁했고,	기탁/NNG+하/XSV+았/EP+고/EC+,/SP
'구두쇠	'/SS+구두쇠/NNG
할머니'로	할머니/NNG+'/SS+로/JKB
유명한	유명/NNG+하/XSA+ㄴ/ETM
신	신/NNP
1993년	1993/SN+년/NNB
건물(〃	건물/NNG+(/SS+〃/SW
30억원)을	30/SN+억/NR+원/NNB+)/SS+을/JKO
학교에	학교/NNG+에/JKB
맡겼다.	맡기/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.141.5.2
전 여사는 1997년 괴산군 증평읍 건물(〃 10억원), 임 여사는 1999년 청주시 운천동 건물(〃 12억원)을 각각 기부했다.

전	전/NNP
여사는	여사/NNG+는/JX
1997년	1997/SN+년/NNB
괴산군	괴산군/NNP
증평읍	증평읍/NNP
건물(〃	건물/NNG+(/SS+〃/SW
10억원),	10/SN+억/NR+원/NNB+)/SS+,/SP
임	임/NNP
1999년	1999/SN+년/NNB
청주시	청주시/NNP
운천동	운천동/NNP
12억원)을	12/SN+억/NR+원/NNB+)/SS+을/JKO
각각	각각/MAG
기부했다.	기부/NNG+하/XSV+았/EP+다/EF+./SF


