# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.227
metadata : {}


# id : NWRW1800000044.227.1.1
[단독] 사복 경찰 또 세월호 유가족 미행하다 ‘들통’

[단독]	[/SS+단독/NNG+]/SS
사복	사복/NNG
경찰	경찰/NNG
또	또/MAG
세월호	세월호/NNP
유가족	유가족/NNG
미행하다	미행/NNG+하/XSV+다/EC
‘들통’	‘/SS+들통/NNG+’/SS


# id : NWRW1800000044.227.2.1
[한겨레] 공주서 정보과 형사, ‘도보 순례’ 유가족 차량으로 따라가

[한겨레]	[/SS+한겨레/NNP+]/SS
공주서	공주서/NNP
정보과	정보과/NNG
형사,	형사/NNG+,/SP
‘도보	‘/SS+도보/NNG
순례’	순례/NNG+’/SS
유가족	유가족/NNG
차량으로	차량/NNG+으로/JKB
따라가	따라가/VV+아/EF


# id : NWRW1800000044.227.3.1
유가족에게 들키자 달아나…경찰 “도와주려 한 것” 해명

유가족에게	유가족/NNG+에게/JKB
들키자	들키/VV+자/EC
달아나…경찰	달아나/VV+아/EF+…/SE+경찰/NNG
“도와주려	“/SS+도와주/VV+려/EC
한	하/VX+ㄴ/ETM
것”	것/NNB+”/SS
해명	해명/NNG


# id : NWRW1800000044.227.4.1
사복 경찰이 또 세월호 참사 유가족들을 미행하다가 들통이 났다.

사복	사복/NNG
경찰이	경찰/NNG+이/JKS
또	또/MAG
세월호	세월호/NNP
참사	참사/NNG
유가족들을	유가족/NNG+들/XSN+을/JKO
미행하다가	미행/NNG+하/XSV+다가/EC
들통이	들통/NNG+이/JKS
났다.	나/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.5.1
세월호 참사로 희생된 안산 단원고 이승현군의 아버지 이호진(56)씨와 누나 이아름(25)씨, 김웅기군의 아버지 김학일(52)씨는 13일 경기 안산 단원고에서 전남 진도 팽목항까지 걸어가는 도보순례 도중 충남 공주시 정안면에서 자신들을 미행하는 사복 경찰을 발견했다.

세월호	세월호/NNP
참사로	참사/NNG+로/JKB
희생된	희생/NNG+되/XSV+ㄴ/ETM
안산	안산/NNP
단원고	단원고/NNP
이승현군의	이승현/NNP+군/NNB+의/JKG
아버지	아버지/NNG
이호진(56)씨와	이호진/NNP+(/SS+56/SN+)/SS+씨/NNB+와/JC
누나	누나/NNG
이아름(25)씨,	이아름/NNP+(/SS+25/SN+)/SS+씨/NNB+,/SP
김웅기군의	김웅기/NNP+군/NNB+의/JKG
김학일(52)씨는	김학일/NNP+(/SS+52/SN+)/SS+씨/NNB+는/JX
13일	13/SN+일/NNB
경기	경기/NNP
단원고에서	단원고/NNP+에서/JKB
전남	전남/NNP
진도	진도/NNP
팽목항까지	팽목항/NNP+까지/JX
걸어가는	걸어가/VV+는/ETM
도보순례	도보/NNG+순례/NNG
도중	도중/NNG
충남	충남/NNP
공주시	공주시/NNP
정안면에서	정안면/NNP+에서/JKB
자신들을	자신/NNG+들/XSN+을/JKO
미행하는	미행/NNG+하/XSV+는/ETM
사복	사복/NNG
경찰을	경찰/NNG+을/JKO
발견했다.	발견/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.6.1
유가족들은 이날 오후 5시20분쯤 23번 국도를 이용해 공주 시내 쪽으로 행진하고 있었다.

유가족들은	유가족/NNG+들/XSN+은/JX
이날	이날/NNG
오후	오후/NNG
5시20분쯤	5/SN+시/NNB+20/SN+분/NNB+쯤/XSN
23번	23/SN+번/NNB
국도를	국도/NNG+를/JKO
이용해	이용/NNG+하/XSV+아/EC
공주	공주/NNP
시내	시내/NNG
쪽으로	쪽/NNB+으로/JKB
행진하고	행진/NNG+하/XSV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000044.227.6.2
유가족뿐 아니라 이들을 지원하는 시민 30여명이 동행했고, 공주경찰서 순찰차도 뒤에서 호위를 했다.

유가족뿐	유가족/NNG+뿐/JX
아니라	아니/VCN+라/EC
이들을	이/NP+들/XSN+을/JKO
지원하는	지원/NNG+하/XSV+는/ETM
시민	시민/NNG
30여명이	30/SN+여/XSN+명/NNB+이/JKS
동행했고,	동행/NNG+하/XSV+았/EP+고/EC+,/SP
공주경찰서	공주경찰서/NNP
순찰차도	순찰차/NNG+도/JX
뒤에서	뒤/NNG+에서/JKB
호위를	호위/NNG+를/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.6.3
유가족들은 이때 스타렉스 차량이 2시간 가까이 속도를 늦춘 채 자신들을 따라오는 것을 확인했다.

유가족들은	유가족/NNG+들/XSN+은/JX
이때	이때/NNG
스타렉스	스타렉스/NNG
차량이	차량/NNG+이/JKS
2시간	2/SN+시간/NNB
가까이	가까이/MAG
속도를	속도/NNG+를/JKO
늦춘	늦추/VV+ㄴ/ETM
채	채/NNB
자신들을	자신/NNG+들/XSN+을/JKO
따라오는	따라오/VV+는/ETM
것을	것/NNB+을/JKO
확인했다.	확인/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.6.4
이 차량에는 30대 남자 혼자 타고 있었다.

이	이/MMD
차량에는	차량/NNG+에/JKB+는/JX
30대	30/SN+대/NNB
남자	남자/NNG
혼자	혼자/MAG
타고	타/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000044.227.7.1
김학일씨가 행진을 멈추고 차량에 다가가 “누군데 따라오느냐”고 물었고, 30대 남자는 처음에는 “따라가는 게 아니다”라고 부인했다.

김학일씨가	김학일/NNP+씨/NNB+가/JKS
행진을	행진/NNG+을/JKO
멈추고	멈추/VV+고/EC
차량에	차량/NNG+에/JKB
다가가	다가가/VV+아/EC
“누군데	“/SS+누구/NP+이/VCP+ㄴ데/EC
따라오느냐”고	따라오/VV+느냐/EF+”/SS+고/JKQ
물었고,	묻/VV+었/EP+고/EC+,/SP
30대	30/SN+대/NNB
남자는	남자/NNG+는/JX
처음에는	처음/NNG+에/JKB+는/JX
“따라가는	“/SS+따라가/VV+는/ETM
게	거/NNB+이/JKC
아니다”라고	아니/VCN+다/EF+”/SS+라고/JKQ
부인했다.	부인/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.7.2
그러자 김씨가 “2시간 동안 따라오는 걸 목격했는데 무슨 소리냐, 경찰이 맞지 않느냐”고 재차 물었고 그제야 30대 남자는 “공주경찰서 정보보안과 소속 경찰”이라고 털어놨다.

그러자	그러/VV+자/EC
김씨가	김/NNP+씨/NNB+가/JKS
“2시간	“/SS+2/SN+시간/NNB
동안	동안/NNG
따라오는	따라오/VV+는/ETM
걸	거/NNB+ㄹ/JKO
목격했는데	목격/NNG+하/XSV+았/EP+는데/EC
무슨	무슨/MMD
소리냐,	소리/NNG+이/VCP+냐/EF+,/SP
경찰이	경찰/NNG+이/JKS
맞지	맞/VV+지/EC
않느냐”고	않/VX+느냐/EF+”/SS+고/JKQ
재차	재차/MAG
물었고	묻/VV+었/EP+고/EC
그제야	그제야/MAG
30대	30/SN+대/NNB
남자는	남자/NNG+는/JX
“공주경찰서	“/SS+공주경찰서/NNP
정보보안과	정보/NNG+보안과/NNG
소속	소속/NNG
경찰”이라고	경찰/NNG+”/SS+이라고/JKQ
털어놨다.	털어놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.7.3
또 그는 “도와주려고 했다”고 덧붙였다.

또	또/MAG
그는	그/NP+는/JX
“도와주려고	“/SS+도와주/VV+려고/EC
했다”고	하/VX+았/EP+다/EF+”/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.227.8.1
김씨가 “순찰차와 교통경찰이 호위하는데 무슨 도움이 더 필요하냐”고 따지며 동행하던 <한겨레21> 기자에게 취재를 요청했다.

김씨가	김/NNP+씨/NNB+가/JKS
“순찰차와	“/SS+순찰차/NNG+와/JC
교통경찰이	교통경찰/NNG+이/JKS
호위하는데	호위/NNG+하/XSV+는데/EC
무슨	무슨/MMD
도움이	도움/NNG+이/JKS
더	더/MAG
필요하냐”고	필요/NNG+하/XSA+냐/EF+”/SS+고/JKQ
따지며	따지/VV+며/EC
동행하던	동행/NNG+하/XSV+던/ETM
<한겨레21>	</SS+한겨레/NNP+21/SN+>/SS
기자에게	기자/NNG+에게/JKB
취재를	취재/NNG+를/JKO
요청했다.	요청/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.8.2
그러자 정보과 경찰은 차량을 몰고 급히 사라졌다.

그러자	그러/VV+자/EC
정보과	정보과/NNG
경찰은	경찰/NNG+은/JX
차량을	차량/NNG+을/JKO
몰고	몰/VV+고/EC
급히	급히/MAG
사라졌다.	사라지/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.227.9.1
이호진씨는 “경찰이 왜 자꾸 유가족을 미행하느냐.

이호진씨는	이호진/NNP+씨/NNB+는/JX
“경찰이	“/SS+경찰/NNG+이/JKS
왜	왜/MAG
자꾸	자꾸/MAG
유가족을	유가족/NNG+을/JKO
미행하느냐.	미행/NNG+하/XSV+느냐/EF+./SF


# id : NWRW1800000044.227.9.2
범죄자 취급을 하는 것이냐.

범죄자	범죄자/NNG
취급을	취급/NNG+을/JKO
하는	하/VV+는/ETM
것이냐.	것/NNB+이/VCP+냐/EF+./SF


# id : NWRW1800000044.227.9.3
궁금한 게 있으면 직접 물어보라”며 호위하던 교통경찰에게 항의했다.

궁금한	궁금하/VA+ㄴ/ETM
게	거/NNB+이/JKS
있으면	있/VA+으면/EC
직접	직접/MAG
물어보라”며	물어보/VV+라/EF+”/SS+며/EC
호위하던	호위/NNG+하/XSV+던/ETM
교통경찰에게	교통경찰/NNG+에게/JKB
항의했다.	항의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.10.1
이에 대해 공주경찰서 관계자는 “도보행진단의 요청으로 정보관이 교통관리계 직원들과 함께 (행진하는 분들을) 도와주려고 동행했던 것”이라며 “담당 정보관이 좀 미숙하게 대응해 유족들이 언짢게 받아들인 것 같다”고 해명했다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
공주경찰서	공주경찰서/NNP
관계자는	관계자/NNG+는/JX
“도보행진단의	“/SS+도보/NNG+행진단/NNG+의/JKG
요청으로	요청/NNG+으로/JKB
정보관이	정보관/NNG+이/JKS
교통관리계	교통/NNG+관리계/NNG
직원들과	직원/NNG+들/XSN+과/JKB
함께	함께/MAG
(행진하는	(/SS+행진/NNG+하/XSV+는/ETM
분들을)	분/NNB+들/XSN+을/JKO+)/SS
도와주려고	도와주/VV+려고/EC
동행했던	동행/NNG+하/XSV+았/EP+던/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“담당	“/SS+담당/NNG
좀	좀/MAG
미숙하게	미숙/NNG+하/XSA+게/EC
대응해	대응/NNG+하/XSV+아/EC
유족들이	유족/NNG+들/XSN+이/JKS
언짢게	언짢/VA+게/EC
받아들인	받아들이/VV+ㄴ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
해명했다.	해명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.227.11.1
앞서 지난 5월에도 경기 안산 단원경찰서 형사들이 세월호 유가족들을 미행하다가 들통이 나 파문이 일었다.

앞서	앞서/MAG
지난	지나/VV+ㄴ/ETM
5월에도	5/SN+월/NNB+에/JKB+도/JX
경기	경기/NNP
안산	안산/NNP
단원경찰서	단원경찰서/NNP
형사들이	형사/NNG+들/XSN+이/JKS
세월호	세월호/NNP
유가족들을	유가족/NNG+들/XSN+을/JKO
미행하다가	미행/NNG+하/XSV+다가/EC
들통이	들통/NNG+이/JKS
나	나/VV+아/EC
파문이	파문/NNG+이/JKS
일었다.	일/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.227.11.2
단원서 정보보안과 형사 2명은 5월19일 안산에서 진도로 내려가던 유가족 30여명을 몰래 따라가다가 저녁 7시30분께 전북 고창군 고인돌휴게소에서 눈치를 챈 유족들에게 붙잡혔다.

단원서	단원서/NNP
정보보안과	정보/NNG+보안과/NNG
형사	형사/NNG
2명은	2/SN+명/NNB+은/JX
5월19일	5/SN+월/NNB+19/SN+일/NNB
안산에서	안산/NNP+에서/JKB
진도로	진도/NNP+로/JKB
내려가던	내려가/VV+던/ETM
유가족	유가족/NNG
30여명을	30/SN+여/XSN+명/NNB+을/JKO
몰래	몰래/MAG
따라가다가	따라가/VV+다가/EC
저녁	저녁/NNG
7시30분께	7/SN+시/NNB+30/SN+분/NNB+께/XSN
전북	전북/NNP
고창군	고창군/NNP
