# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000053.205
metadata : {}


# id : NWRW1800000053.205.1.1
檢, 최순실 징역 25년 구형… 崔씨측 “옥사하라는 얘기냐”

檢,	檢/SH+,/SP
최순실	최순실/NNP
징역	징역/NNG
25년	25/SN+년/NNB
구형…	구형/NNG+…/SE
崔씨측	崔/SH+씨/NNB+측/NNB
“옥사하라는	“/SS+옥사/NNG+하/XSV+라는/ETM
얘기냐”	얘기/NNG+이/VCP+냐/EF+”/SS


# id : NWRW1800000053.205.2.1
“국정농단 시작과 끝” 벌금 1185억… 崔, 대기실서 ‘아아악!’ 괴성 질러 안종범 6년… 신동빈 4년 구형

“국정농단	“/SS+국정/NNG+농단/NNG
시작과	시작/NNG+과/JC
끝”	끝/NNG+”/SS
벌금	벌금/NNG
1185억…	1185/SN+억/NR+…/SE
崔,	崔/SH+,/SP
대기실서	대기실/NNG+서/JKB
‘아아악!’	‘/SS+아아악/IC+!/SF+’/SS
괴성	괴성/NNG
질러	지르/VV+어/EC
안종범	안종범/NNP
6년…	6/SN+년/NNB+…/SE
신동빈	신동빈/NNP
4년	4/SN+년/NNB
구형	구형/NNG


# id : NWRW1800000053.205.3.1
박근혜 전 대통령(65·구속 기소) 파면으로 이어진 국정 농단 사건의 주범 최순실 씨(61·구속 기소)에게 검찰이 14일 열린 1심 결심 공판에서 징역 25년을 구형했다.

박근혜	박근혜/NNP
전	전/MMD
대통령(65·구속	대통령/NNG+(/SS+65/SN+·/SP+구속/NNG
기소)	기소/NNG+)/SS
파면으로	파면/NNG+으로/JKB
이어진	이어지/VV+ㄴ/ETM
국정	국정/NNG
농단	농단/NNG
사건의	사건/NNG+의/JKG
주범	주범/NNG
최순실	최순실/NNP
씨(61·구속	씨/NNB+(/SS+61/SN+·/SP+구속/NNG
기소)에게	기소/NNG+)/SS+에게/JKB
검찰이	검찰/NNG+이/JKS
14일	14/SN+일/NNB
열린	열리/VV+ㄴ/ETM
1심	1심/NNG
결심	결심/NNG
공판에서	공판/NNG+에서/JKB
징역	징역/NNG
25년을	25/SN+년/NNB+을/JKO
구형했다.	구형/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.3.2
최 씨는 중형 구형에 분을 삭이지 못해 눈물을 쏟으며 검찰을 강하게 비난했다.

최	최/NNP
씨는	씨/NNB+는/JX
중형	중형/NNG
구형에	구형/NNG+에/JKB
분을	분/NNG+을/JKO
삭이지	삭이/VV+지/EC
못해	못하/VX+아/EC
눈물을	눈물/NNG+을/JKO
쏟으며	쏟/VV+으며/EC
검찰을	검찰/NNG+을/JKO
강하게	강하/VA+게/EC
비난했다.	비난/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.3.3
최 씨의 변호인 이경재 변호사(68)는 최후 변론에서 “옥사(獄死)하라는 얘기냐”며 “최 씨가 온전하게 정신줄 잡고 재판을 버텨내는 게 기적”이라고 반발했다.

최	최/NNP
씨의	씨/NNB+의/JKG
변호인	변호인/NNG
이경재	이경재/NNP
변호사(68)는	변호사/NNG+(/SS+68/SN+)/SS+는/JX
최후	최후/NNG
변론에서	변론/NNG+에서/JKB
“옥사(獄死)하라는	“/SS+옥사/NNG+(/SS+獄死/SH+)/SS+하/XSV+라는/ETM
얘기냐”며	얘기/NNG+이/VCP+냐/EF+”/SS+며/EC
“최	“/SS+최/NNP
씨가	씨/NNB+가/JKS
온전하게	온전하/VA+게/EC
정신줄	정신/NNG+줄/NNG
잡고	잡/VV+고/EC
재판을	재판/NNG+을/JKO
버텨내는	버티/VV+어/EC+내/VX+는/ETM
게	거/NNB+이/JKS
기적”이라고	기적/NNG+”/SS+이라고/JKQ
반발했다.	반발/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.4.1
이날 오전 서울중앙지법 형사합의22부(부장판사 김세윤) 심리로 열린 최 씨 등의 결심 공판에서 검찰은 “최 씨는 국정 농단 사태의 시작과 끝”이라고 비판했다.

이날	이날/NNG
오전	오전/NNG
서울중앙지법	서울중앙지법/NNP
형사합의22부(부장판사	형사/NNG+합의/NNG+22부/NNG+(/SS+부장/NNG+판사/NNG
김세윤)	김세윤/NNP+)/SS
심리로	심리/NNG+로/JKB
열린	열리/VV+ㄴ/ETM
최	최/NNP
씨	씨/NNB
등의	등/NNB+의/JKG
결심	결심/NNG
공판에서	공판/NNG+에서/JKB
검찰은	검찰/NNG+은/JX
“최	“/SS+최/NNP
씨는	씨/NNB+는/JX
국정	국정/NNG
농단	농단/NNG
사태의	사태/NNG+의/JKG
시작과	시작/NNG+과/JC
끝”이라고	끝/NNG+”/SS+이라고/JKQ
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.4.2
검찰은 “최 씨는 박 전 대통령과의 친분을 이용해 ‘비선 실세’로서 정부 조직과 민간 기업의 질서를 어지럽히며 국정을 농단했다”고 지적했다.

검찰은	검찰/NNG+은/JX
“최	“/SS+최/NNP
씨는	씨/NNB+는/JX
박	박/NNP
전	전/MMD
대통령과의	대통령/NNG+과/JKB+의/JKG
친분을	친분/NNG+을/JKO
이용해	이용/NNG+하/XSV+아/EC
‘비선	‘/SS+비선/NNG
실세’로서	실세/NNG+’/SS+로서/JKB
정부	정부/NNG
조직과	조직/NNG+과/JC
민간	민간/NNG
기업의	기업/NNG+의/JKG
질서를	질서/NNG+를/JKO
어지럽히며	어지럽히/VV+며/EC
국정을	국정/NNG+을/JKO
농단했다”고	농단/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.4.3
또 “헌법 가치를 수호해야 할 대통령과 공모해 적법절차를 무시하며 사익을 추구해 국가 기강을 송두리째 흔들었다”며 징역 25년과 벌금 1185억 원, 추징금 77억9735만 원을 구형했다.

또	또/MAG
“헌법	“/SS+헌법/NNG
가치를	가치/NNG+를/JKO
수호해야	수호/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
대통령과	대통령/NNG+과/JKB
공모해	공모/NNG+하/XSV+아/EC
적법절차를	적법/NNG+절차/NNG+를/JKO
무시하며	무시/NNG+하/XSV+며/EC
사익을	사익/NNG+을/JKO
추구해	추구/NNG+하/XSV+아/EC
국가	국가/NNG
기강을	기강/NNG+을/JKO
송두리째	송두리째/MAG
흔들었다”며	흔들/VV+었/EP+다/EF+”/SS+며/EC
징역	징역/NNG
25년과	25/SN+년/NNB+과/JC
벌금	벌금/NNG
1185억	1185/SN+억/NR
원,	원/NNB+,/SP
추징금	추징금/NNG
77억9735만	77/SN+억/NR+9735/SN+만/NR
원을	원/NNB+을/JKO
구형했다.	구형/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.4.4
통상 검찰은 계획적 살인 범죄를 저지른 피고인에게 징역 25년 정도를 구형한다.

통상	통상/NNG
검찰은	검찰/NNG+은/JX
계획적	계획/NNG+적/XSN
살인	살인/NNG
범죄를	범죄/NNG+를/JKO
저지른	저지르/VV+ㄴ/ETM
피고인에게	피고인/NNG+에게/JKB
징역	징역/NNG
25년	25/SN+년/NNB
정도를	정도/NNG+를/JKO
구형한다.	구형/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.205.5.1
구형이 시작될 때만 해도 최 씨는 살짝 웃음을 지을 정도로 여유가 있었다.

구형이	구형/NNG+이/JKS
시작될	시작/NNG+되/XSV+ㄹ/ETM
때만	때/NNG+만/JX
해도	하/VV+아도/EC
최	최/NNP
씨는	씨/NNB+는/JX
살짝	살짝/MAG
웃음을	웃음/NNG+을/JKO
지을	짓/VV+을/ETM
정도로	정도/NNG+로/JKB
여유가	여유/NNG+가/JKS
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000053.205.5.2
하지만 곧 낯빛이 어두워지고 흥분하는 기색을 보이자 최 씨의 변호인단은 휴정을 요청했다.

하지만	하지만/MAJ
곧	곧/MAG
낯빛이	낯빛/NNG+이/JKS
어두워지고	어둡/VA+어/EC+지/VX+고/EC
흥분하는	흥분/NNG+하/XSV+는/ETM
기색을	기색/NNG+을/JKO
보이자	보이/VV+자/EC
최	최/NNP
씨의	씨/NNB+의/JKG
변호인단은	변호인단/NNG+은/JX
휴정을	휴정/NNG+을/JKO
요청했다.	요청/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.5.3
재판부가 휴정 결정을 내리면서 이 변호사는 최후변론을 잠시 중단해야 했다.

재판부가	재판부/NNG+가/JKS
휴정	휴정/NNG
결정을	결정/NNG+을/JKO
내리면서	내리/VV+면서/EC
이	이/NNP
변호사는	변호사/NNG+는/JX
최후변론을	최후/NNG+변론/NNG+을/JKO
잠시	잠시/MAG
중단해야	중단/NNG+하/XSV+아야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000053.205.6.1
법정을 나서던 최 씨는 검찰 쪽을 향해 무언가 말을 하려다 교도관에게 제지를 당했다.

법정을	법정/NNG+을/JKO
나서던	나서/VV+던/ETM
최	최/NNP
씨는	씨/NNB+는/JX
검찰	검찰/NNG
쪽을	쪽/NNB+을/JKO
향해	향하/VV+아/EC
무언가	무어/NP+이/VCP+ㄴ가/EF
말을	말/NNG+을/JKO
하려다	하/VV+려다/EC
교도관에게	교도관/NNG+에게/JKB
제지를	제지/NNG+를/JKO
당했다.	당하/VV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.6.2
최 씨는 법정 밖 피고인 대기실에서도 “아아악!” 하며 괴성을 지르고 소동을 피웠다.

최	최/NNP
씨는	씨/NNB+는/JX
법정	법정/NNG
밖	밖/NNG
피고인	피고인/NNG
대기실에서도	대기실/NNG+에서/JKB+도/JX
“아아악!”	“/SS+아아악/IC+!/SF+”/SS
하며	하/VV+며/EC
괴성을	괴성/NNG+을/JKO
지르고	지르/VV+고/EC
소동을	소동/NNG+을/JKO
피웠다.	피우/VV+었/EP+다/EF+./SF


# id : NWRW1800000053.205.6.3
최 씨가 흥분을 가라앉히길 기다리느라 재판부는 25분 동안이나 휴정을 해야 했다.

최	최/NNP
씨가	씨/NNB+가/JKS
흥분을	흥분/NNG+을/JKO
가라앉히길	가라앉히/VV+기/ETN+ㄹ/JKO
기다리느라	기다리/VV+느라/EC
재판부는	재판부/NNG+는/JX
25분	25/SN+분/NNB
동안이나	동안/NNG+이나/JX
휴정을	휴정/NNG+을/JKO
해야	하/VV+아야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000053.205.6.4
재판이 시작된 후에도 최 씨는 연신 눈물을 흘리고 코를 훌쩍였다.

재판이	재판/NNG+이/JKS
시작된	시작/NNG+되/XSV+ㄴ/ETM
후에도	후/NNG+에/JKB+도/JX
최	최/NNP
씨는	씨/NNB+는/JX
연신	연신/MAG
눈물을	눈물/NNG+을/JKO
흘리고	흘리/VV+고/EC
코를	코/NNG+를/JKO
훌쩍였다.	훌쩍이/VV+었/EP+다/EF+./SF


# id : NWRW1800000053.205.7.1
최 씨는 최후 진술에서 “이익을 취득한 일이 없다.

최	최/NNP
씨는	씨/NNB+는/JX
최후	최후/NNG
진술에서	진술/NNG+에서/JKB
“이익을	“/SS+이익/NNG+을/JKO
취득한	취득/NNG+하/XSV+ㄴ/ETM
일이	일/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000053.205.7.2
검찰에서 1000억 원대 세금과 벌금을 물리는 것은 사회주의 국가에서 재산을 몰수하는 것보다도 더한 있을 수 없는 일”이라고 항변했다.

검찰에서	검찰/NNG+에서/JKB
1000억	1000/SN+억/NR
원대	원/NNB+대/XSN
세금과	세금/NNG+과/JC
벌금을	벌금/NNG+을/JKO
물리는	물리/VV+는/ETM
것은	것/NNB+은/JX
사회주의	사회주의/NNG
국가에서	국가/NNG+에서/JKB
재산을	재산/NNG+을/JKO
몰수하는	몰수/NNG+하/XSV+는/ETM
것보다도	것/NNB+보다/JKB+도/JX
더한	더/MAG+하/XSV+ㄴ/ETM
있을	있/VA+을/ETM
수	수/NNB
없는	없/VA+는/ETM
일”이라고	일/NNG+”/SS+이라고/JKQ
항변했다.	항변/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.7.3
그는 “박 전 대통령을 40년간 지켜왔지만 그분은 단 한 푼도 받을 분이 아니고 검소함으로 살아온 분”이라고 주장했다.

그는	그/NP+는/JX
“박	“/SS+박/NNP
전	전/MMD
대통령을	대통령/NNG+을/JKO
40년간	40/SN+년/NNB+간/XSN
지켜왔지만	지키/VV+어/EC+오/VX+았/EP+지만/EC
그분은	그분/NP+은/JX
단	단/MMA
한	한/MMN
푼도	푼/NNB+도/JX
받을	받/VV+을/ETM
분이	분/NNB+이/JKC
아니고	아니/VCN+고/EC
검소함으로	검소/NNG+하/XSA+ㅁ/ETN+으로/JKB
살아온	살아오/VV+ㄴ/ETM
분”이라고	분/NNB+”/SS+이라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.7.4
또 “저를 정경유착으로 뒤집어씌우는 검찰의 발상은 그야말로 사기극적인 발상이라고 생각한다”며 검찰을 강하게 비난했다.

또	또/MAG
“저를	“/SS+저/NP+를/JKO
정경유착으로	정경/NNG+유착/NNG+으로/JKB
뒤집어씌우는	뒤집어씌우/VV+는/ETM
검찰의	검찰/NNG+의/JKG
발상은	발상/NNG+은/JX
그야말로	그야말로/MAG
사기극적인	사기극/NNG+적/XSN+이/VCP+ㄴ/ETM
발상이라고	발상/NNG+이/VCP+라고/EC
생각한다”며	생각/NNG+하/XSV+ㄴ다/EF+”/SS+며/EC
검찰을	검찰/NNG+을/JKO
강하게	강하/VA+게/EC
비난했다.	비난/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.7.5
최 씨는 A4용지에 미리 적어온 글을 읽으며 소리 내어 흐느꼈다.

최	최/NNP
씨는	씨/NNB+는/JX
A4용지에	A/SL+4/SN+용지/NNG+에/JKB
미리	미리/MAG
적어온	적/VV+어/EC+오/VX+ㄴ/ETM
글을	글/NNG+을/JKO
읽으며	읽/VV+으며/EC
소리	소리/NNG
내어	내/VV+어/EC
흐느꼈다.	흐느끼/VV+었/EP+다/EF+./SF


# id : NWRW1800000053.205.8.1
검찰은 최 씨와 함께 기소된 안종범 전 대통령정책조정수석비서관(58·구속 기소)에게 징역 6년과 벌금 1억 원, 뇌물로 받은 가방 2개 몰수와 추징금 4000여만 원을 구형했다.

검찰은	검찰/NNG+은/JX
최	최/NNP
씨와	씨/NNB+와/JKB
함께	함께/MAG
기소된	기소/NNG+되/XSV+ㄴ/ETM
안종범	안종범/NNP
전	전/MMD
대통령정책조정수석비서관(58·구속	대통령/NNG+정책/NNG+조정/NNG+수석/NNG+비서관/NNG+(/SS+58/SN+·/SP+구속/NNG
기소)에게	기소/NNG+)/SS+에게/JKB
징역	징역/NNG
6년과	6/SN+년/NNB+과/JC
벌금	벌금/NNG
1억	1/SN+억/NR
원,	원/NNB+,/SP
뇌물로	뇌물/NNG+로/JKB
받은	받/VV+은/ETM
가방	가방/NNG
2개	2/SN+개/NNB
몰수와	몰수/NNG+와/JC
추징금	추징금/NNG
4000여만	4000/SN+여/XSN+만/NR
원을	원/NNB+을/JKO
구형했다.	구형/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.8.2
또 신동빈 롯데그룹 회장(62)에게는 징역 4년과 추징금 70억 원을 구형했다.

또	또/MAG
신동빈	신동빈/NNP
롯데그룹	롯데그룹/NNP
회장(62)에게는	회장/NNG+(/SS+62/SN+)/SS+에게/JKB+는/JX
징역	징역/NNG
4년과	4/SN+년/NNB+과/JC
추징금	추징금/NNG
70억	70/SN+억/NR
원을	원/NNB+을/JKO
구형했다.	구형/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000053.205.8.3
최 씨 등에 대한 선고 공판은 내년 1월 26일 열린다.

최	최/NNP
씨	씨/NNB
등에	등/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
선고	선고/NNG
공판은	공판/NNG+은/JX
내년	내년/NNG
1월	1/SN+월/NNB
26일	26/SN+일/NNB
열린다.	열리/VV+ㄴ다/EF+./SF


