# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.29
metadata : {}


# id : NWRW1800000040.29.1.1
[단독] 삼성전자서비스, 협력업체 팀장들에게 보고받았다

[단독]	[/SS+단독/NNG+]/SS
삼성전자서비스,	삼성전자서비스/NNP+,/SP
협력업체	협력/NNG+업체/NNG
팀장들에게	팀장/NNG+들/XSN+에게/JKB
보고받았다	보고/NNG+받/XSV+았/EP+다/EF


# id : NWRW1800000040.29.2.1
불법파견 논란뒤 협력사 사장이

불법파견	불법/NNG+파견/NNG
논란뒤	논란/NNG+뒤/NNG
협력사	협력사/NNG
사장이	사장/NNG+이/JKS


# id : NWRW1800000040.29.3.1
팀장급 부하 직원들에게 이메일

팀장급	팀장급/NNG
부하	부하/NNG
직원들에게	직원/NNG+들/XSN+에게/JKB
이메일	이메일/NNG


# id : NWRW1800000040.29.4.1
“본사에 일일보고 중단하라”

“본사에	“/SS+본사/NNG+에/JKB
일일보고	일일/NNG+보고/NNG
중단하라”	중단/NNG+하/XSV+라/EF+”/SS


# id : NWRW1800000040.29.5.1
사쪽 “협력업체 근태 파악한 적 없다”

사쪽	사/NNG+쪽/NNB
“협력업체	“/SS+협력/NNG+업체/NNG
근태	근태/NNG
파악한	파악/NNG+하/XSV+ㄴ/ETM
적	적/NNB
없다”	없/VA+다/EF+”/SS


# id : NWRW1800000040.29.6.1
삼성전자서비스가 협력업체 소속 팀장들에게서 받아오던 근무태도 등과 관련한 각종 보고를 최근 위장도급·불법파견 문제가 불거진 뒤 받지 않기 시작했다는 증언이 나왔다.

삼성전자서비스가	삼성전자서비스/NNP+가/JKS
협력업체	협력/NNG+업체/NNG
소속	소속/NNG
팀장들에게서	팀장/NNG+들/XSN+에게서/JKB
받아오던	받/VV+아/EC+오/VX+던/ETM
근무태도	근무/NNG+태도/NNG
등과	등/NNB+과/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
각종	각종/NNG
보고를	보고/NNG+를/JKO
최근	최근/NNG
위장도급·불법파견	위장/NNG+도급/NNG+·/SP+불법/NNG+파견/NNG
문제가	문제/NNG+가/JKS
불거진	불거지/VV+ㄴ/ETM
뒤	뒤/NNG
받지	받/VV+지/EC
않기	않/VX+기/ETN
시작했다는	시작/NNG+하/XSV+았/EP+다는/ETM
증언이	증언/NNG+이/JKS
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.29.6.2
삼성 쪽 스스로 위장도급의 근거로 보고 ‘꼬리 자르기’에 나선 게 아니냐는 지적이 나온다.

삼성	삼성/NNP
쪽	쪽/NNB
스스로	스스로/MAG
위장도급의	위장/NNG+도급/NNG+의/JKG
근거로	근거/NNG+로/JKB
보고	보/VV+고/EC
‘꼬리	‘/SS+꼬리/NNG
자르기’에	자르기/NNG+’/SS+에/JKB
나선	나서/VV+ㄴ/ETM
게	거/NNB+이/JKC
아니냐는	아니/VCN+냐는/ETM
지적이	지적/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.29.7.1
서울 강남권에 있는 삼성전자서비스 협력업체 노동자는 23일 업체 사장이 팀장급 부하 직원에게 보낸 전자우편을 공개했다.

서울	서울/NNP
강남권에	강남/NNP+권/XSN+에/JKB
있는	있/VA+는/ETM
삼성전자서비스	삼성전자서비스/NNP
협력업체	협력/NNG+업체/NNG
노동자는	노동자/NNG+는/JX
23일	23/SN+일/NNB
업체	업체/NNG
사장이	사장/NNG+이/JKS
팀장급	팀장급/NNG
부하	부하/NNG
직원에게	직원/NNG+에게/JKB
보낸	보내/VV+ㄴ/ETM
전자우편을	전자/NNG+우편/NNG+을/JKO
공개했다.	공개/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.29.7.2
전자우편에는 “협력업체 자체 실적을 포함해 활동사항·근태 일보(일일보고) 등을 (본사 소속) 지점장·에스브이(SV·협력업체를 관리하는 본사의 차장급 직원) 포함, 지점 인원들한테 보내지 말라”는 내용이 들어 있다.

전자우편에는	전자/NNG+우편/NNG+에/JKB+는/JX
“협력업체	“/SS+협력/NNG+업체/NNG
자체	자체/NNG
실적을	실적/NNG+을/JKO
포함해	포함/NNG+하/XSV+아/EC
활동사항·근태	활동/NNG+사항/NNG+·/SP+근태/NNG
일보(일일보고)	일보/NNG+(/SS+일일/NNG+보고/NNG+)/SS
등을	등/NNB+을/JKO
(본사	(/SS+본사/NNG
소속)	소속/NNG+)/SS
