# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.349
metadata : {}


# id : NWRW1800000026.349.1.1
[Around the World] 도쿄… 中, 反日시위는 승인된 것… 예상보다 100배 많이 모여

[Around	[/SS+Around/SL
the	the/SL
World]	World/SL+]/SS
도쿄…	도쿄/NNP+…/SE
中,	中/SH+,/SP
反日시위는	反日/SH+시위/NNG+는/JX
승인된	승인/NNG+되/XSV+ㄴ/ETM
것…	것/NNB+…/SE
예상보다	예상/NNG+보다/JKB
100배	100/SN+배/NNG
많이	많이/MAG
모여	모이/VV+어/EF


# id : NWRW1800000026.349.2.1
지난 16일부터 연쇄적으로 발생한 중국 내 반일(反日) 시위는 중국 지방정부가 승인한 것이었으나, 실제 시위는 중국 정부의 예상을 훨씬 넘어서는 규모로 확대됐다고 일본 아사히(朝日)신문이 22일 보도했다.

지난	지나/VV+ㄴ/ETM
16일부터	16/SN+일/NNB+부터/JX
연쇄적으로	연쇄/NNG+적/XSN+으로/JKB
발생한	발생/NNG+하/XSV+ㄴ/ETM
중국	중국/NNP
내	내/NNB
반일(反日)	반일/NNG+(/SS+反日/SH+)/SS
시위는	시위/NNG+는/JX
지방정부가	지방/NNG+정부/NNG+가/JKS
승인한	승인/NNG+하/XSV+ㄴ/ETM
것이었으나,	것/NNB+이/VCP+었/EP+으나/EC+,/SP
실제	실제/NNG
정부의	정부/NNG+의/JKG
예상을	예상/NNG+을/JKO
훨씬	훨씬/MAG
넘어서는	넘어서/VV+는/ETM
규모로	규모/NNG+로/JKB
확대됐다고	확대/NNG+되/XSV+었/EP+다고/EC
일본	일본/NNP
아사히(朝日)신문이	아사히/NNP+(/SS+朝日/SH+)/SS+신문/NNG+이/JKS
22일	22/SN+일/NNB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.349.3.1
아사히는 16일 쓰촨(四川)성 청두(成都) 등 3개 도시에서 벌어진 시위는 사전에 지방정부로부터 승인을 받은 것으로 확인됐다고 보도했다.

아사히는	아사히/NNP+는/JX
16일	16/SN+일/NNB
쓰촨(四川)성	쓰촨/NNP+(/SS+四川/SH+)/SS+성/NNG
청두(成都)	청두/NNP+(/SS+成都/SH+)/SS
등	등/NNB
3개	3/SN+개/NNB
도시에서	도시/NNG+에서/JKB
벌어진	벌어지/VV+ㄴ/ETM
시위는	시위/NNG+는/JX
사전에	사전/NNG+에/JKB
지방정부로부터	지방/NNG+정부/NNG+로부터/JKB
승인을	승인/NNG+을/JKO
받은	받/VV+은/ETM
것으로	것/NNB+으로/JKB
확인됐다고	확인/NNG+되/XSV+었/EP+다고/EC
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.349.3.2
중국에서는 대중집회를 할 경우 사전 승인을 받도록 되어 있다.

중국에서는	중국/NNP+에서/JKB+는/JX
대중집회를	대중/NNG+집회/NNG+를/JKO
할	하/VV+ㄹ/ETM
경우	경우/NNG
사전	사전/NNG
승인을	승인/NNG+을/JKO
받도록	받/VV+도록/EC
되어	되/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.349.4.1
그러나 청두 시위의 경우 100명가량이 모이는 집회로 신고됐으나 인터넷과 휴대폰으로 시위 정보가 급속히 확산되면서 실제 참가자가 1만명 이상으로 확대됐다.

그러나	그러나/MAJ
청두	청두/NNP
시위의	시위/NNG+의/JKG
경우	경우/NNG
100명가량이	100/SN+명/NNB+가량/XSN+이/JKS
모이는	모이/VV+는/ETM
집회로	집회/NNG+로/JKB
신고됐으나	신고/NNG+되/XSV+었/EP+으나/EC
인터넷과	인터넷/NNG+과/JC
휴대폰으로	휴대폰/NNG+으로/JKB
시위	시위/NNG
정보가	정보/NNG+가/JKS
급속히	급속히/MAG
확산되면서	확산/NNG+되/XSV+면서/EC
실제	실제/NNG
참가자가	참가자/NNG+가/JKS
1만명	1/SN+만/NR+명/NNB
이상으로	이상/NNG+으로/JKB
확대됐다.	확대/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.349.4.2
또 17일 후베이성(湖北)성 우한(武漢) 시위 등 16일 이후의 시위는 사전 신고되지 않은 것이었다고 아사히는 전했다.

또	또/MAG
17일	17/SN+일/NNB
후베이성(湖北)성	후베이성/NNP+(/SS+湖北/SH+)/SS+성/NNG
우한(武漢)	우한/NNP+(/SS+武漢/SH+)/SS
시위	시위/NNG
등	등/NNB
16일	16/SN+일/NNB
이후의	이후/NNG+의/JKG
시위는	시위/NNG+는/JX
사전	사전/NNG
신고되지	신고/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
것이었다고	것/NNB+이/VCP+었/EP+다고/EC
아사히는	아사히/NNP+는/JX
전했다.	전하/VV+았/EP+다/EF+./SF


