# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.220
metadata : {}


# id : NWRW1800000049.220.1.1
16년 걸린 정규리그 우승… KCC, 새 역사 쓰다

16년	16/SN+년/NNB
걸린	걸리/VV+ㄴ/ETM
정규리그	정규/NNG+리그/NNG
우승…	우승/NNG+…/SE
KCC,	KCC/SL+,/SP
새	새/MMA
역사	역사/NNG
쓰다	쓰/VV+다/EF


# id : NWRW1800000049.220.2.1
초보 감독 추승균, 구단 최다 12연승 이끌며 정상 올라

초보	초보/NNG
감독	감독/NNG
추승균,	추승균/NNP+,/SP
구단	구단/NNG
최다	최다/NNG
12연승	12/SN+연승/NNG
이끌며	이끌/VV+며/EC
정상	정상/NNG
올라	오르/VV+아/EC


# id : NWRW1800000049.220.3.1
“6강 플레이오프 진출이 목표였는데 시즌 중반 여러 차례 우여곡절을 이겨내면서 얻은 자신감으로 우승까지 하게 됐습니다.

“6강	“/SS+6/SN+강/NNB
플레이오프	플레이오프/NNG
진출이	진출/NNG+이/JKS
목표였는데	목표/NNG+이/VCP+었/EP+는데/EC
시즌	시즌/NNG
중반	중반/NNG
여러	여러/MMN
차례	차례/NNG
우여곡절을	우여곡절/NNG+을/JKO
이겨내면서	이기/VV+어/EC+내/VX+면서/EC
얻은	얻/VV+은/ETM
자신감으로	자신감/NNG+으로/JKB
우승까지	우승/NNG+까지/JX
하게	하/VV+게/EC
됐습니다.	되/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000049.220.3.2
이번 우승으로 이기는 DNA가 팀에 한껏 축적됐으면 좋겠습니다.”

이번	이번/NNG
우승으로	우승/NNG+으로/JKB
이기는	이기/VV+는/ETM
DNA가	DNA/SL+가/JKS
팀에	팀/NNG+에/JKB
한껏	한껏/MAG
축적됐으면	축적/NNG+되/XSV+었/EP+으면/EC
좋겠습니다.”	좋/VA+겠/EP+습니다/EF+./SF+”/SS


# id : NWRW1800000049.220.4.1
21일 안양실내체육관에서 벌어진 KGC와의 시즌 마지막 경기에서 86-71로 이기며 2015∼2016 프로농구 정규리그 정상에 오른 KCC의 추승균 감독은 우승의 가장 큰 힘으로 선수들의 자신감을 꼽았다.

21일	21/SN+일/NNB
안양실내체육관에서	안양실내체육관/NNP+에서/JKB
벌어진	벌어지/VV+ㄴ/ETM
KGC와의	KGC/SL+와/JKB+의/JKG
시즌	시즌/NNG
마지막	마지막/NNG
경기에서	경기/NNG+에서/JKB
86-71로	86/SN+-/SO+71/SN+로/JKB
이기며	이기/VV+며/EC
2015∼2016	2015/SN+∼/SO+2016/SN
프로농구	프로/NNG+농구/NNG
정규리그	정규/NNG+리그/NNG
정상에	정상/NNG+에/JKB
오른	오르/VV+ㄴ/ETM
KCC의	KCC/SL+의/JKG
추승균	추승균/NNP
감독은	감독/NNG+은/JX
우승의	우승/NNG+의/JKG
가장	가장/MAG
큰	크/VA+ㄴ/ETM
힘으로	힘/NNG+으로/JKB
선수들의	선수/NNG+들/XSN+의/JKG
자신감을	자신감/NNG+을/JKO
꼽았다.	꼽/VV+았/EP+다/EF+./SF


# id : NWRW1800000049.220.4.2
경기가 끝난 뒤 돌아가신 아버지 생각에 눈물을 보이기도 한 추 감독은 “초보 감독으로 처음에는 어리둥절했고 겁도 났지만 선수들에게 하나씩은 희생하자고 다가갔던 것이 잘 전해져서 좋은 결과를 낸 것 같다”고 말했다.

경기가	경기/NNG+가/JKS
끝난	끝나/VV+ㄴ/ETM
뒤	뒤/NNG
돌아가신	돌아가/VV+시/EP+ㄴ/ETM
아버지	아버지/NNG
생각에	생각/NNG+에/JKB
눈물을	눈물/NNG+을/JKO
보이기도	보이/VV+기/ETN+도/JX
한	하/VX+ㄴ/ETM
추	추/NNP
감독은	감독/NNG+은/JX
“초보	“/SS+초보/NNG
감독으로	감독/NNG+으로/JKB
처음에는	처음/NNG+에/JKB+는/JX
어리둥절했고	어리둥절하/VA+았/EP+고/EC
겁도	겁/NNG+도/JX
났지만	나/VV+았/EP+지만/EC
선수들에게	선수/NNG+들/XSN+에게/JKB
하나씩은	하나/NR+씩/XSN+은/JX
희생하자고	희생/NNG+하/XSV+자고/EC
다가갔던	다가가/VV+았/EP+던/ETM
것이	것/NNB+이/JKS
잘	잘/MAG
전해져서	전하/VV+아/EC+지/VX+어서/EC
좋은	좋/VA+은/ETM
결과를	결과/NNG+를/JKO
낸	내/VV+ㄴ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.220.5.1
구단 최다 연승 신기록인 12연승으로 시즌을 마무리한 추 감독은 KCC가 1999∼2000시즌 현대 이름으로 정규리그에서 마지막 우승을 차지한 이후 16시즌 만에 팀에 정규리그 우승컵을 안겼다.

구단	구단/NNG
최다	최다/NNG
연승	연승/NNG
신기록인	신/XPN+기록/NNG+이/VCP+ㄴ/ETM
12연승으로	12/SN+연승/NNG+으로/JKB
시즌을	시즌/NNG+을/JKO
마무리한	마무리/NNG+하/XSV+ㄴ/ETM
추	추/NNP
감독은	감독/NNG+은/JX
KCC가	KCC/SL+가/JKS
1999∼2000시즌	1999/SN+∼/SO+2000/SN+시즌/NNG
현대	현대/NNP
이름으로	이름/NNG+으로/JKB
정규리그에서	정규/NNG+리그/NNG+에서/JKB
마지막	마지막/NNG
우승을	우승/NNG+을/JKO
차지한	차지/NNG+하/XSV+ㄴ/ETM
이후	이후/NNG
16시즌	16/SN+시즌/NNG
만에	만/NNB+에/JKB
팀에	팀/NNG+에/JKB
정규리그	정규/NNG+리그/NNG
우승컵을	우승컵/NNG+을/JKO
안겼다.	안기/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.220.6.1
현역 시절 화려하지는 않았지만 야무진 플레이로 ‘소리 없이 강한 남자’로 불렸던 추 감독은 팀의 영광의 순간에 늘 같이했다.

현역	현역/NNG
시절	시절/NNG
화려하지는	화려하/VA+지/EC+는/JX
않았지만	않/VX+았/EP+지만/EC
야무진	야무지/VA+ㄴ/ETM
플레이로	플레이/NNG+로/JKB
‘소리	‘/SS+소리/NNG
없이	없이/MAG
강한	강하/VA+ㄴ/ETM
남자’로	남자/NNG+’/SS+로/JKB
불렸던	불리/VV+었/EP+던/ETM
추	추/NNP
감독은	감독/NNG+은/JX
팀의	팀/NNG+의/JKG
영광의	영광/NNG+의/JKG
순간에	순간/NNG+에/JKB
늘	늘/MAG
같이했다.	같이/MAG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.220.6.2
현대 유니폼을 입고 프로에 데뷔한 1997년 추 감독은 역대 최고의 외국인 선수로 꼽히는 조니 맥도웰, 컴퓨터 가드 이상민과 팀 최다 연승 신기록(11연승)을 세웠다.

현대	현대/NNP
유니폼을	유니폼/NNG+을/JKO
입고	입/VV+고/EC
프로에	프로/NNG+에/JKB
데뷔한	데뷔/NNG+하/XSV+ㄴ/ETM
1997년	1997/SN+년/NNB
추	추/NNP
감독은	감독/NNG+은/JX
역대	역대/NNG
최고의	최고/NNG+의/JKG
외국인	외국인/NNG
선수로	선수/NNG+로/JKB
꼽히는	꼽히/VV+는/ETM
조니	조니/NNP
맥도웰,	맥도웰/NNP+,/SP
컴퓨터	컴퓨터/NNG
가드	가드/NNG
이상민과	이상민/NNP+과/JKB
팀	팀/NNG
최다	최다/NNG
연승	연승/NNG
