# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000052.42
metadata : {}


# id : NWRW1800000052.42.1.1
[단독] ‘원전 불안’ 커가는데…한수원 “탈핵론은 포퓰리즘”

[단독]	[/SS+단독/NNG+]/SS
‘원전	‘/SS+원전/NNG
불안’	불안/NNG+’/SS
커가는데…한수원	크/VA+어/EC+가/VX+는데/EC+…/SE+한수원/NNP
“탈핵론은	“/SS+탈핵/NNG+론/XSN+은/JX
포퓰리즘”	포퓰리즘/NNG+”/SS


# id : NWRW1800000052.42.2.1
‘원자력 선거쟁점화 차단’ 위해 탈핵 주장 언론·정치인·시민단체 움직임 분석 ‘탈핵=포퓰리즘’ 규정 ‘한겨레’ 보도 집중 분석도 ‘원자력 선거쟁점화 차단’ 위해 탈핵 주장 언론·정치인·시민단체 움직임 분석 ‘탈핵=포퓰리즘’ 규정 ‘한겨레’ 보도 집중 분석도

‘원자력	‘/SS+원자력/NNG
선거쟁점화	선거/NNG+쟁점/NNG+화/XSN
차단’	차단/NNG+’/SS
위해	위하/VV+아/EC
탈핵	탈핵/NNG
주장	주장/NNG
언론·정치인·시민단체	언론/NNG+·/SP+정치인/NNG+·/SP+시민/NNG+단체/NNG
움직임	움직임/NNG
분석	분석/NNG
‘탈핵=포퓰리즘’	‘/SS+탈핵/NNG+=/SW+포퓰리즘/NNG+’/SS
규정	규정/NNG
‘한겨레’	‘/SS+한겨레/NNP+’/SS
보도	보도/NNG
집중	집중/NNG
분석도	분석/NNG+도/JX


# id : NWRW1800000052.42.3.1
지난 12일 경주에서 발생한 지진을 계기로 원자력발전소의 안전 문제가 쟁점으로 떠오른 가운데, 한국수력원자력이 정치권·시민사회 안팎의 탈핵 주장을 ‘원자력 포퓰리즘’이라고 규정하며 이와 관련된 언론·시민단체·정치인들의 움직임을 분석하는 용역을 시행한 것으로 뒤늦게 밝혀졌다.

지난	지나/VV+ㄴ/ETM
12일	12/SN+일/NNB
경주에서	경주/NNP+에서/JKB
발생한	발생/NNG+하/XSV+ㄴ/ETM
지진을	지진/NNG+을/JKO
계기로	계기/NNG+로/JKB
원자력발전소의	원자력/NNG+발전소/NNG+의/JKG
안전	안전/NNG
문제가	문제/NNG+가/JKS
쟁점으로	쟁점/NNG+으로/JKB
떠오른	떠오르/VV+ㄴ/ETM
가운데,	가운데/NNG+,/SP
한국수력원자력이	한국수력원자력/NNP+이/JKS
정치권·시민사회	정치/NNG+권/XSN+·/SP+시민/NNG+사회/NNG
안팎의	안팎/NNG+의/JKG
탈핵	탈핵/NNG
주장을	주장/NNG+을/JKO
‘원자력	‘/SS+원자력/NNG
포퓰리즘’이라고	포퓰리즘/NNG+’/SS+이라고/JKQ
규정하며	규정/NNG+하/XSV+며/EC
이와	이/NP+와/JKB
관련된	관련/NNG+되/XSV+ㄴ/ETM
언론·시민단체·정치인들의	언론/NNG+·/SP+시민/NNG+단체/NNG+·/SP+정치인/NNG+들/XSN+의/JKG
움직임을	움직임/NNG+을/JKO
분석하는	분석/NNG+하/XSV+는/ETM
용역을	용역/NNG+을/JKO
시행한	시행/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
뒤늦게	뒤늦/VA+게/EC
밝혀졌다.	밝혀지/VV+었/EP+다/EF+./SF


# id : NWRW1800000052.42.4.1
국회 미래창조과학방송통신위 소속 김성수 더불어민주당 의원이 19일 입수한 ‘원자력 정책의 포퓰리즘화 가능성과 대응방안’ 보고서를 보면, 한수원은 “국내 원전 비리와 잦은 고장으로 탈핵 운동이 확산되는 가운데 이에 조응한 야권 정치적 지지 동원이 연계돼 원자력 포퓰리즘화의 가능성이 높아지고 있다”며 “원자력 문제의 선거 쟁점화 차단” 등을 위해 시민단체·언론·정치권에 대한 분석을 지난해 2월부터 진행했다.

국회	국회/NNG
