# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.413
metadata : {}


# id : NWRW1800000022.413.1.1
[NEWS & VIEW] 中추격·日반격 한국 경제 도로 샌드위치?;中, 싼값에 기술력까지日, 구조조정·투자 가속

[NEWS	[/SS+NEWS/SL
&	&/SW
VIEW]	VIEW/SL+]/SS
中추격·日반격	中/SH+추격/NNG+·/SP+日/SH+반격/NNG
한국	한국/NNP
경제	경제/NNG
도로	도로/NNG
샌드위치?;中,	샌드위치/NNG+?/SF+;/SW+中/SH+,/SP
싼값에	싼값/NNG+에/JKB
기술력까지日,	기술력/NNG+까지/JX+日/SH+,/SP
구조조정·투자	구조/NNG+조정/NNG+·/SP+투자/NNG
가속	가속/NNG


# id : NWRW1800000022.413.2.1
샌드위치→역(逆)샌드위치→신(新)샌드위치….

샌드위치→역(逆)샌드위치→신(新)샌드위치….	샌드위치/NNG+→/SW+역/NNG+(/SS+逆/SH+)/SS+샌드위치/NNG+→/SW+신/XPN+(/SS+新/SH+)/SS+샌드위치/NNG+…/SE+./SF


# id : NWRW1800000022.413.3.1
질주하는 중국과 세계 랭킹 2위(GDP·국내총생산 기준) 경제국인 일본 사이에서 한국경제가 다시 위험에 빠질 것이라는 '신 샌드위치'론(論)이 제기되고 있다.

질주하는	질주/NNG+하/XSV+는/ETM
중국과	중국/NNP+과/JC
세계	세계/NNG
랭킹	랭킹/NNG
2위(GDP·국내총생산	2/SN+위/NNB+(/SS+GDP/SL+·/SP+국내/NNG+총생산/NNG
기준)	기준/NNG+)/SS
경제국인	경제국/NNG+이/VCP+ㄴ/ETM
일본	일본/NNP
사이에서	사이/NNG+에서/JKB
한국경제가	한국/NNP+경제/NNG+가/JKS
다시	다시/MAG
위험에	위험/NNG+에/JKB
빠질	빠지/VV+ㄹ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
'신	'/SS+신/XPN
샌드위치'론(論)이	샌드위치/NNG+'/SS+론/XSN+(/SS+論/SH+)/SS+이/JKS
제기되고	제기/NNG+되/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.413.4.1
삼성경제연구소는 25일 '2010년 한국기업의 5대 불안요인과 대응방안' 보고서를 통해 "중국기업의 추격과 일본기업의 반격으로 한국기업이 신샌드위치 위기에 몰릴 수 있다"고 경고했다.

삼성경제연구소는	삼성경제연구소/NNP+는/JX
25일	25/SN+일/NNB
'2010년	'/SS+2010/SN+년/NNB
한국기업의	한국/NNP+기업/NNG+의/JKG
5대	5/SN+대/NNG
불안요인과	불안/NNG+요인/NNG+과/JC
대응방안'	대응/NNG+방안/NNG+'/SS
보고서를	보고서/NNG+를/JKO
통해	통하/VV+아/EC
"중국기업의	"/SS+중국/NNP+기업/NNG+의/JKG
추격과	추격/NNG+과/JC
일본기업의	일본/NNP+기업/NNG+의/JKG
반격으로	반격/NNG+으로/JKB
한국기업이	한국/NNP+기업/NNG+이/JKS
신샌드위치	신/XPN+샌드위치/NNG
위기에	위기/NNG+에/JKB
몰릴	몰리/VV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
경고했다.	경고/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.413.4.2
중국기업들은 정부의 전폭적인 지원 속에 기술력을 높이며 글로벌 강자로 부상하고 있고, 일본 기업들은 뼈를 깎는 구조조정과 대규모 R&D(연구개발) 투자로 위기 이후 재도약을 위해 절치부심하고 있다는 것이다.

중국기업들은	중국/NNP+기업/NNG+들/XSN+은/JX
정부의	정부/NNG+의/JKG
전폭적인	전폭/NNG+적/XSN+이/VCP+ㄴ/ETM
지원	지원/NNG
속에	속/NNG+에/JKB
기술력을	기술력/NNG+을/JKO
높이며	높이/VV+며/EC
글로벌	글로벌/NNG
강자로	강자/NNG+로/JKB
부상하고	부상/NNG+하/XSV+고/EC
있고,	있/VX+고/EC+,/SP
일본	일본/NNP
기업들은	기업/NNG+들/XSN+은/JX
뼈를	뼈/NNG+를/JKO
깎는	깎/VV+는/ETM
구조조정과	구조/NNG+조정/NNG+과/JC
대규모	대/XPN+규모/NNG
R&D(연구개발)	R/SL+&/SW+D/SL+(/SS+연구/NNG+개발/NNG+)/SS
투자로	투자/NNG+로/JKB
위기	위기/NNG
이후	이후/NNG
재도약을	재/XPN+도약/NNG+을/JKO
위해	위하/VV+아/EC
절치부심하고	절치부심/NNG+하/XSV+고/EC
있다는	있/VX+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000022.413.5.1
예컨대 중국의 화웨이(華爲)는 선진국 기업의 독무대였던 통신장비 시장에서 '노키아-지멘스', '알카텔-루슨트' 같은 굴지의 기업들을 누르고 시스코에 이어 세계 2위로 올라섰다.

예컨대	예컨대/MAG
중국의	중국/NNP+의/JKG
화웨이(華爲)는	화웨이/NNP+(/SS+華爲/SH+)/SS+는/JX
선진국	선진국/NNG
기업의	기업/NNG+의/JKG
독무대였던	독무대/NNG+이/VCP+었/EP+던/ETM
통신장비	통신/NNG+장비/NNG
시장에서	시장/NNG+에서/JKB
'노키아-지멘스',	'/SS+노키아/NNP+-/SO+지멘스/NNP+'/SS+,/SP
'알카텔-루슨트'	'/SS+알카텔/NNP+-/SO+루슨트/NNP+'/SS
같은	같/VA+은/ETM
굴지의	굴지/NNG+의/JKG
기업들을	기업/NNG+들/XSN+을/JKO
누르고	누르/VV+고/EC
시스코에	시스코/NNP+에/JKB
이어	잇/VV+어/EC
세계	세계/NNG
2위로	2/SN+위/NNB+로/JKB
올라섰다.	올라서/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.413.5.2
중국은 또 자국업체에 대한 '몰아주기 수주(受注)'를 통해 이달 초 조선업 수주잔량(앞으로 남은 일감)에서 한국을 추월했다.

중국은	중국/NNP+은/JX
또	또/MAG
자국업체에	자국/NNG+업체/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
'몰아주기	'/SS+몰아주기/NNG
수주(受注)'를	수주/NNG+(/SS+受注/SH+)/SS+'/SS+를/JKO
통해	통하/VV+아/EC
이달	이달/NNG
초	초/NNB
조선업	조선업/NNG
수주잔량(앞으로	수주/NNG+잔량/NNG+(/SS+앞/NNG+으로/JKB
남은	남/VV+은/ETM
일감)에서	일감/NNG+)/SS+에서/JKB
한국을	한국/NNP+을/JKO
추월했다.	추월/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.413.6.1
일본도 이번 금융위기 과정에서 고전했지만 부실을 도려내고 반격 채비를 서두르고 있다.

일본도	일본/NNP+도/JX
이번	이번/NNG
금융위기	금융/NNG+위기/NNG
과정에서	과정/NNG+에서/JKB
고전했지만	고전/NNG+하/XSV+았/EP+지만/EC
부실을	부실/NNG+을/JKO
도려내고	도려내/VV+고/EC
반격	반격/NNG
채비를	채비/NNG+를/JKO
서두르고	서두르/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.413.7.1
삼성전자와 LG전자의 선방에 쓴잔을 마셨던 소니, 도시바 등 9개 일본 전자회사들은 지난해 총 2조원의 손실을 냈다.

삼성전자와	삼성전자/NNP+와/JC
LG전자의	LG전자/NNP+의/JKG
선방에	선방/NNG+에/JKB
쓴잔을	쓴잔/NNG+을/JKO
마셨던	마시/VV+었/EP+던/ETM
소니,	소니/NNP+,/SP
도시바	도시바/NNP
등	등/NNB
9개	9/SN+개/NNB
일본	일본/NNP
