# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.396
metadata : {}


# id : NWRW1800000038.396.1.1
與 "회의록, 盧 前대통령이 파기 지시" 공개 공세… 野 "그런 적 없다" 부인

與	與/SH
"회의록,	"/SS+회의록/NNG+,/SP
盧	盧/SH
前대통령이	前/SH+대통령/NNG+이/JKS
파기	파기/NNG
지시"	지시/NNG+"/SS
공개	공개/NNG
공세…	공세/NNG+…/SE
野	野/SH
"그런	"/SS+그런/MMD
적	적/NNB
없다"	없/VA+다/EF+"/SS
부인	부인/NNG


# id : NWRW1800000038.396.2.1
새누리·민주 공방

새누리·민주	새누리/NNP+·/SP+민주/NNP
공방	공방/NNG


# id : NWRW1800000038.396.3.1
새누리당과 민주당은 23일 노무현 전 대통령이 '2007년 남북 정상회담 회의록'의 폐기를 지시했는지 여부를 둘러싸고 입씨름을 벌였다.

새누리당과	새누리당/NNP+과/JC
민주당은	민주당/NNP+은/JX
23일	23/SN+일/NNB
노무현	노무현/NNP
전	전/MMD
대통령이	대통령/NNG+이/JKS
'2007년	'/SS+2007/SN+년/NNB
남북	남북/NNP
정상회담	정상/NNG+회담/NNG
회의록'의	회의록/NNG+'/SS+의/JKG
폐기를	폐기/NNG+를/JKO
지시했는지	지시/NNG+하/XSV+았/EP+는지/EF
여부를	여부/NNG+를/JKO
둘러싸고	둘러싸/VV+고/EC
입씨름을	입씨름/NNG+을/JKO
벌였다.	벌이/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.396.4.1
새누리당은 지금까지 노 전 대통령에 의한 폐기 의혹을 비공식적으로 제기했지만 이날은 공개적 공세로 전환했다.

새누리당은	새누리당/NNP+은/JX
지금까지	지금/NNG+까지/JX
노	노/NNP
전	전/MMD
대통령에	대통령/NNG+에/JKB
의한	의하/VV+ㄴ/ETM
폐기	폐기/NNG
의혹을	의혹/NNG+을/JKO
비공식적으로	비/XPN+공식/NNG+적/XSN+으로/JKB
제기했지만	제기/NNG+하/XSV+았/EP+지만/EC
이날은	이날/NNG+은/JX
공개적	공개/NNG+적/XSN
공세로	공세/NNG+로/JKB
전환했다.	전환/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.396.4.2
새누리당 김태흠 원내 대변인은 본지 통화에서 "관련자들의 여러 진술을 종합해보면 노 전 대통령은 정상회담 대화록을 모두 파기하라고 지시했다"고 말했다.

새누리당	새누리당/NNP
김태흠	김태흠/NNP
원내	원내/NNG
대변인은	대변인/NNG+은/JX
본지	본지/NNG
통화에서	통화/NNG+에서/JKB
"관련자들의	"/SS+관련자/NNG+들/XSN+의/JKG
여러	여러/MMN
진술을	진술/NNG+을/JKO
종합해보면	종합/NNG+하/XSV+아/EC+보/VX+면/EC
노	노/NNP
전	전/MMD
대통령은	대통령/NNG+은/JX
정상회담	정상/NNG+회담/NNG
대화록을	대화록/NNG+을/JKO
모두	모두/MAG
파기하라고	파기/NNG+하/XSV+라고/EC
지시했다"고	지시/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.396.4.3
새누리당 김재원 전략기획본부장은 이날 라디오에서 노 전 대통령이 '이지원' 시스템에서 회의록 삭제를 지시했다는 의혹과 관련, "대통령 기록물로 지정되면 다음 대통령이 회의록을 볼 수 없으니 남북 정상회담을 준비하는 후임에 대한 배려 차원에서 그렇게 한 것 아닌가 생각한다"고 말했다.

새누리당	새누리당/NNP
김재원	김재원/NNP
전략기획본부장은	전략/NNG+기획/NNG+본부장/NNG+은/JX
이날	이날/NNG
라디오에서	라디오/NNG+에서/JKB
노	노/NNP
전	전/MMD
대통령이	대통령/NNG+이/JKS
'이지원'	'/SS+이지원/NNG+'/SS
시스템에서	시스템/NNG+에서/JKB
회의록	회의록/NNG
삭제를	삭제/NNG+를/JKO
지시했다는	지시/NNG+하/XSV+았/EP+다는/ETM
의혹과	의혹/NNG+과/JKB
관련,	관련/NNG+,/SP
"대통령	"/SS+대통령/NNG
기록물로	기록물/NNG+로/JKB
지정되면	지정/NNG+되/XSV+면/EC
다음	다음/NNG
회의록을	회의록/NNG+을/JKO
볼	보/VV+ㄹ/ETM
수	수/NNB
없으니	없/VA+으니/EC
남북	남북/NNP
정상회담을	정상/NNG+회담/NNG+을/JKO
준비하는	준비/NNG+하/XSV+는/ETM
후임에	후임/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
배려	배려/NNG
차원에서	차원/NNG+에서/JKB
그렇게	그렇/VA+게/EC
한	하/VV+ㄴ/ETM
것	것/NNB
아닌가	아니/VCN+ㄴ가/EF
생각한다"고	생각/NNG+하/XSV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.396.5.1
반면 노무현 재단은 노 전 대통령이 문서관리 시스템인 '이지원'에서 남북 정상회담 회의록을 삭제하라고 지시했다는 의혹을 전면 부인했다.

반면	반면/NNG
노무현	노무현/NNP
재단은	재단/NNG+은/JX
노	노/NNP
전	전/MMD
대통령이	대통령/NNG+이/JKS
문서관리	문서/NNG+관리/NNG
시스템인	시스템/NNG+이/VCP+ㄴ/ETM
'이지원'에서	'/SS+이지원/NNG+'/SS+에서/JKB
남북	남북/NNP
정상회담	정상/NNG+회담/NNG
회의록을	회의록/NNG+을/JKO
삭제하라고	삭제/NNG+하/XSV+라고/EC
지시했다는	지시/NNG+하/XSV+았/EP+다는/ETM
의혹을	의혹/NNG+을/JKO
전면	전면/NNG
부인했다.	부인/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.396.6.1
노무현 재단은 이날 성명을 내고 "국가기록원에서 남북 정상회담 회의록을 찾지 못한 것을 빌미로 또다시 무책임한 소설 쓰기 행태가 고개를 들고 있다"며 "노 전 대통령은 이지원 시스템을 통해 보고받은 남북 정상회담 회의록을 삭제하도록 지시한 바 없다"고 주장했다.

노무현	노무현/NNP
재단은	재단/NNG+은/JX
이날	이날/NNG
성명을	성명/NNG+을/JKO
내고	내/VV+고/EC
"국가기록원에서	"/SS+국가/NNG+기록원/NNG+에서/JKB
남북	남북/NNP
정상회담	정상/NNG+회담/NNG
회의록을	회의록/NNG+을/JKO
찾지	찾/VV+지/EC
못한	못하/VX+ㄴ/ETM
것을	것/NNB+을/JKO
빌미로	빌미/NNG+로/JKB
또다시	또다시/MAG
무책임한	무/XPN+책임/NNG+하/XSA+ㄴ/ETM
소설	소설/NNG
쓰기	쓰/VV+기/ETN
행태가	행태/NNG+가/JKS
고개를	고개/NNG+를/JKO
들고	들/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"노	"/SS+노/NNP
전	전/MMD
대통령은	대통령/NNG+은/JX
이지원	이지원/NNG
시스템을	시스템/NNG+을/JKO
통해	통하/VV+아/EC
보고받은	보고/NNG+받/XSV+은/ETM
삭제하도록	삭제/NNG+하/XSV+도록/EC
지시한	지시/NNG+하/XSV+ㄴ/ETM
바	바/NNB
없다"고	없/VA+다/EF+"/SS+고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.396.7.1
재단에 따르면 회의록 작성에 관여했던 조명균 전 청와대 안보정책 비서관은 "국정원의 협조를 받아 남북 정상회담 회의록을 작성, 노 전 대통령에게 이지원으로 보고했으며 이후 노 전 대통령으로부터 이지원 보고서를 폐기하라는 어떠한 지시도 받은 바 없다"는 입장을 노무현 재단에 전해왔다는 것이다.

재단에	재단/NNG+에/JKB
따르면	따르/VV+면/EC
회의록	회의록/NNG
작성에	작성/NNG+에/JKB
관여했던	관여/NNG+하/XSV+았/EP+던/ETM
조명균	조명균/NNP
전	전/MMD
청와대	청와대/NNP
안보정책	안보/NNG+정책/NNG
비서관은	비서관/NNG+은/JX
"국정원의	"/SS+국정원/NNG+의/JKG
협조를	협조/NNG+를/JKO
받아	받/VV+아/EC
남북	남북/NNP
정상회담	정상/NNG+회담/NNG
회의록을	회의록/NNG+을/JKO
작성,	작성/NNG+,/SP
노	노/NNP
대통령에게	대통령/NNG+에게/JKB
이지원으로	이지원/NNG+으로/JKB
보고했으며	보고/NNG+하/XSV+았/EP+으며/EC
이후	이후/NNG
대통령으로부터	대통령/NNG+으로부터/JKB
이지원	이지원/NNG
보고서를	보고서/NNG+를/JKO
폐기하라는	폐기/NNG+하/XSV+라는/ETM
어떠한	어떠하/VA+ㄴ/ETM
지시도	지시/NNG+도/JX
받은	받/VV+은/ETM
바	바/NNB
없다"는	없/VA+다/EF+"/SS+는/ETM
입장을	입장/NNG+을/JKO
노무현	노무현/NNP
전해왔다는	전하/VV+아/EC+오/VX+았/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.396.7.2
조 전 비서관은 이날도 직접 해명에 나서진 않았다.

조	조/NNP
전	전/MMD
비서관은	비서관/NNG+은/JX
이날도	이날/NNG+도/JX
직접	직접/MAG
해명에	해명/NNG+에/JKB
나서진	나서/VV+지/EC+ㄴ/JX
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000038.396.8.1
민주당 전해철 의원도 라디오에서 "노 전 대통령이 회의록 한 부를 국정원에 보관하도록 지시를 해놓고 청와대에 있는 기록을 폐기하거나 국가기록원에 넘기지 않을 이유가 전혀 없다"고 말했다.

민주당	민주당/NNP
전해철	전해철/NNP
의원도	의원/NNG+도/JX
라디오에서	라디오/NNG+에서/JKB
"노	"/SS+노/NNP
전	전/MMD
대통령이	대통령/NNG+이/JKS
회의록	회의록/NNG
한	한/MMN
부를	부/NNB+를/JKO
국정원에	국정원/NNG+에/JKB
보관하도록	보관/NNG+하/XSV+도록/EC
지시를	지시/NNG+를/JKO
해놓고	하/VV+아/EC+놓/VX+고/EC
청와대에	청와대/NNP+에/JKB
있는	있/VA+는/ETM
기록을	기록/NNG+을/JKO
폐기하거나	폐기/NNG+하/XSV+거나/EC
국가기록원에	국가/NNG+기록원/NNG+에/JKB
넘기지	넘기/VV+지/EC
않을	않/VX+을/ETM
이유가	이유/NNG+가/JKS
전혀	전혀/MAG
없다"고	없/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


