# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.9
metadata : {}


# id : NWRW1800000030.9.1.1
[World Hot Point] 위키리크스 협력 前스위스은행 직원 '계좌정보 유출' 은행법 위반혐의 체포

[World	[/SS+World/SL
Hot	Hot/SL
Point]	Point/SL+]/SS
위키리크스	위키리크스/NNP
협력	협력/NNG
前스위스은행	前/SH+스위스/NNP+은행/NNG
직원	직원/NNG
'계좌정보	'/SS+계좌/NNG+정보/NNG
유출'	유출/NNG+'/SS
은행법	은행법/NNG
위반혐의	위반/NNG+혐의/NNG
체포	체포/NNG


# id : NWRW1800000030.9.2.1
•탈세정보 유출·협박件으로 벌금형 선고 수시간만에

•탈세정보	•/SW+탈세/NNG+정보/NNG
유출·협박件으로	유출/NNG+·/SP+협박/NNG+件/SH+으로/JKB
벌금형	벌금형/NNG
선고	선고/NNG
수시간만에	수/MMN+시간/NNG+만/JX+에/JKB


# id : NWRW1800000030.9.3.1
위키리크스에 부유층 탈세 고객 2000여명의 명단을 넘긴 전직 스위스 은행원 루돌프 엘머가 19일(현지시각) 스위스 법원에서 유죄판결을 받은 지 몇 시간 만에 경찰에 다시 체포됐다.

위키리크스에	위키리크스/NNP+에/JKB
부유층	부유/NNG+층/XSN
탈세	탈세/NNG
고객	고객/NNG
2000여명의	2000/SN+여/XSN+명/NNB+의/JKG
명단을	명단/NNG+을/JKO
넘긴	넘기/VV+ㄴ/ETM
전직	전직/NNG
스위스	스위스/NNP
은행원	은행원/NNG
루돌프	루돌프/NNP
엘머가	엘머/NNP+가/JKS
19일(현지시각)	19/SN+일/NNB+(/SS+현지/NNG+시각/NNG+)/SS
법원에서	법원/NNG+에서/JKB
유죄판결을	유죄/NNG+판결/NNG+을/JKO
받은	받/VV+은/ETM
지	지/NNB
몇	몇/NR
시간	시간/NNB
만에	만/NNB+에/JKB
경찰에	경찰/NNG+에/JKB
다시	다시/MAG
체포됐다.	체포/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.9.4.1
