# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.354
metadata : {}


# id : NWRW1800000030.354.1.1
[호남] [헬시 & 메디컬] 조선대병원 '통원수술센터' 열어

[호남]	[/SS+호남/NNP+]/SS
[헬시	[/SS+헬시/NNG
&	&/SW
메디컬]	메디컬/NNG+]/SS
조선대병원	조선대병원/NNP
'통원수술센터'	'/SS+통원/NNG+수술/NNG+센터/NNG+'/SS
열어	열/VV+어/EF


# id : NWRW1800000030.354.2.1
•당일 수술 후 회복·퇴원

•당일	•/SW+당일/NNG
수술	수술/NNG
후	후/NNG
회복·퇴원	회복/NNG+·/SP+퇴원/NNG


# id : NWRW1800000030.354.3.1
학원에서 아이들을 가르치는 이모(여·34·광주 남구)씨는 지난 7일 조선대병원에서 유방 양성종양 제거수술을 받고 당일 오후 퇴원했다.

학원에서	학원/NNG+에서/JKB
아이들을	아이/NNG+들/XSN+을/JKO
가르치는	가르치/VV+는/ETM
이모(여·34·광주	이/NNP+모/NP+(/SS+여/NNG+·/SP+34/SN+·/SP+광주/NNP
남구)씨는	남구/NNP+)/SS+씨/NNB+는/JX
지난	지나/VV+ㄴ/ETM
7일	7/SN+일/NNB
조선대병원에서	조선대병원/NNP+에서/JKB
유방	유방/NNG
양성종양	양성/NNG+종양/NNG
제거수술을	제거/NNG+수술/NNG+을/JKO
받고	받/VV+고/EC
당일	당일/NNG
오후	오후/NNG
퇴원했다.	퇴원/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.354.3.2
부분마취를 통해 40여분 만에 수술을 마친 뒤 안정을 취하고 귀가했다.

부분마취를	부분/NNG+마취/NNG+를/JKO
통해	통하/VV+아/EC
40여분	40/SN+여/XSN+분/NNB
만에	만/NNB+에/JKB
수술을	수술/NNG+을/JKO
마친	마치/VV+ㄴ/ETM
뒤	뒤/NNG
안정을	안정/NNG+을/JKO
취하고	취하/VV+고/EC
귀가했다.	귀가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.354.3.3
흉터도 남지 않는 것은 물론 몸에 큰 부담도 없어, 일상생활에 별 문제가 없었다.

흉터도	흉터/NNG+도/JX
남지	남/VV+지/EC
않는	않/VX+는/ETM
것은	것/NNB+은/JX
물론	물론/MAG
몸에	몸/NNG+에/JKB
큰	크/VA+ㄴ/ETM
부담도	부담/NNG+도/JX
없어,	없/VA+어/EC+,/SP
일상생활에	일상생활/NNG+에/JKB
별	별/MMA
문제가	문제/NNG+가/JKS
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000030.354.4.1
신모(72·광주 광산구)씨는 백내장 수술을 받기 위해 최근 조선대학교병원을 찾았다.

신모(72·광주	신/NNP+모/NP+(/SS+72/SN+·/SP+광주/NNP
광산구)씨는	광산구/NNP+)/SS+씨/NNB+는/JX
백내장	백내장/NNG
수술을	수술/NNG+을/JKO
받기	받/VV+기/ETN
위해	위하/VV+아/EC
최근	최근/MAG
조선대학교병원을	조선대학교병원/NNP+을/JKO
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.354.4.2
