# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.232
metadata : {}


# id : NWRW1800000044.232.1.1
[단독] 초등 담임, 5학년 여학생 7명 집단 성추행 논란

[단독]	[/SS+단독/NNG+]/SS
초등	초등/NNG
담임,	담임/NNG+,/SP
5학년	5/SN+학년/NNG
여학생	여학생/NNG
7명	7/SN+명/NNB
집단	집단/NNG
성추행	성추행/NNG
논란	논란/NNG


# id : NWRW1800000044.232.2.1
[한겨레] “허벅지 만지고 바지에 손넣고”

[한겨레]	[/SS+한겨레/NNP+]/SS
“허벅지	“/SS+허벅지/NNG
만지고	만지/VV+고/EC
바지에	바지/NNG+에/JKB
손넣고”	손/NNG+넣/VV+고/EC+”/SS


# id : NWRW1800000044.232.3.1
학생이 부모에게 말해 알려져

학생이	학생/NNG+이/JKS
부모에게	부모/NNG+에게/JKB
말해	말/NNG+하/XSV+아/EC
알려져	알려지/VV+어/EF


# id : NWRW1800000044.232.4.1
피해 학생들 충격 심해 심리 치료

피해	피해/NNG
학생들	학생/NNG+들/XSN
충격	충격/NNG
심해	심하/VA+아/EC
심리	심리/NNG
치료	치료/NNG


# id : NWRW1800000044.232.5.1
검찰 수사중… 영장 한차례 기각

검찰	검찰/NNG
수사중…	수사/NNG+중/NNB+…/SE
영장	영장/NNG
한차례	한차례/NNG
기각	기각/NNG


# id : NWRW1800000044.232.6.1
서울지역 한 초등학교 담임교사가 반 여학생 대다수를 성추행한 혐의로 고소당해 수사가 진행 중이다.

서울지역	서울지역/NNP
한	한/MMN
초등학교	초등학교/NNG
담임교사가	담임/NNG+교사/NNG+가/JKS
반	반/NNG
여학생	여학생/NNG
대다수를	대/XPN+다수/NNG+를/JKO
성추행한	성추행/NNG+하/XSV+ㄴ/ETM
혐의로	혐의/NNG+로/JKB
고소당해	고소/NNG+당하/XSV+아/EC
수사가	수사/NNG+가/JKS
진행	진행/NNG
중이다.	중/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.232.6.2
피해 학생들은 성폭력상담센터에서 심리치료를 받고 있지만, 정신적 충격에 여전히 고통스러워하고 있는 것으로 알려졌다.

피해	피해/NNG
학생들은	학생/NNG+들/XSN+은/JX
성폭력상담센터에서	성폭력/NNG+상담/NNG+센터/NNG+에서/JKB
심리치료를	심리/NNG+치료/NNG+를/JKO
받고	받/VV+고/EC
있지만,	있/VX+지만/EC+,/SP
정신적	정신/NNG+적/XSN
충격에	충격/NNG+에/JKB
여전히	여전히/MAG
고통스러워하고	고통/NNG+스럽/XSA+어/EC+하/VX+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.232.7.1
서울지방경찰청은 초등학교 여학생 7명을 성추행한 혐의(성폭력범죄 처벌특례법 위반)로 ㄱ(33) 교사를 기소 의견으로 지난 21일 검찰에 송치했다고 23일 밝혔다.

서울지방경찰청은	서울지방경찰청/NNP+은/JX
초등학교	초등학교/NNG
여학생	여학생/NNG
7명을	7/SN+명/NNB+을/JKO
성추행한	성추행/NNG+하/XSV+ㄴ/ETM
혐의(성폭력범죄	혐의/NNG+(/SS+성폭력/NNG+범죄/NNG
처벌특례법	처벌/NNG+특례법/NNG
위반)로	위반/NNG+)/SS+로/JKB
ㄱ(33)	ㄱ/NNG+(/SS+33/SN+)/SS
교사를	교사/NNG+를/JKO
기소	기소/NNG
의견으로	의견/NNG+으로/JKB
지난	지나/VV+ㄴ/ETM
21일	21/SN+일/NNB
검찰에	검찰/NNG+에/JKB
송치했다고	송치/NNG+하/XSV+았/EP+다고/EC
23일	23/SN+일/NNB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.232.7.2
사건은 서울중앙지검 여성아동범죄조사부(부장 황은영)에 배당됐다.

사건은	사건/NNG+은/JX
서울중앙지검	서울중앙지검/NNP
여성아동범죄조사부(부장	여성/NNG+아동/NNG+범죄/NNG+조사부/NNG+(/SS+부장/NNG
황은영)에	황은영/NNP+)/SS+에/JKB
배당됐다.	배당/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000044.232.8.1
경찰과 검찰의 말을 종합하면, 초등학교 5학년 담임인 ㄱ씨는 4월부터 석달간 자신이 맡은 반 여학생들의 허리를 끌어안거나 바지 안에 손을 집어넣는 등 지속적으로 성추행한 혐의를 받고 있다.

경찰과	경찰/NNG+과/JC
검찰의	검찰/NNG+의/JKG
말을	말/NNG+을/JKO
종합하면,	종합/NNG+하/XSV+면/EC+,/SP
초등학교	초등학교/NNG
5학년	5/SN+학년/NNG
담임인	담임/NNG+이/VCP+ㄴ/ETM
ㄱ씨는	ㄱ/NNG+씨/NNB+는/JX
4월부터	4/SN+월/NNB+부터/JX
석달간	석/MMN+달/NNB+간/XSN
자신이	자신/NNG+이/JKS
맡은	맡/VV+은/ETM
반	반/NNG
여학생들의	여학생/NNG+들/XSN+의/JKG
허리를	허리/NNG+를/JKO
끌어안거나	끌어안/VV+거나/EC
바지	바지/NNG
안에	안/NNG+에/JKB
손을	손/NNG+을/JKO
집어넣는	집어넣/VV+는/ETM
등	등/NNB
지속적으로	지속/NNG+적/XSN+으로/JKB
성추행한	성추행/NNG+하/XSV+ㄴ/ETM
혐의를	혐의/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.232.8.2
그는 이 반 여학생 10명 중 7명을 성추행한 혐의를 받고 있다.

그는	그/NP+는/JX
이	이/MMD
반	반/NNG
여학생	여학생/NNG
10명	10/SN+명/NNB
중	중/NNB
7명을	7/SN+명/NNB+을/JKO
성추행한	성추행/NNG+하/XSV+ㄴ/ETM
혐의를	혐의/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.232.9.1
학생들은 경찰 조사에서 “학기 초만 해도 ㄱ 교사는 ‘좋은 선생님’이었다”고 진술했다.

학생들은	학생/NNG+들/XSN+은/JX
경찰	경찰/NNG
조사에서	조사/NNG+에서/JKB
“학기	“/SS+학기/NNG
초만	초/NNB+만/JX
해도	하/VV+아도/EC
ㄱ	ㄱ/NNG
교사는	교사/NNG+는/JX
‘좋은	‘/SS+좋/VA+은/ETM
선생님’이었다”고	선생/NNG+님/XSN+’/SS+이/VCP+었/EP+다/EF+”/SS+고/JKQ
진술했다.	진술/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.9.2
학생들과 장난도 치고 이야기도 잘 들어주는 선생님이었다.

학생들과	학생/NNG+들/XSN+과/JKB
장난도	장난/NNG+도/JX
치고	치/VV+고/EC
이야기도	이야기/NNG+도/JX
잘	잘/MAG
들어주는	들어주/VV+는/ETM
선생님이었다.	선생/NNG+님/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000044.232.9.3
그런데 4월 초부터 담임선생님의 행동이 조금씩 달라지기 시작했다고 말했다.

그런데	그런데/MAJ
4월	4/SN+월/NNB
초부터	초/NNB+부터/JX
담임선생님의	담임/NNG+선생/NNG+님/XSN+의/JKG
행동이	행동/NNG+이/JKS
조금씩	조금/NNG+씩/XSN
달라지기	달라지/VV+기/ETN
시작했다고	시작/NNG+하/XSV+았/EP+다고/EC
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.9.4
한 여학생은 “선생님과 둘만 있는 상황이 되면 허리를 세게 끌어당겨 무릎 위에 앉게 했다.

한	한/MMN
여학생은	여학생/NNG+은/JX
“선생님과	“/SS+선생/NNG+님/XSN+과/JKB
둘만	둘/NR+만/JX
있는	있/VA+는/ETM
상황이	상황/NNG+이/JKC
되면	되/VV+면/EC
허리를	허리/NNG+를/JKO
세게	세/VA+게/EC
끌어당겨	끌어당기/VV+어/EC
무릎	무릎/NNG
위에	위/NNG+에/JKB
앉게	앉/VV+게/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.232.9.5
허벅지를 위아래로 쓰다듬거나 반바지 안으로 손을 넣어 속옷이 있는 곳까지 만졌다”고 진술했다.

허벅지를	허벅지/NNG+를/JKO
위아래로	위아래/NNG+로/JKB
쓰다듬거나	쓰다듬/VV+거나/EC
반바지	반바지/NNG
안으로	안/NNG+으로/JKB
손을	손/NNG+을/JKO
넣어	넣/VV+어/EC
속옷이	속옷/NNG+이/JKS
있는	있/VA+는/ETM
곳까지	곳/NNG+까지/JX
만졌다”고	만지/VV+었/EP+다/EF+”/SS+고/JKQ
진술했다.	진술/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.9.6
일부 학생들은 “물건을 잡는 척하면서 가슴을 스치듯 만지거나, 손바닥으로 속옷 끈이 있는 데를 찾아 동그라미를 그렸다”고 증언했다.

일부	일부/NNG
학생들은	학생/NNG+들/XSN+은/JX
“물건을	“/SS+물건/NNG+을/JKO
잡는	잡/VV+는/ETM
척하면서	척/NNB+하/XSV+면서/EC
가슴을	가슴/NNG+을/JKO
스치듯	스치/VV+듯/EC
만지거나,	만지/VV+거나/EC+,/SP
손바닥으로	손바닥/NNG+으로/JKB
속옷	속옷/NNG
끈이	끈/NNG+이/JKS
있는	있/VA+는/ETM
데를	데/NNB+를/JKO
찾아	찾/VV+아/EC
동그라미를	동그라미/NNG+를/JKO
그렸다”고	그리/VV+었/EP+다/EF+”/SS+고/JKQ
증언했다.	증언/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.9.7
다른 학생은 “선생님이 무릎에 앉힌 뒤에 성기를 만지기도 했다”고 털어놓았다.

다른	다른/MMD
학생은	학생/NNG+은/JX
“선생님이	“/SS+선생/NNG+님/XSN+이/JKS
무릎에	무릎/NNG+에/JKB
앉힌	앉히/VV+ㄴ/ETM
뒤에	뒤/NNG+에/JKB
성기를	성기/NNG+를/JKO
만지기도	만지/VV+기/ETN+도/JX
했다”고	하/VX+았/EP+다/EF+”/SS+고/JKQ
털어놓았다.	털어놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.232.10.1
아이들은 이런 얘기를 바로 부모에게 하지 못했다.

아이들은	아이/NNG+들/XSN+은/JX
이런	이런/MMD
얘기를	얘기/NNG+를/JKO
바로	바로/MAG
부모에게	부모/NNG+에게/JKB
하지	하/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.232.10.2
“선생님이 복수하거나 혼낼까봐 불안해서 말을 못 했다”, “‘하지 마세요’라고 말하면 다음날 선생님 얼굴을 보지 못할 거 같아서 말하기가 쉽지 않았다”고 했다.

“선생님이	“/SS+선생/NNG+님/XSN+이/JKS
복수하거나	복수/NNG+하/XSV+거나/EC
혼낼까봐	혼내/VV+ㄹ까/EF+보/VX+아/EC
불안해서	불안/NNG+하/XSA+아서/EC
말을	말/NNG+을/JKO
못	못/MAG
했다”,	하/VV+았/EP+다/EF+”/SS+,/SP
“‘하지	“/SS+‘/SS+하/VV+지/EC
마세요’라고	말/VX+시/EP+어요/EF+’/SS+라고/JKQ
말하면	말/NNG+하/XSV+면/EC
다음날	다음날/NNG
선생님	선생/NNG+님/XSN
얼굴을	얼굴/NNG+을/JKO
보지	보/VV+지/EC
못할	못하/VX+ㄹ/ETM
거	거/NNB
같아서	같/VA+아서/EC
말하기가	말/NNG+하/XSV+기/ETN+가/JKS
쉽지	쉽/VA+지/EC
