# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.234
metadata : {}


# id : NWRW1800000048.234.1.1
[단독] ‘사북 항쟁 주동’ 35년 만에 무죄

[단독]	[/SS+단독/NNG+]/SS
‘사북	‘/SS+사북/NNP
항쟁	항쟁/NNG
주동’	주동/NNG+’/SS
35년	35/SN+년/NNB
만에	만/NNB+에/JKB
무죄	무죄/NNG


# id : NWRW1800000048.234.2.1
계엄령 아래서 ‘광부 난동’ 징역형 받은 70대 재심에서 명예회복

계엄령	계엄령/NNG
아래서	아래/NNG+서/JKB
‘광부	‘/SS+광부/NNG
난동’	난동/NNG+’/SS
징역형	징역형/NNG
받은	받/VV+은/ETM
70대	70/SN+대/NNB
재심에서	재심/NNG+에서/JKB
명예회복	명예/NNG+회복/NNG


# id : NWRW1800000048.234.3.1
법원 “군경, 영장 없이 20여일 구금…물고문·구타로 허위자백”

법원	법원/NNG
“군경,	“/SS+군경/NNG+,/SP
영장	영장/NNG
없이	없이/MAG
20여일	20/SN+여/XSN+일/NNB
구금…물고문·구타로	구금/NNG+…/SE+물고문/NNG+·/SP+구타/NNG+로/JKB
허위자백”	허위/NNG+자백/NNG+”/SS


# id : NWRW1800000048.234.4.1
1980년 ‘사북 노동항쟁’의 주동자로 몰려 징역형을 선고받은 이들이 35년 만에 재심을 통해 누명을 벗었다.

1980년	1980/SN+년/NNB
‘사북	‘/SS+사북/NNP
노동항쟁’의	노동/NNG+항쟁/NNG+’/SS+의/JKG
주동자로	주동자/NNG+로/JKB
몰려	몰리/VV+어/EC
징역형을	징역형/NNG+을/JKO
선고받은	선고/NNG+받/XSV+은/ETM
이들이	이/NNB+들/XSN+이/JKS
35년	35/SN+년/NNB
만에	만/NNB+에/JKB
재심을	재심/NNG+을/JKO
통해	통하/VV+아/EC
누명을	누명/NNG+을/JKO
벗었다.	벗/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.4.2
사북항쟁은 신군부가 회사와 어용노조의 횡포에 저항한 광부들을 폭도로 몰아 처벌한 사건이다.

사북항쟁은	사북/NNP+항쟁/NNG+은/JX
신군부가	신/XPN+군부/NNG+가/JKS
회사와	회사/NNG+와/JC
어용노조의	어용/NNG+노조/NNG+의/JKG
횡포에	횡포/NNG+에/JKB
저항한	저항/NNG+하/XSV+ㄴ/ETM
광부들을	광부/NNG+들/XSN+을/JKO
폭도로	폭도/NNG+로/JKB
몰아	몰/VV+아/EC
처벌한	처벌/NNG+하/XSV+ㄴ/ETM
사건이다.	사건/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.234.5.1
서울고법 형사6부(재판장 김상환)는 사북항쟁을 주도했다는 이유로 각각 징역 2년에 집행유예 3년과 징역 2년을 선고받은 이원갑(75)씨와 신경(73)씨의 재심에서 무죄를 선고했다고 11일 밝혔다.

서울고법	서울고법/NNP
형사6부(재판장	형사/NNG+6/SN+부/NNG+(/SS+재판장/NNG
김상환)는	김상환/NNP+)/SS+는/JX
사북항쟁을	사북/NNP+항쟁/NNG+을/JKO
주도했다는	주도/NNG+하/XSV+았/EP+다는/ETM
이유로	이유/NNG+로/JKB
각각	각각/MAG
징역	징역/NNG
2년에	2/SN+년/NNB+에/JKB
집행유예	집행/NNG+유예/NNG
3년과	3/SN+년/NNB+과/JC
2년을	2/SN+년/NNB+을/JKO
선고받은	선고/NNG+받/XSV+은/ETM
이원갑(75)씨와	이원갑/NNP+(/SS+75/SN+)/SS+씨/NNB+와/JC
신경(73)씨의	신경/NNP+(/SS+73/SN+)/SS+씨/NNB+의/JKG
재심에서	재심/NNG+에서/JKB
무죄를	무죄/NNG+를/JKO
선고했다고	선고/NNG+하/XSV+았/EP+다고/EC
11일	11/SN+일/NNB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.5.2
재판부는 “이씨 등은 광산노조 본부에 요구사항을 전달하거나 탄원서 제출 등에 관해 논의했을 뿐 계엄포고령이 금지한 불법 집회를 했다고 볼 수 없다.

재판부는	재판부/NNG+는/JX
“이씨	“/SS+이/NNP+씨/NNB
등은	등/NNB+은/JX
광산노조	광산/NNG+노조/NNG
본부에	본부/NNG+에/JKB
요구사항을	요구/NNG+사항/NNG+을/JKO
전달하거나	전달/NNG+하/XSV+거나/EC
탄원서	탄원서/NNG
제출	제출/NNG
등에	등/NNB+에/JKB
관해	관하/VV+아/EC
논의했을	논의/NNG+하/XSV+았/EP+을/ETM
뿐	뿐/NNB
계엄포고령이	계엄/NNG+포고령/NNG+이/JKS
금지한	금지/NNG+하/XSV+ㄴ/ETM
불법	불법/NNG
집회를	집회/NNG+를/JKO
했다고	하/VV+았/EP+다고/EC
볼	보/VV+ㄹ/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000048.234.5.3
특히 경찰과 광부들 사이에서 중재하는 역할을 담당해, 소요를 선동한 점도 인정되지 않는다”고 밝혔다.

특히	특히/MAG
경찰과	경찰/NNG+과/JC
광부들	광부/NNG+들/XSN
사이에서	사이/NNG+에서/JKB
중재하는	중재/NNG+하/XSV+는/ETM
역할을	역할/NNG+을/JKO
담당해,	담당/NNG+하/XSV+아/EC+,/SP
소요를	소요/NNG+를/JKO
선동한	선동/NNG+하/XSV+ㄴ/ETM
점도	점/NNG+도/JX
인정되지	인정/NNG+되/XSV+지/EC
않는다”고	않/VX+는다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.5.4
또 경찰과 군검찰이 20여일간 불법 구금하고 물고문과 구타로 받아낸 허위 자백은 증거능력이 없다고 판단했다.

또	또/MAG
경찰과	경찰/NNG+과/JC
군검찰이	군검찰/NNG+이/JKS
20여일간	20/SN+여/XSN+일/NNB+간/XSN
불법	불법/NNG
구금하고	구금/NNG+하/XSV+고/EC
물고문과	물고문/NNG+과/JC
구타로	구타/NNG+로/JKB
받아낸	받/VV+아/EC+내/VX+ㄴ/ETM
허위	허위/NNG
자백은	자백/NNG+은/JX
증거능력이	증거/NNG+능력/NNG+이/JKS
없다고	없/VA+다고/EC
판단했다.	판단/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.6.1
이씨 등은 강원도 정선의 동원탄좌 사북광업소에서 일했다.

이씨	이/NNP+씨/NNB
등은	등/NNB+은/JX
강원도	강원도/NNP
정선의	정선/NNP+의/JKG
동원탄좌	동원탄좌/NNP
사북광업소에서	사북/NNP+광업소/NNG+에서/JKB
일했다.	일/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.6.2
동원탄좌는 24개 석탄광구에서 3400여명이 국내 석탄 생산량의 9%를 담당하던 최대 민영 탄광업체였다.

동원탄좌는	동원탄좌/NNP+는/JX
24개	24/SN+개/NNB
석탄광구에서	석탄/NNG+광구/NNG+에서/JKB
3400여명이	3400/SN+여/XSN+명/NNB+이/JKS
국내	국내/NNG
석탄	석탄/NNG
생산량의	생산량/NNG+의/JKG
9%를	9/SN+%/SW+를/JKO
담당하던	담당/NNG+하/XSV+던/ETM
최대	최대/NNG
민영	민영/NNG
탄광업체였다.	탄광업체/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000048.234.6.3
노동자들의 상황은 열악했다.

노동자들의	노동자/NNG+들/XSN+의/JKG
상황은	상황/NNG+은/JX
열악했다.	열악하/VA+았/EP+다/EF+./SF


# id : NWRW1800000048.234.6.4
방음이 안 되는 스티로폼 벽에 천장이 허물어진 사택에서 겨울에는 수돗물이, 휴일에는 전기가 끊긴 채 생활했다.

방음이	방음/NNG+이/JKS
안	안/MAG
되는	되/VV+는/ETM
스티로폼	스티로폼/NNG
벽에	벽/NNG+에/JKB
천장이	천장/NNG+이/JKS
허물어진	허물어지/VV+ㄴ/ETM
사택에서	사택/NNG+에서/JKB
겨울에는	겨울/NNG+에/JKB+는/JX
수돗물이,	수돗물/NNG+이/JKS+,/SP
휴일에는	휴일/NNG+에/JKB+는/JX
전기가	전기/NNG+가/JKS
끊긴	끊기/VV+ㄴ/ETM
채	채/NNB
생활했다.	생활/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.6.5
사장 친인척으로 구성된 ‘암행독찰대’가 사생활을 감시했다.

사장	사장/NNG
친인척으로	친인척/NNG+으로/JKB
구성된	구성/NNG+되/XSV+ㄴ/ETM
‘암행독찰대’가	‘/SS+암행독찰대/NNP+’/SS+가/JKS
사생활을	사생활/NNG+을/JKO
감시했다.	감시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.6.6
회사는 채탄량을 축소 계산해 임금을 낮췄다.

회사는	회사/NNG+는/JX
채탄량을	채탄량/NNG+을/JKO
축소	축소/NNG
계산해	계산/NNG+하/XSV+아/EC
임금을	임금/NNG+을/JKO
낮췄다.	낮추/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.6.7
광부들 사이에서 어용노조에 대한 불만이 극에 달했다.

광부들	광부/NNG+들/XSN
사이에서	사이/NNG+에서/JKB
어용노조에	어용/NNG+노조/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
불만이	불만/NNG+이/JKS
극에	극/NNG+에/JKB
달했다.	달하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.7.1
1980년 4월21일 노조지부장 부정선거 무효화와 임금 인상을 요구하는 집회를 경찰이 불허했다.

1980년	1980/SN+년/NNB
4월21일	4/SN+월/NNB+21/SN+일/NNB
노조지부장	노조/NNG+지부장/NNG
부정선거	부정/NNG+선거/NNG
무효화와	무효/NNG+화/XSN+와/JC
임금	임금/NNG
인상을	인상/NNG+을/JKO
요구하는	요구/NNG+하/XSV+는/ETM
집회를	집회/NNG+를/JKO
경찰이	경찰/NNG+이/JKS
불허했다.	불허/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.234.7.2
이날 노조지부 사무실에 배치됐다가 광부들과 다툰 뒤 자리를 뜨려던 경찰관이 이를 막아서는 광부들을 차로 치어 2명이 중상을 입었다.

이날	이날/NNG
노조지부	노조/NNG+지부/NNG
사무실에	사무실/NNG+에/JKB
배치됐다가	배치/NNG+되/XSV+었/EP+다가/EC
광부들과	광부/NNG+들/XSN+과/JKB
다툰	다투/VV+ㄴ/ETM
뒤	뒤/NNG
자리를	자리/NNG+를/JKO
뜨려던	뜨/VV+려던/ETM
경찰관이	경찰관/NNG+이/JKS
이를	이/NP+를/JKO
막아서는	막아서/VV+는/ETM
광부들을	광부/NNG+들/XSN+을/JKO
차로	차/NNG+로/JKB
치어	치/VV+어/EC
2명이	2/SN+명/NNB+이/JKS
중상을	중상/NNG+을/JKO
입었다.	입/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.234.7.3
