# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.39
metadata : {}


# id : NWRW1800000037.39.1.1
北 위협에 놀란 日, 방위계획에 ‘적 미사일기지 공격’ 명시

北	北/SH
위협에	위협/NNG+에/JKB
놀란	놀라/VV+ㄴ/ETM
日,	日/SH+,/SP
방위계획에	방위/NNG+계획/NNG+에/JKB
‘적	‘/SS+적/NNG
미사일기지	미사일/NNG+기지/NNG
공격’	공격/NNG+’/SS
명시	명시/NNG


# id : NWRW1800000037.39.2.1
■ 자민당 新방위계획대강 초안 마련 기동성 강화한 ‘동적방위력’ 첫 도입… 헌법 고쳐 국방군 창설 추진도 언급

■	■/SW
자민당	자민당/NNP
新방위계획대강	新/SH+방위/NNG+계획/NNG+대강/NNG
초안	초안/NNG
마련	마련/NNG
기동성	기동/NNG+성/XSN
강화한	강화/NNG+하/XSV+ㄴ/ETM
‘동적방위력’	‘/SS+동적/MMA+방위력/NNG+’/SS
첫	첫/MMN
도입…	도입/NNG+…/SE
헌법	헌법/NNG
고쳐	고치/VV+어/EC
국방군	국방군/NNG
창설	창설/NNG
추진도	추진/NNG+도/JX
언급	언급/NNG


# id : NWRW1800000037.39.3.1
일본 집권 자민당은 새로운 ‘방위계획대강’ 초안에 적(敵)의 미사일 발사 기지를 선제공격할 수 있는 능력을 보유하도록 명시했다고 산케이신문이 23일 보도했다.

일본	일본/NNP
집권	집권/NNG
자민당은	자민당/NNP+은/JX
새로운	새롭/VA+ㄴ/ETM
‘방위계획대강’	‘/SS+방위/NNG+계획/NNG+대강/NNG+’/SS
초안에	초안/NNG+에/JKB
적(敵)의	적/NNG+(/SS+敵/SH+)/SS+의/JKG
미사일	미사일/NNG
발사	발사/NNG
기지를	기지/NNG+를/JKO
선제공격할	선제공격/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
능력을	능력/NNG+을/JKO
보유하도록	보유/NNG+하/XSV+도록/EC
명시했다고	명시/NNG+하/XSV+았/EP+다고/EC
산케이신문이	산케이신문/NNP+이/JKS
23일	23/SN+일/NNB
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.39.3.2
지금까지 자위대는 방어만 한다는 전수(專守)방위 개념이 강했지만 이제부터는 공격 능력을 갖추겠다는 의미여서 주변국의 반발이 예상된다.

지금까지	지금/NNG+까지/JX
자위대는	자위대/NNG+는/JX
방어만	방어/NNG+만/JX
한다는	하/VV+ㄴ다는/ETM
전수(專守)방위	전수/NNG+(/SS+專守/SH+)/SS+방위/NNG
개념이	개념/NNG+이/JKS
강했지만	강하/VA+았/EP+지만/EC
이제부터는	이제/NNG+부터/JX+는/JX
공격	공격/NNG
능력을	능력/NNG+을/JKO
