# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.346
metadata : {}


# id : NWRW1800000021.346.1.1
[Level-up KOREA]하늘에서 지상에서… 선진한국으로 가는 성장엔진 풀∼가동

[Level-up	[/SS+Level/SL+-/SO+up/SL
KOREA]하늘에서	KOREA/SL+]/SS+하늘/NNG+에서/JKB
지상에서…	지상/NNG+에서/JKB+…/SE
선진한국으로	선진/NNG+한국/NNP+으로/JKB
가는	가/VV+는/ETM
성장엔진	성장/NNG+엔진/NNG
풀∼가동	풀/NNG+∼/SO+가동/NNG


# id : NWRW1800000021.346.2.1
■ “최고의 안전과 서비스 위해 긴 안목으로 투자”

■	■/SW
“최고의	“/SS+최고/NNG+의/JKG
안전과	안전/NNG+과/JC
서비스	서비스/NNG
위해	위하/VV+아/EC
긴	길/VA+ㄴ/ETM
안목으로	안목/NNG+으로/JKB
투자”	투자/NNG+”/SS


# id : NWRW1800000021.346.3.1
아시아나항공은 국내 항공업계에서는 최초로 항공전문지 ‘ATW(Air Transport World)’의 2008년 ‘올해의 항공사’에 선정됐다.

아시아나항공은	아시아나항공/NNP+은/JX
국내	국내/NNG
항공업계에서는	항공업/NNG+계/XSN+에서/JKB+는/JX
최초로	최초/NNG+로/JKB
항공전문지	항공/NNG+전문지/NNG
‘ATW(Air	‘/SS+ATW/SL+(/SS+Air/SL
Transport	Transport/SL
World)’의	World/SL+)/SS+’/SS+의/JKG
2008년	2008/SN+년/NNB
‘올해의	‘/SS+올해/NNG+의/JKG
항공사’에	항공사/NNG+’/SS+에/JKB
선정됐다.	선정/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.3.2
항공업계 노벨상이라는 별칭이 붙을 만큼 여객서비스뿐만 아니라 운항과 안전, 정비 등 항공 분야 전반에 걸쳐 까다로운 심사 기준을 통과한 것이다.

항공업계	항공업/NNG+계/XSN
노벨상이라는	노벨상/NNG+이/VCP+라는/ETM
별칭이	별칭/NNG+이/JKS
붙을	붙/VV+을/ETM
만큼	만큼/NNB
여객서비스뿐만	여객/NNG+서비스/NNG+뿐/JX+만/JX
아니라	아니/VCN+라/EC
운항과	운항/NNG+과/JC
안전,	안전/NNG+,/SP
정비	정비/NNG
등	등/NNB
항공	항공/NNG
분야	분야/NNG
전반에	전반/NNG+에/JKB
걸쳐	걸치/VV+어/EC
까다로운	까다롭/VA+ㄴ/ETM
심사	심사/NNG
기준을	기준/NNG+을/JKO
통과한	통과/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000021.346.3.3
아시아나가 1988년 창사 이래 20년 만에 명실공히 세계 최고의 항공사로 인정받을 수 있었던 가장 큰 이유는 ‘타협하지 않는 안전’과 ‘최고의 서비스’를 앞세워 ‘최고 항공사를 향한 신념’을 위해 끊임없이 경주했기 때문이다.

아시아나가	아시아나/NNP+가/JKS
1988년	1988/SN+년/NNB
창사	창사/NNG
이래	이래/NNB
20년	20/SN+년/NNB
만에	만/NNB+에/JKB
명실공히	명실공히/MAG
세계	세계/NNG
최고의	최고/NNG+의/JKG
항공사로	항공사/NNG+로/JKB
인정받을	인정/NNG+받/XSV+을/ETM
수	수/NNB
있었던	있/VA+었/EP+던/ETM
가장	가장/MAG
큰	크/VA+ㄴ/ETM
이유는	이유/NNG+는/JX
‘타협하지	‘/SS+타협/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
안전’과	안전/NNG+’/SS+과/JC
‘최고의	‘/SS+최고/NNG+의/JKG
서비스’를	서비스/NNG+’/SS+를/JKO
앞세워	앞세우/VV+어/EC
‘최고	‘/SS+최고/NNG
항공사를	항공사/NNG+를/JKO
향한	향하/VV+ㄴ/ETM
신념’을	신념/NNG+’/SS+을/JKO
위해	위하/VV+아/EC
끊임없이	끊임없이/MAG
경주했기	경주/NNG+하/XSV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000021.346.4.1
아시아나는 ‘최고의 안전과 서비스’가 궁극적 경쟁력이라는 신념을 갖고 장기적인 안목에서 투자를 아끼지 않고 있다.

아시아나는	아시아나/NNP+는/JX
‘최고의	‘/SS+최고/NNG+의/JKG
안전과	안전/NNG+과/JC
서비스’가	서비스/NNG+’/SS+가/JKS
궁극적	궁극/NNG+적/XSN
경쟁력이라는	경쟁력/NNG+이/VCP+라는/ETM
신념을	신념/NNG+을/JKO
갖고	갖/VV+고/EC
장기적인	장기/NNG+적/XSN+이/VCP+ㄴ/ETM
안목에서	안목/NNG+에서/JKB
투자를	투자/NNG+를/JKO
아끼지	아끼/VV+지/EC
않고	않/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.4.2
아시아나는 기존의 B737, 767 기종을 A321, A330, B777 등 신형 기종으로 바꾸는 한편 차세대 주력 기단을 에어버스 최신 기종인 A350XWB로 선정하고 2016년부터 연차적으로 30대를 도입할 예정이다.

아시아나는	아시아나/NNP+는/JX
기존의	기존/NNG+의/JKG
B737,	B/SL+737/SN+,/SP
767	767/SN
기종을	기종/NNG+을/JKO
A321,	A/SL+321/SN+,/SP
A330,	A/SL+330/SN+,/SP
B777	B/SL+777/SN
등	등/NNB
신형	신형/NNG
기종으로	기종/NNG+으로/JKB
바꾸는	바꾸/VV+는/ETM
한편	한편/NNG
차세대	차세대/NNG
주력	주력/NNG
기단을	기단/NNG+을/JKO
에어버스	에어버스/NNP
최신	최신/NNG
기종인	기종/NNG+이/VCP+ㄴ/ETM
A350XWB로	A/SL+350/SN+XWB/SL+로/JKB
선정하고	선정/NNG+하/XSV+고/EC
2016년부터	2016/SN+년/NNB+부터/JX
연차적으로	연차/NNG+적/XSN+으로/JKB
30대를	30/SN+대/NNB+를/JKO
도입할	도입/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.346.4.3
안전운항을 위한 정비 능력 극대화를 위해 2010년까지 현 인천공항 정비격납고 시설을 확장할 계획이다.

안전운항을	안전/NNG+운항/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
정비	정비/NNG
능력	능력/NNG
극대화를	극대/NNG+화/XSN+를/JKO
위해	위하/VV+아/EC
2010년까지	2010/SN+년/NNB+까지/JX
현	현/MMD
인천공항	인천공항/NNP
정비격납고	정비/NNG+격납고/NNG
시설을	시설/NNG+을/JKO
확장할	확장/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.346.4.4
이와 함께 아시아나는 ‘세계 최고의 고품격 항공사’의 위상을 확고히 하기 위해 2004년부터 도입한 중대형기에는 기내 미니바와 침대형 좌석, 개인별 AVOD를 갖춰왔다.

이와	이/NP+와/JKB
함께	함께/MAG
아시아나는	아시아나/NNP+는/JX
‘세계	‘/SS+세계/NNG
최고의	최고/NNG+의/JKG
고품격	고/XPN+품격/NNG
항공사’의	항공사/NNG+’/SS+의/JKG
위상을	위상/NNG+을/JKO
확고히	확고히/MAG
하기	하/VV+기/ETN
위해	위하/VV+아/EC
2004년부터	2004/SN+년/NNB+부터/JX
도입한	도입/NNG+하/XSV+ㄴ/ETM
중대형기에는	중대형기/NNG+에/JKB+는/JX
기내	기내/NNG
미니바와	미니바/NNG+와/JC
침대형	침대/NNG+형/XSN
좌석,	좌석/NNG+,/SP
개인별	개인/NNG+별/XSN
AVOD를	AVOD/SL+를/JKO
갖춰왔다.	갖추/VV+어/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000021.346.4.5
기존 중대형기 16대에도 7000만 달러를 들여 2006년부터 올해 2월까지 기내 업그레이드를 마쳤다.

기존	기존/NNG
중대형기	중대형기/NNG
16대에도	16/SN+대/NNB+에/JKB+도/JX
7000만	7000/SN+만/NR
달러를	달러/NNB+를/JKO
들여	들이/VV+어/EC
2006년부터	2006/SN+년/NNB+부터/JX
올해	올해/NNG
2월까지	2/SN+월/NNB+까지/JX
기내	기내/NNG
업그레이드를	업그레이드/NNG+를/JKO
마쳤다.	마치/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.5.1
하드웨어뿐만 아니라 소프트웨어에 대한 투자도 아끼지 않고 있다.

하드웨어뿐만	하드웨어/NNG+뿐/JX+만/JX
아니라	아니/VCN+라/EC
소프트웨어에	소프트웨어/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
투자도	투자/NNG+도/JX
아끼지	아끼/VV+지/EC
않고	않/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.5.2
아시아나는 세계 어느 항공사에서도 볼 수 없었던 독특한 서비스 개발로 차별화된 항공사 이미지를 쌓고 있다.

아시아나는	아시아나/NNP+는/JX
세계	세계/NNG
어느	어느/MMD
항공사에서도	항공사/NNG+에서/JKB+도/JX
볼	보/VV+ㄹ/ETM
수	수/NNB
없었던	없/VA+었/EP+던/ETM
독특한	독특/NNG+하/XSA+ㄴ/ETM
서비스	서비스/NNG
개발로	개발/NNG+로/JKB
차별화된	차별/NNG+화/XSN+되/XSV+ㄴ/ETM
항공사	항공사/NNG
이미지를	이미지/NNG+를/JKO
쌓고	쌓/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.346.5.3
예를 들어 장거리 노선에서 실시하는 차밍서비스는 고객이 장시간 여행 후에도 깔끔한 모습과 쾌적한 기분을 유지할 수 있도록 전문교육을 받은 승무원이 기내에서 메이크업과 보습마스크 서비스를 제공한다.

예를	예/NNG+를/JKO
들어	들/VV+어/EC
장거리	장거리/NNG
노선에서	노선/NNG+에서/JKB
실시하는	실시/NNG+하/XSV+는/ETM
차밍서비스는	차밍/NNG+서비스/NNG+는/JX
고객이	고객/NNG+이/JKS
장시간	장시간/NNG
여행	여행/NNG
후에도	후/NNG+에/JKB+도/JX
깔끔한	깔끔/NNG+하/XSA+ㄴ/ETM
모습과	모습/NNG+과/JC
쾌적한	쾌적하/VA+ㄴ/ETM
기분을	기분/NNG+을/JKO
유지할	유지/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
전문교육을	전문/NNG+교육/NNG+을/JKO
받은	받/VV+은/ETM
승무원이	승무원/NNG+이/JKS
기내에서	기내/NNG+에서/JKB
메이크업과	메이크업/NNG+과/JC
보습마스크	보습/NNG+마스크/NNG
서비스를	서비스/NNG+를/JKO
제공한다.	제공/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.346.5.4
아시아나는 한식 세계화에서도 최선봉에 서있다.

아시아나는	아시아나/NNP+는/JX
한식	한식/NNG
세계화에서도	세계/NNG+화/XSN+에서/JKB+도/JX
최선봉에	최/XPN+선봉/NNG+에/JKB
서있다.	서/VV+어/EC+있/VX+다/EF+./SF


# id : NWRW1800000021.346.5.5
궁중칠첩반상, 영양쌈밥, 비빔밥, 도토리묵밥과 쌀막걸리 등 다양한 한식을 기내식으로 발전시키며 한식 세계화에 일조하고 있다.

궁중칠첩반상,	궁중/NNG+칠첩반상/NNG+,/SP
영양쌈밥,	영양/NNG+쌈밥/NNG+,/SP
비빔밥,	비빔밥/NNG+,/SP
도토리묵밥과	도토리묵/NNG+밥/NNG+과/JC
쌀막걸리	쌀막걸리/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
한식을	한식/NNG+을/JKO
기내식으로	기내식/NNG+으로/JKB
발전시키며	발전/NNG+시키/XSV+며/EC
