# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.284
metadata : {}


# id : NWRW1800000040.284.1.1
‘NBA 악동’ 데니스 로드먼 평양 간 까닭은?

‘NBA	‘/SS+NBA/SL
악동’	악동/NNG+’/SS
데니스	데니스/NNP
로드먼	로드먼/NNP
평양	평양/NNP
간	가/VV+ㄴ/ETM
까닭은?	까닭/NNG+은/JX+?/SF


# id : NWRW1800000040.284.2.1
농구단 자격으로 어린이캠프 등 예정

농구단	농구단/NNG
자격으로	자격/NNG+으로/JKB
어린이캠프	어린이/NNG+캠프/NNG
등	등/NNB
예정	예정/NNG


# id : NWRW1800000040.284.3.1
북한 3차 핵실험 이후 방북에 관심

북한	북한/NNP
3차	3/SN+차/NNB
핵실험	핵/NNG+실험/NNG
이후	이후/NNG
방북에	방북/NNG+에/JKB
관심	관심/NNG


# id : NWRW1800000040.284.4.1
90년대 시카고 불스의 황금시대를 이끌었던 미국의 농구스타 데니스 로드맨이 26일 베이징에서 평양행 비행기에 올랐다고 <에이피>(AP) 통신이 보도했다.

90년대	90/SN+년대/NNB
시카고	시카고/NNP
불스의	불스/NNP+의/JKG
황금시대를	황금시대/NNG+를/JKO
이끌었던	이끌/VV+었/EP+던/ETM
미국의	미국/NNP+의/JKG
농구스타	농구/NNG+스타/NNG
데니스	데니스/NNP
로드맨이	로드맨/NNP+이/JKS
26일	26/SN+일/NNB
베이징에서	베이징/NNP+에서/JKB
평양행	평양행/NNG
비행기에	비행기/NNG+에/JKB
올랐다고	오르/VV+았/EP+다고/EC
<에이피>(AP)	</SS+에이피/NNP+>/SS+(/SS+AP/SL+)/SS
통신이	통신/NNG+이/JKS
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.284.4.2
북한의 3차 핵실험으로 북-미 관계가 냉각된 상황에서 로드맨을 통한 ‘바스켓 외교’가 양국 관계에 물꼬를 트는 계기가 될 수 있을지에 관심이 쏠리고 있다.

북한의	북한/NNP+의/JKG
3차	3/SN+차/NNB
핵실험으로	핵/NNG+실험/NNG+으로/JKB
북-미	북/NNP+-/SO+미/NNP
관계가	관계/NNG+가/JKS
냉각된	냉각/NNG+되/XSV+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
로드맨을	로드맨/NNP+을/JKO
통한	통하/VV+ㄴ/ETM
‘바스켓	‘/SS+바스켓/NNG
외교’가	외교/NNG+’/SS+가/JKS
양국	양국/NNG
관계에	관계/NNG+에/JKB
물꼬를	물꼬/NNG+를/JKO
트는	트/VV+는/ETM
계기가	계기/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있을지에	있/VV+을지/EF+에/JKB
관심이	관심/NNG+이/JKS
쏠리고	쏠리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.284.5.1
<에이피> 통신은 이번 방북이 “이따금 뜬금없는 보도로” 이목을 끄는 바이스(VICE) 미디어 그룹에 의해 기획됐다고 전했다.

<에이피>	</SS+에이피/NNP+>/SS
통신은	통신/NNG+은/JX
이번	이번/NNG
방북이	방북/NNG+이/JKS
“이따금	“/SS+이따금/MAG
뜬금없는	뜬금없/VA+는/ETM
보도로”	보도/NNG+로/JKB+”/SS
이목을	이목/NNG+을/JKO
끄는	끌/VV+는/ETM
바이스(VICE)	바이스/NNP+(/SS+VICE/SL+)/SS
미디어	미디어/NNG
그룹에	그룹/NNG+에/JKB
의해	의하/VV+아/EC
기획됐다고	기획/NNG+되/XSV+었/EP+다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.284.5.2
이들은 오는 4월5일부터 한주에 한번씩 <에이치비오>(HBO) 채널을 통해 방영되는 북한 관련 다큐멘터리 ‘바이스의 북한 안내서’ 촬영차 방문한 것으로 알려졌다.

이들은	이/NP+들/XSN+은/JX
오는	오/VV+는/ETM
4월5일부터	4/SN+월/NNB+5/SN+일/NNB+부터/JX
한주에	한/MMN+주/NNB+에/JKB
한번씩	한/MMN+번/NNB+씩/XSN
<에이치비오>(HBO)	</SS+에이치비오/NNP+>/SS+(/SS+HBO/SL+)/SS
채널을	채널/NNG+을/JKO
통해	통하/VV+아/EC
방영되는	방영/NNG+되/XSV+는/ETM
북한	북한/NNP
관련	관련/NNG
다큐멘터리	다큐멘터리/NNG
‘바이스의	‘/SS+바이스/NNP+의/JKG
안내서’	안내서/NNG+’/SS
촬영차	촬영차/NNG
방문한	방문/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.284.5.3
이번에 방북한 이들은 로드맨과 그가 활동하고 있는 농구단인 할렘 글로브트로터스 관계자 등이다.

이번에	이번/NNG+에/JKB
방북한	방북/NNG+하/XSV+ㄴ/ETM
이들은	이/NNB+들/XSN+은/JX
로드맨과	로드맨/NNP+과/JC
그가	그/NP+가/JKS
활동하고	활동/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
농구단인	농구단/NNG+이/VCP+ㄴ/ETM
할렘	할렘/NNP
글로브트로터스	글로브트로터스/NNP
관계자	관계자/NNG
등이다.	등/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.284.6.1
바이스 그룹의 창립자인 새인 스미스는 베이징을 출발하기에 앞서 <에이피>와 진행한 인터뷰에서 “농구단이 북한 어린이들을 위한 농구 캠프를 열고, 즉석 경기도 벌일 예정이다.

바이스	바이스/NNP
그룹의	그룹/NNG+의/JKG
창립자인	창립자/NNG+이/VCP+ㄴ/ETM
새인	새인/NNP
스미스는	스미스/NNP+는/JX
베이징을	베이징/NNP+을/JKO
출발하기에	출발/NNG+하/XSV+기/ETN+에/JKB
앞서	앞서/VV+어/EC
<에이피>와	</SS+에이피/NNP+>/SS+와/JKB
진행한	진행/NNG+하/XSV+ㄴ/ETM
인터뷰에서	인터뷰/NNG+에서/JKB
“농구단이	“/SS+농구단/NNG+이/JKS
북한	북한/NNP
어린이들을	어린이/NNG+들/XSN+을/JKO
위한	위하/VV+ㄴ/ETM
농구	농구/NNG
캠프를	캠프/NNG+를/JKO
열고,	열/VV+고/EC+,/SP
즉석	즉석/NNG
경기도	경기/NNG+도/JX
벌일	벌이/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.284.6.2
이 자리에 김정은 제1비서가 참석하길 바란다”고 말했다.

이	이/MMD
자리에	자리/NNG+에/JKB
김정은	김정은/NNP
제1비서가	제/XPN+1/SN+비서/NNG+가/JKS
참석하길	참석/NNG+하/XSV+기/ETN+ㄹ/JKO
바란다”고	바라/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.284.6.3
그는 또 “농구장에서 (미국과 북한 두 나라 사이의) 공통점을 찾는 것은 아름다운 일이다.

그는	그/NP+는/JX
또	또/MAG
“농구장에서	“/SS+농구장/NNG+에서/JKB
(미국과	(/SS+미국/NNP+과/JC
북한	북한/NNP
두	두/MMN
나라	나라/NNG
사이의)	사이/NNG+의/JKG+)/SS
공통점을	공통점/NNG+을/JKO
찾는	찾/VV+는/ETM
것은	것/NNB+은/JX
아름다운	아름답/VA+ㄴ/ETM
일이다.	일/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.284.6.4
워싱턴이 장군들을 보내지 못한다면 우리가 글로브트로터스를 보낼 것”이라고 말했다.

워싱턴이	워싱턴/NNP+이/JKS
장군들을	장군/NNG+들/XSN+을/JKO
보내지	보내/VV+지/EC
못한다면	못하/VX+ㄴ다면/EC
우리가	우리/NP+가/JKS
글로브트로터스를	글로브트로터스/NNP+를/JKO
보낼	보내/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.284.7.1
김정은 제1비서와 그 아버지인 김정일 국방위원장의 농구 사랑은 이미 잘 알려진 얘기다.

김정은	김정은/NNP
제1비서와	제/XPN+1/SN+비서/NNG+와/JC
그	그/MMD
아버지인	아버지/NNG+이/VCP+ㄴ/ETM
김정일	김정일/NNP
국방위원장의	국방/NNG+위원장/NNG+의/JKG
농구	농구/NNG
사랑은	사랑/NNG+은/JX
이미	이미/MAG
잘	잘/MAG
알려진	알려지/VV+ㄴ/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.284.7.2
매들린 올브라이트 국무장관은 지난 2000년 방북 당시 김정일 위원장에게 마이클 조던의 사인이 담긴 농구공을 선물한 적이 있다.

매들린	매들린/NNP
올브라이트	올브라이트/NNP
국무장관은	국무/NNG+장관/NNG+은/JX
지난	지나/VV+ㄴ/ETM
2000년	2000/SN+년/NNB
방북	방북/NNG
당시	당시/NNG
김정일	김정일/NNP
위원장에게	위원장/NNG+에게/JKB
마이클	마이클/NNP
조던의	조던/NNP+의/JKG
사인이	사인/NNG+이/JKS
담긴	담기/VV+ㄴ/ETM
농구공을	농구공/NNG+을/JKO
선물한	선물/NNG+하/XSV+ㄴ/ETM
적이	적/NNB+이/JKS
있다.	있/VV+다/EF+./SF


# id : NWRW1800000040.284.7.3
김 제1비서도 시카고 불스와 데니스 로드맨의 팬으로 알려져 있다.

김	김/NNP
제1비서도	제/XPN+1/SN+비서/NNG+도/JX
시카고	시카고/NNP
불스와	불스/NNP+와/JC
데니스	데니스/NNP
로드맨의	로드맨/NNP+의/JKG
팬으로	팬/NNG+으로/JKB
알려져	알려지/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.284.8.1
문제는 어디로 튈지 모르는 로드맨의 ‘악동’ 캐릭터와 문신과 피어싱으로 가득한 특이한 외양이다.

문제는	문제/NNG+는/JX
어디로	어디/NP+로/JKB
튈지	튀/VV+ㄹ지/EF
모르는	모르/VV+는/ETM
로드맨의	로드맨/NNP+의/JKG
‘악동’	‘/SS+악동/NNG+’/SS
캐릭터와	캐릭터/NNG+와/JC
문신과	문신/NNG+과/JC
피어싱으로	피어싱/NNG+으로/JKB
가득한	가득/MAG+하/XSA+ㄴ/ETM
특이한	특이/NNG+하/XSA+ㄴ/ETM
외양이다.	외양/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.284.8.2
<에이피> 통신은 아랫입술에 피어싱을 달고 가슴에 문신을 그린 로드맨의 사진을 평양 주민에게 보여줬다니 “괴물처럼 생겼다”는 반응을 보였다고 전했다.

<에이피>	</SS+에이피/NNP+>/SS
통신은	통신/NNG+은/JX
아랫입술에	아랫입술/NNG+에/JKB
피어싱을	피어싱/NNG+을/JKO
달고	달/VV+고/EC
가슴에	가슴/NNG+에/JKB
문신을	문신/NNG+을/JKO
그린	그리/VV+ㄴ/ETM
로드맨의	로드맨/NNP+의/JKG
사진을	사진/NNG+을/JKO
평양	평양/NNP
주민에게	주민/NNG+에게/JKB
보여줬다니	보이/VV+어/EC+주/VX+었/EP+다니/EC
“괴물처럼	“/SS+괴물/NNG+처럼/JKB
생겼다”는	생기/VV+었/EP+다/EF+”/SS+는/ETM
반응을	반응/NNG+을/JKO
보였다고	보이/VV+었/EP+다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.284.8.3
미 국무부 관계자는 로드맨 일행의 방북에 대해 “이들의 방북 사실에 대해 통보 받은바 없다.

미	미/NNP
국무부	국무부/NNG
관계자는	관계자/NNG+는/JX
로드맨	로드맨/NNP
일행의	일행/NNG+의/JKG
방북에	방북/NNG+에/JKB
대해	대하/VV+아/EC
“이들의	“/SS+이/NP+들/XSN+의/JKG
방북	방북/NNG
사실에	사실/NNG+에/JKB
통보	통보/NNG
받은바	받/XSV+은/ETM+바/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000040.284.8.4
우리는 미국 시민의 방북을 제한하지 않는다.

우리는	우리/NP+는/JX
미국	미국/NNP
시민의	시민/NNG+의/JKG
방북을	방북/NNG+을/JKO
제한하지	제한/NNG+하/XSV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000040.284.8.5
누리집에 올려진 여행 관련 주의사항을 읽어보길 권할 뿐”이라고 말했다.

누리집에	누리집/NNG+에/JKB
올려진	올리/VV+어/EC+지/VX+ㄴ/ETM
여행	여행/NNG
관련	관련/NNG
주의사항을	주의/NNG+사항/NNG+을/JKO
읽어보길	읽/VV+어/EC+보/VX+기/ETN+ㄹ/JKO
권할	권/NNG+하/XSV+ㄹ/ETM
뿐”이라고	뿐/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


