# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.360
metadata : {}


# id : NWRW1800000030.360.1.1
[충청] [우리 이런 일해요] 충남테크노파크_"아기 벤처기업 우리 품에서 쑥쑥 커요"

[충청]	[/SS+충청/NNP+]/SS
[우리	[/SS+우리/NP
이런	이런/MMD
일해요]	일/NNG+하/XSV+아요/EF+]/SS
충남테크노파크_"아기	충남테크노파크/NNP+_/SS+"/SS+아기/NNG
벤처기업	벤처/NNG+기업/NNG
우리	우리/NP
품에서	품/NNG+에서/JKB
쑥쑥	쑥쑥/MAG
커요"	크/VA+어요/EF+"/SS


# id : NWRW1800000030.360.2.1
• 312개 기업 창업 지원 등 新성장동력 창출 요람 정착

•	•/SW
312개	312/SN+개/NNB
기업	기업/NNG
창업	창업/NNG
지원	지원/NNG
등	등/NNB
新성장동력	新/SH+성장/NNG+동력/NNG
창출	창출/NNG
요람	요람/NNG
정착	정착/NNG


# id : NWRW1800000030.360.3.1
"기술력을 무기로 삼아 글로벌시장에 과감히 도전하는 벤처기업이 튼실한 중견기업으로 성장하도록 아늑한 서식지를 제공해야 합니다."

"기술력을	"/SS+기술력/NNG+을/JKO
무기로	무기/NNG+로/JKB
삼아	삼/VV+아/EC
글로벌시장에	글로벌/NNG+시장/NNG+에/JKB
과감히	과감히/MAG
도전하는	도전/NNG+하/XSV+는/ETM
벤처기업이	벤처/NNG+기업/NNG+이/JKS
튼실한	튼실하/VA+ㄴ/ETM
중견기업으로	중견/NNG+기업/NNG+으로/JKB
성장하도록	성장/NNG+하/XSV+도록/EC
아늑한	아늑하/VA+ㄴ/ETM
서식지를	서식지/NNG+를/JKO
제공해야	제공/NNG+하/XSV+아야/EC
합니다."	하/VX+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000030.360.4.1
14일 오전 충남 천안시 직산읍 삼은리 충남테크노파크 천안밸리 기업지원단 사무실.

14일	14/SN+일/NNB
오전	오전/NNG
충남	충남/NNP
천안시	천안시/NNP
직산읍	직산읍/NNP
삼은리	삼은리/NNP
충남테크노파크	충남테크노파크/NNP
천안밸리	천안밸리/NNP
기업지원단	기업/NNG+지원단/NNG
사무실.	사무실/NNG+./SF


# id : NWRW1800000030.360.4.2
장원철 충남테크노파크 원장은 대기업 및 중소기업 임원 출신 '컨텍센터' 전문위원들과 머리를 맞대고 기업의 애로사항 해결책을 찾고 있었다.

장원철	장원철/NNP
충남테크노파크	충남테크노파크/NNP
원장은	원장/NNG+은/JX
대기업	대/XPN+기업/NNG
및	및/MAG
중소기업	중소기업/NNG
임원	임원/NNG
출신	출신/NNG
'컨텍센터'	'/SS+컨텍센터/NNG+'/SS
전문위원들과	전문/NNG+위원/NNG+들/XSN+과/JKB
머리를	머리/NNG+를/JKO
맞대고	맞대/VV+고/EC
기업의	기업/NNG+의/JKG
애로사항	애로/NNG+사항/NNG
해결책을	해결책/NNG+을/JKO
찾고	찾/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


# id : NWRW1800000030.360.4.3
장 원장은 "신생 벤처기업의 성장과 경쟁력 강화를 돕는 요람 역할을 하는 게 목표"라고 강조했다.

장	장/NNP
원장은	원장/NNG+은/JX
"신생	"/SS+신생/NNG
벤처기업의	벤처/NNG+기업/NNG+의/JKG
성장과	성장/NNG+과/JC
경쟁력	경쟁력/NNG
강화를	강화/NNG+를/JKO
돕는	돕/VV+는/ETM
요람	요람/NNG
역할을	역할/NNG+을/JKO
하는	하/VV+는/ETM
게	거/NNB+이/JKS
목표"라고	목표/NNG+"/SS+라고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.360.5.1
도출연 연구기관으로 1999년 1월 설립된 충남테크노파크는 충남의 4대 전략산업인 ▲전기정보기기산업 ▲첨단문화산업 ▲자동차부품산업 ▲농축산·바이오산업 등을 집중 육성하기 위해 관련 중소벤처기업 창업 및 정착을 돕는 게 주요 임무이다.

도출연	도/NNG+출연/NNG
연구기관으로	연구/NNG+기관/NNG+으로/JKB
1999년	1999/SN+년/NNB
1월	1/SN+월/NNB
설립된	설립/NNG+되/XSV+ㄴ/ETM
충남테크노파크는	충남테크노파크/NNP+는/JX
충남의	충남/NNP+의/JKG
4대	4/SN+대/NNG
전략산업인	전략/NNG+산업/NNG+이/VCP+ㄴ/ETM
▲전기정보기기산업	▲/SW+전기/NNG+정보/NNG+기기/NNG+산업/NNG
▲첨단문화산업	▲/SW+첨단/NNG+문화/NNG+산업/NNG
▲자동차부품산업	▲/SW+자동차/NNG+부품/NNG+산업/NNG
▲농축산·바이오산업	▲/SW+농축산/NNG+·/SP+바이오산업/NNG
등을	등/NNB+을/JKO
집중	집중/NNG
육성하기	육성/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
관련	관련/NNG
중소벤처기업	중소/NNG+벤처/NNG+기업/NNG
창업	창업/NNG
및	및/MAG
정착을	정착/NNG+을/JKO
돕는	돕/VV+는/ETM
게	거/NNB+이/JKS
주요	주요/NNG
임무이다.	임무/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.360.6.1
