# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.192
metadata : {}


# id : NWRW1800000022.192.1.1
[충청] [문화나들이 어디로 할까] 청주문화원 오케스트라

[충청]	[/SS+충청/NNP+]/SS
[문화나들이	[/SS+문화/NNG+나들이/NNG
어디로	어디/NP+로/JKB
할까]	하/VV+ㄹ까/EF+]/SS
청주문화원	청주문화원/NNP
오케스트라	오케스트라/NNG


# id : NWRW1800000022.192.2.1
청주문화원은 30일 오후 7시30분 청주예술의전당 대공연장에서 오케스트라(단장 이영순) 정기연주회를 개최한다.

청주문화원은	청주문화원/NNP+은/JX
30일	30/SN+일/NNB
오후	오후/NNG
7시30분	7/SN+시/NNB+30/SN+분/NNB
청주예술의전당	청주예술의전당/NNP
대공연장에서	대/XPN+공연장/NNG+에서/JKB
오케스트라(단장	오케스트라/NNG+(/SS+단장/NNG
이영순)	이영순/NNP+)/SS
정기연주회를	정기/NNG+연주회/NNG+를/JKO
개최한다.	개최/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000022.192.3.1
연주자와 청중이 함께 즐기는 클래식 향연으로, 대전시 자원봉사합창단 지휘자인 민병룡씨가 지휘를 맡는다.

연주자와	연주자/NNG+와/JC
청중이	청중/NNG+이/JKS
함께	함께/MAG
즐기는	즐기/VV+는/ETM
클래식	클래식/NNG
향연으로,	향연/NNG+으로/JKB+,/SP
대전시	대전시/NNP
자원봉사합창단	자원봉사/NNG+합창단/NNG
지휘자인	지휘자/NNG+이/VCP+ㄴ/ETM
민병룡씨가	민병룡/NNP+씨/NNB+가/JKS
지휘를	지휘/NNG+를/JKO
맡는다.	맡/VV+는다/EF+./SF


# id : NWRW1800000022.192.3.2
청주레이디싱어즈가 특별 출연해 '도라지꽃' 등을 선사하고, 첼로 류호진, 피아노 박보경 등이 협연자로 나서 단원들과 화음을 맞춘다.

청주레이디싱어즈가	청주레이디싱어즈/NNP+가/JKS
특별	특별/NNG
출연해	출연/NNG+하/XSV+아/EC
'도라지꽃'	'/SS+도라지꽃/NNP+'/SS
등을	등/NNB+을/JKO
선사하고,	선사/NNG+하/XSV+고/EC+,/SP
첼로	첼로/NNG
류호진,	류호진/NNP+,/SP
피아노	피아노/NNG
박보경	박보경/NNP
등이	등/NNB+이/JKS
협연자로	협연자/NNG+로/JKB
나서	나서/VV+어/EC
단원들과	단원/NNG+들/XSN+과/JKB
화음을	화음/NNG+을/JKO
맞춘다.	맞추/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.192.4.1
2003년 12월 단원 21명으로 창단된 청주문화원 오케스트라는 찾아가는 문화활동을 지속적으로 펼치고 있으며, 청주시내 병원을 순회하면서 환자들을 위한 연주회, 재래시장 활성화를 위한 현장연주회 등 사회봉사에도 앞장서고 있다.

2003년	2003/SN+년/NNB
12월	12/SN+월/NNB
단원	단원/NNG
21명으로	21/SN+명/NNB+으로/JKB
창단된	창단/NNG+되/XSV+ㄴ/ETM
청주문화원	청주문화원/NNP
오케스트라는	오케스트라/NNG+는/JX
찾아가는	찾아가/VV+는/ETM
문화활동을	문화/NNG+활동/NNG+을/JKO
지속적으로	지속/NNG+적/XSN+으로/JKB
펼치고	펼치/VV+고/EC
있으며,	있/VX+으며/EC+,/SP
청주시내	청주/NNP+시내/NNG
병원을	병원/NNG+을/JKO
순회하면서	순회/NNG+하/XSV+면서/EC
환자들을	환자/NNG+들/XSN+을/JKO
위한	위하/VV+ㄴ/ETM
연주회,	연주회/NNG+,/SP
재래시장	재래시장/NNG
활성화를	활성/NNG+화/XSN+를/JKO
현장연주회	현장/NNG+연주회/NNG
등	등/NNB
사회봉사에도	사회봉사/NNG+에/JKB+도/JX
앞장서고	앞장서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000022.192.4.2
☎(043)265-3625

☎(043)265-3625	☎/SW+(/SS+043/SN+)/SS+265/SN+-/SO+3625/SN


