# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.256
metadata : {}


# id : NWRW1800000026.256.1.1
[Job World] [中企 취업포털 잡월드] 취업 2만명 달성… 3만, 5만명까지 계속 뽑습니다;등록 일자리 3만6000개 '봇물' 4050 중·장년들도 구직 도전

[Job	[/SS+Job/SL
World]	World/SL+]/SS
[中企	[/SS+中企/SH
취업포털	취업/NNG+포털/NNG
잡월드]	잡월드/NNP+]/SS
취업	취업/NNG
2만명	2/SN+만/NR+명/NNB
달성…	달성/NNG+…/SE
3만,	3/SN+만/NR+,/SP
5만명까지	5/SN+만/NR+명/NNB+까지/JX
계속	계속/MAG
뽑습니다;등록	뽑/VV+습니다/EF+;/SP+등록/NNG
일자리	일자리/NNG
3만6000개	3/SN+만/NR+6000/SN+개/NNB
'봇물'	'/SS+봇물/NNG+'/SS
4050	4050/SN
중·장년들도	중·장년/NNG+들/XSN+도/JX
구직	구직/NNG
도전	도전/NNG


# id : NWRW1800000026.256.2.1
'청년취업 프로젝트'가 지난 22일 '2만명 취업'이라는 당초 목표를 달성했지만, 중소기업 취업전문 무료 사이트인 '잡월드(job world.chosun.com 또는 www.ibkjob.co.kr)'를 통한 조선일보와 기업은행의 구직구인 서비스는 앞으로도 계속된다.

'청년취업	'/SS+청년/NNG+취업/NNG
프로젝트'가	프로젝트/NNG+'/SS+가/JKS
지난	지나/VV+ㄴ/ETM
22일	22/SN+일/NNB
'2만명	'/SS+2/SN+만/NR+명/NNB
취업'이라는	취업/NNG+'/SS+이/VCP+라는/ETM
당초	당초/NNG
목표를	목표/NNG+를/JKO
달성했지만,	달성/NNG+하/XSV+았/EP+지만/EC+,/SP
중소기업	중소기업/NNG
취업전문	취업/NNG+전문/NNG
무료	무료/NNG
사이트인	사이트/NNG+이/VCP+ㄴ/ETM
'잡월드(job	'/SS+잡월드/NNP+(/SS+job/SL
world.chosun.com	world/SL+./SP+chosun/SL+./SP+com/SL
또는	또는/MAG
www.ibkjob.co.kr)'를	www/SL+./SP+ibkjob/SL+./SP+co/SL+./SP+kr/SL+)/SS+'/SS+를/JKO
통한	통하/VV+ㄴ/ETM
조선일보와	조선일보/NNP+와/JC
기업은행의	기업은행/NNP+의/JKG
구직구인	구직/NNG+구인/NNG
서비스는	서비스/NNG+는/JX
앞으로도	앞/NNG+으로/JKB+도/JX
계속된다.	계속/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.256.2.2
특히 다음 달쯤 안정성·성장성·복리후생 등을 종합적으로 감안해 일하기 좋은 중소기업을 선정하는 '잡월드 베스트 600' 등 알찬 프로그램을 계속해서 내놓을 계획이다.

특히	특히/MAG
다음	다음/NNG
달쯤	달/NNG+쯤/XSN
안정성·성장성·복리후생	안정/NNG+성/XSN+·/SP+성장/NNG+성/XSN+·/SP+복리/NNG+후생/NNG
등을	등/NNB+을/JKO
종합적으로	종합/NNG+적/XSN+으로/JKB
감안해	감안/NNG+하/XSV+아/EC
일하기	일/NNG+하/XSV+기/ETN
좋은	좋/VA+은/ETM
중소기업을	중소기업/NNG+을/JKO
선정하는	선정/NNG+하/XSV+는/ETM
'잡월드	'/SS+잡월드/NNP
베스트	베스트/NNG
600'	600/SN+'/SS
등	등/NNB
알찬	알차/VA+ㄴ/ETM
프로그램을	프로그램/NNG+을/JKO
계속해서	계속/NNG+하/XSV+아서/EC
내놓을	내놓/VV+을/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.256.3.1
◆中企 전문 취업 사이트로 자리 잡은 '잡월드'

◆中企	◆/SW+中企/SH
전문	전문/NNG
취업	취업/NNG
사이트로	사이트/NNG+로/JKB
자리	자리/NNG
잡은	잡/VV+은/ETM
'잡월드'	'/SS+잡월드/NNP+'/SS


# id : NWRW1800000026.256.4.1
작년 2월 3일 출범한 '잡월드'는 1년6개월여 만에 국내 최고의 중소기업 전문 취업 사이트로 자리 잡았다.

작년	작년/NNG
2월	2/SN+월/NNB
3일	3/SN+일/NNB
출범한	출범/NNG+하/XSV+ㄴ/ETM
'잡월드'는	'/SS+잡월드/NNP+'/SS+는/JX
1년6개월여	1/SN+년/NNB+6/SN+개월/NNB+여/XSN
만에	만/NNB+에/JKB
국내	국내/NNG
최고의	최고/NNG+의/JKG
중소기업	중소기업/NNG
전문	전문/NNG
취업	취업/NNG
사이트로	사이트/NNG+로/JKB
자리	자리/NNG
잡았다.	잡/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.5.1
28일 현재 '잡월드'에는 15만7000여명의 구직자가 개인회원으로 가입해 일자리를 찾고 있다.

28일	28/SN+일/NNB
현재	현재/MAG
'잡월드'에는	'/SS+잡월드/NNP+'/SS+에/JKB+는/JX
15만7000여명의	15/SN+만/NR+7000/SN+여/XSN+명/NNB+의/JKG
구직자가	구직자/NNG+가/JKS
개인회원으로	개인/NNG+회원/NNG+으로/JKB
가입해	가입/NNG+하/XSV+아/EC
일자리를	일자리/NNG+를/JKO
찾고	찾/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.256.5.2
또 5만2000여개의 우량 중소기업이 기업회원으로 등록해 직원을 뽑고 있다.

또	또/MAG
5만2000여개의	5/SN+만/NR+2000/SN+여/XSN+개/NNB+의/JKG
우량	우량/NNG
중소기업이	중소기업/NNG+이/JKS
기업회원으로	기업/NNG+회원/NNG+으로/JKB
등록해	등록/NNG+하/XSV+아/EC
직원을	직원/NNG+을/JKO
뽑고	뽑/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.256.6.1
'잡월드'의 기업회원들이 내놓는 일자리 수는 올 들어 폭발적으로 증가하고 있다.

'잡월드'의	'/SS+잡월드/NNP+'/SS+의/JKG
기업회원들이	기업/NNG+회원/NNG+들/XSN+이/JKS
내놓는	내놓/VV+는/ETM
일자리	일자리/NNG
수는	수/NNG+는/JX
올	올/NNG
들어	들/VV+어/EC
폭발적으로	폭발/NNG+적/XSN+으로/JKB
증가하고	증가/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.256.6.2
작년 말 2만2000여개를 기록한 '잡월드' 일자리 수는 지난 3월 3만개를 돌파했고, 6월 말엔 3만6000개를 기록했다.

작년	작년/NNG
말	말/NNB
2만2000여개를	2/SN+만/NR+2000/SN+여/XSN+개/NNB+를/JKO
기록한	기록/NNG+하/XSV+ㄴ/ETM
'잡월드'	'/SS+잡월드/NNP+'/SS
일자리	일자리/NNG
수는	수/NNG+는/JX
지난	지나/VV+ㄴ/ETM
3월	3/SN+월/NNB
3만개를	3/SN+만/NR+개/NNB+를/JKO
돌파했고,	돌파/NNG+하/XSV+았/EP+고/EC+,/SP
6월	6/SN+월/NNB
말엔	말/NNB+에/JKB+ㄴ/JX
3만6000개를	3/SN+만/NR+6000/SN+개/NNB+를/JKO
기록했다.	기록/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.6.3
잡월드를 운영하는 이찬용 기업은행 기업지원부장은 "올 들어 경기 회복이 가시화되면서 제조업과 서비스업의 우량 중소기업들이 일자리를 쏟아내고 있다"고 했다.

잡월드를	잡월드/NNP+를/JKO
운영하는	운영/NNG+하/XSV+는/ETM
이찬용	이찬용/NNP
기업은행	기업은행/NNP
기업지원부장은	기업/NNG+지원부장/NNG+은/JX
"올	"/SS+올/NNG
들어	들/VV+어/EC
경기	경기/NNG
회복이	회복/NNG+이/JKS
가시화되면서	가시/NNG+화/XSN+되/XSV+면서/EC
제조업과	제조업/NNG+과/JC
서비스업의	서비스업/NNG+의/JKG
우량	우량/NNG
중소기업들이	중소기업/NNG+들/XSN+이/JKS
일자리를	일자리/NNG+를/JKO
쏟아내고	쏟/VV+아/EC+내/VX+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.7.1
특히 지난 22일 '2만명 취업' 목표를 달성한 이후에도 하루 평균 400여명의 개인회원과 90여곳의 기업회원이 가입하면서 꾸준히 일자리를 내놓고 있다.

특히	특히/MAG
지난	지나/VV+ㄴ/ETM
22일	22/SN+일/NNB
'2만명	'/SS+2/SN+만/NR+명/NNB
취업'	취업/NNG+'/SS
목표를	목표/NNG+를/JKO
달성한	달성/NNG+하/XSV+ㄴ/ETM
이후에도	이후/NNG+에/JKB+도/JX
하루	하루/NNG
평균	평균/NNG
400여명의	400/SN+여/XSN+명/NNB+의/JKG
개인회원과	개인/NNG+회원/NNG+과/JC
90여곳의	90/SN+여/XSN+곳/NNG+의/JKG
기업회원이	기업/NNG+회원/NNG+이/JKS
가입하면서	가입/NNG+하/XSV+면서/EC
꾸준히	꾸준히/MAG
일자리를	일자리/NNG+를/JKO
내놓고	내놓/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.256.8.1
'잡월드'를 통해 취업한 2만명의 구직자들은 이력서를 등록한 지 평균 23.2일 만에 취업에 성공했다.

'잡월드'를	'/SS+잡월드/NNP+'/SS+를/JKO
통해	통하/VV+아/EC
취업한	취업/NNG+하/XSV+ㄴ/ETM
2만명의	2/SN+만/NR+명/NNB+의/JKG
구직자들은	구직자/NNG+들/XSN+은/JX
이력서를	이력서/NNG+를/JKO
등록한	등록/NNG+하/XSV+ㄴ/ETM
지	지/NNB
평균	평균/NNG
23.2일	23/SN+./SP+2/SN+일/NNB
만에	만/NNB+에/JKB
취업에	취업/NNG+에/JKB
성공했다.	성공/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.8.2
이는 국내 구직자의 평균 구직 기간(11개월)을 감안할 때 매우 빠른 속도다.

이는	이/NP+는/JX
국내	국내/NNG
구직자의	구직자/NNG+의/JKG
평균	평균/NNG
구직	구직/NNG
기간(11개월)을	기간/NNG+(/SS+11/SN+개월/NNB+)/SS+을/JKO
감안할	감안/NNG+하/XSV+ㄹ/ETM
때	때/NNG
매우	매우/MAG
빠른	빠르/VA+ㄴ/ETM
속도다.	속도/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.256.8.3
전체 취업자의 79.2%는 '신용등급 BB' 이상의 우량 중소기업에 취업했으며, 매출액 100억원 이상 중소기업에 취업한 경우가 32.1%에 달하는 것으로 나타났다.

전체	전체/NNG
취업자의	취업자/NNG+의/JKG
79.2%는	79/SN+./SP+2/SN+%/SW+는/JX
'신용등급	'/SS+신용/NNG+등급/NNG
BB'	BB/SL+'/SS
이상의	이상/NNG+의/JKG
우량	우량/NNG
중소기업에	중소기업/NNG+에/JKB
취업했으며,	취업/NNG+하/XSV+았/EP+으며/EC+,/SP
매출액	매출액/NNG
100억원	100/SN+억/NR+원/NNB
이상	이상/NNG
취업한	취업/NNG+하/XSV+ㄴ/ETM
경우가	경우/NNG+가/JKS
32.1%에	32/SN+./SP+1/SN+%/SW+에/JKB
달하는	달하/VV+는/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.9.1
◆4050 재취업·창업도 '잡월드'에서

◆4050	◆/SW+4050/SN
재취업·창업도	재/XPN+취업/NNG+·/SP+창업/NNG+도/JX
'잡월드'에서	'/SS+잡월드/NNP+'/SS+에서/JKB


# id : NWRW1800000026.256.10.1
'잡월드'는 베이비붐 세대(1955~1963년생)의 은퇴시기를 맞아 지난 2월부터 '4050 재취업 프로그램'을 운영해 왔다.

'잡월드'는	'/SS+잡월드/NNP+'/SS+는/JX
베이비붐	베이비붐/NNG
세대(1955~1963년생)의	세대/NNG+(/SS+1955/SN+~/SO+1963/SN+년/NNB+생/XSN+)/SS+의/JKG
은퇴시기를	은퇴/NNG+시기/NNG+를/JKO
맞아	맞/VV+아/EC
지난	지나/VV+ㄴ/ETM
2월부터	2/SN+월/NNB+부터/JX
'4050	'/SS+4050/SN
재취업	재/XPN+취업/NNG
프로그램'을	프로그램/NNG+'/SS+을/JKO
운영해	운영/NNG+하/XSV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.256.10.2
4050세대를 위한 전용 채용관(4050 채용관)을 마련하고, 국내 대표적인 헤드헌팅 업체 유앤파트너즈(대표 유순신)와 함께 중소기업의 '임원급 채용'을 무료로 지원했다.

4050세대를	4050/SN+세대/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
전용	전용/NNG
채용관(4050	채용관/NNG+(/SS+4050/SN
채용관)을	채용관/NNG+)/SS+을/JKO
마련하고,	마련/NNG+하/XSV+고/EC+,/SP
국내	국내/NNG
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
헤드헌팅	헤드헌팅/NNG
업체	업체/NNG
유앤파트너즈(대표	유앤파트너즈/NNP+(/SS+대표/NNG
유순신)와	유순신/NNP+)/SS+와/JKB
함께	함께/MAG
중소기업의	중소기업/NNG+의/JKG
'임원급	'/SS+임원급/NNG
채용'을	채용/NNG+'/SS+을/JKO
무료로	무료/NNG+로/JKB
지원했다.	지원/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.10.3
그 결과 28일 현재 1800여명의 40대 이상 구직자가 중소기업에 입사하는 성과를 거뒀다.

그	그/MMD
결과	결과/NNG
28일	28/SN+일/NNB
현재	현재/MAG
1800여명의	1800/SN+여/XSN+명/NNB+의/JKG
40대	40/SN+대/NNB
이상	이상/NNG
구직자가	구직자/NNG+가/JKS
중소기업에	중소기업/NNG+에/JKB
입사하는	입사/NNG+하/XSV+는/ETM
성과를	성과/NNG+를/JKO
거뒀다.	거두/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.256.11.1
또 4050세대의 창업을 지원하는 '4050 창업 프로그램'을 4월부터 진행해 최근까지 총 130개 업체에 96억여원을 지원했다.

또	또/MAG
4050세대의	4050/SN+세대/NNG+의/JKG
창업을	창업/NNG+을/JKO
지원하는	지원/NNG+하/XSV+는/ETM
'4050	'/SS+4050/SN
창업	창업/NNG
프로그램'을	프로그램/NNG+'/SS+을/JKO
4월부터	4/SN+월/NNB+부터/JX
진행해	진행/NNG+하/XSV+아/EC
최근까지	최근/NNG+까지/JX
총	총/MMA
130개	130/SN+개/NNB
업체에	업체/NNG+에/JKB
96억여원을	96/SN+억/NR+여/XSN+원/NNB+을/JKO
지원했다.	지원/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.256.11.2
작년 전국 각지에서 총 9차례 열려 지역 구직자와 구인 기업의 호평을 받았던 '잡월드 로드쇼(현장 채용 박람회)'는 올 들어 3차례 열렸다.

작년	작년/NNG
전국	전국/NNG
각지에서	각지/NNG+에서/JKB
총	총/MMA
9차례	9/SN+차례/NNG
열려	열리/VV+어/EC
지역	지역/NNG
구직자와	구직자/NNG+와/JC
구인	구인/NNG
기업의	기업/NNG+의/JKG
호평을	호평/NNG+을/JKO
받았던	받/VV+았/EP+던/ETM
'잡월드	'/SS+잡월드/NNP
로드쇼(현장	로드쇼/NNG+(/SS+현장/NNG
채용	채용/NNG
박람회)'는	박람회/NNG+)/SS+'/SS+는/JX
올	올/NNG
들어	들/VV+어/EC
3차례	3/SN+차례/NNG
열렸다.	열리/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.256.11.3
또 연말까지 추가로 5회 더 열릴 예정이다.

또	또/MAG
연말까지	연말/NNG+까지/JX
추가로	추가/NNG+로/JKB
5회	5/SN+회/NNB
더	더/MAG
열릴	열리/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


