# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.345
metadata : {}


# id : NWRW1800000037.345.1.1
日 ‘이웃국 배려’ 교과서 기준도 수정 나서

日	日/SH
‘이웃국	‘/SS+이웃국/NNG
배려’	배려/NNG+’/SS
교과서	교과서/NNG
기준도	기준/NNG+도/JX
수정	수정/NNG
나서	나서/VV+어/EF


# id : NWRW1800000037.345.2.1
우경화 막는 ‘근린제국’ 조항 바꾸기로

우경화	우경/NNG+화/XSN
막는	막/VV+는/ETM
‘근린제국’	‘/SS+근린/NNG+제국/NNG+’/SS
조항	조항/NNG
바꾸기로	바꾸/VV+기/ETN+로/JKB


# id : NWRW1800000037.345.3.1
일본은 막가고 한국은 맞서고 있다.

일본은	일본/NNP+은/JX
막가고	막가/VV+고/EC
한국은	한국/NNP+은/JX
맞서고	맞서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000037.345.4.1
아베 신조(安倍晋三) 일본 정권이 야스쿠니(靖國) 신사 참배와 과거사 부정에 이어 ‘역사 교과서 작업 시 이웃 나라를 배려한다’는 교과서 검정기준의 근린제국(近隣諸國) 조항에 대해 본격적인 수정 작업에까지 나섰다.

아베	아베/NNP
신조(安倍晋三)	신조/NNP+(/SS+安倍晋三/SH+)/SS
일본	일본/NNP
정권이	정권/NNG+이/JKS
야스쿠니(靖國)	야스쿠니/NNP+(/SS+靖國/SH+)/SS
신사	신사/NNG
참배와	참배/NNG+와/JC
과거사	과거사/NNG
부정에	부정/NNG+에/JKB
이어	잇/VV+어/EC
‘역사	‘/SS+역사/NNG
교과서	교과서/NNG
작업	작업/NNG
시	시/NNB
이웃	이웃/NNG
나라를	나라/NNG+를/JKO
배려한다’는	배려/NNG+하/XSV+ㄴ다/EF+’/SS+는/ETM
검정기준의	검정/NNG+기준/NNG+의/JKG
근린제국(近隣諸國)	근린/NNG+제국/NNG+(/SS+近隣諸國/SH+)/SS
조항에	조항/NNG+에/JKB
대해	대하/VV+아/EC
본격적인	본격/NNG+적/XSN+이/VCP+ㄴ/ETM
수정	수정/NNG
작업에까지	작업/NNG+에/JKB+까지/JX
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.345.5.1
자민당 교육재생실행본부는 24일 이를 위해 교과서 검정에 대한 첫 특별회의를 열었다.

자민당	자민당/NNP
교육재생실행본부는	교육/NNG+재생/NNG+실행/NNG+본부/NNG+는/JX
24일	24/SN+일/NNB
이를	이/NP+를/JKO
위해	위하/VV+아/EC
교과서	교과서/NNG
검정에	검정/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
첫	첫/MMN
특별회의를	특별/NNG+회의/NNG+를/JKO
열었다.	열/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.345.5.2
특별회의 책임자인 하기우다 고이치(萩生田光一) 의원은 회의를 마친 뒤 “(2006년에) 개정된 교육기본법에 ‘다른 국가에 경의를 표시한다’는 취지의 내용이 있는 만큼 (검정 기준의) 근린제국 조항 역할은 끝났다”고 말했다.

특별회의	특별/NNG+회의/NNG
책임자인	책임자/NNG+이/VCP+ㄴ/ETM
하기우다	하기우다/NNP
고이치(萩生田光一)	고이치/NNP+(/SS+萩生田光一/SH+)/SS
의원은	의원/NNG+은/JX
회의를	회의/NNG+를/JKO
마친	마치/VV+ㄴ/ETM
뒤	뒤/NNG
“(2006년에)	“/SS+(/SS+2006/SN+년/NNB+에/JKB+)/SS
개정된	개정/NNG+되/XSV+ㄴ/ETM
교육기본법에	교육/NNG+기본법/NNG+에/JKB
‘다른	‘/SS+다른/MMD
국가에	국가/NNG+에/JKB
경의를	경의/NNG+를/JKO
표시한다’는	표시/NNG+하/XSV+ㄴ다/EF+’/SS+는/ETM
취지의	취지/NNG+의/JKG
내용이	내용/NNG+이/JKS
있는	있/VA+는/ETM
만큼	만큼/NNB
(검정	(/SS+검정/NNG
기준의)	기준/NNG+의/JKG+)/SS
근린제국	근린/NNG+제국/NNG
조항	조항/NNG
역할은	역할/NNG+은/JX
끝났다”고	끝나/VV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.345.6.1
하지만 근린제국 조항은 우경화된 교과서에 제동을 거는 실질적인 장치로 작용해 왔고 외교적으로도 상징성이 컸다.

하지만	하지만/MAJ
근린제국	근린/NNG+제국/NNG
조항은	조항/NNG+은/JX
우경화된	우경/NNG+화/XSN+되/XSV+ㄴ/ETM
교과서에	교과서/NNG+에/JKB
제동을	제동/NNG+을/JKO
거는	걸/VV+는/ETM
실질적인	실질/NNG+적/XSN+이/VCP+ㄴ/ETM
장치로	장치/NNG+로/JKB
작용해	작용/NNG+하/XSV+아/EC
왔고	오/VX+았/EP+고/EC
외교적으로도	외교/NNG+적/XSN+으로/JKB+도/JX
상징성이	상징/NNG+성/XSN+이/JKS
컸다.	크/VA+었/EP+다/EF+./SF


# id : NWRW1800000037.345.6.2
근린제국 조항을 수정하면 ‘교과서 기술 시 한국 중국 등 근린제국의 비판에 충분히 귀를 기울인다’고 명시한 ‘미야자와 담화’(1982년 발표)는 사실상 사문화된다.

근린제국	근린/NNG+제국/NNG
조항을	조항/NNG+을/JKO
수정하면	수정/NNG+하/XSV+면/EC
‘교과서	‘/SS+교과서/NNG
기술	기술/NNG
시	시/NNB
한국	한국/NNP
중국	중국/NNP
등	등/NNB
근린제국의	근린/NNG+제국/NNG+의/JKG
비판에	비판/NNG+에/JKB
충분히	충분히/MAG
귀를	귀/NNG+를/JKO
기울인다’고	기울이/VV+ㄴ다/EF+’/SS+고/JKQ
명시한	명시/NNG+하/XSV+ㄴ/ETM
‘미야자와	‘/SS+미야자와/NNP
담화’(1982년	담화/NNG+’/SS+(/SS+1982/SN+년/NNB
발표)는	발표/NNG+)/SS+는/JX
사실상	사실/NNG+상/XSN
사문화된다.	사문/NNG+화/XSN+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000037.345.7.1
자민당은 6월 근린제국 조항 수정과 관련한 대정부 제안서를 만들고 참의원 선거 공약에 포함시킬 계획이다.

자민당은	자민당/NNP+은/JX
6월	6/SN+월/NNB
근린제국	근린/NNG+제국/NNG
조항	조항/NNG
수정과	수정/NNG+과/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
대정부	대정부/NNG
제안서를	제안서/NNG+를/JKO
만들고	만들/VV+고/EC
참의원	참의원/NNG
선거	선거/NNG
공약에	공약/NNG+에/JKB
포함시킬	포함/NNG+시키/XSV+ㄹ/ETM
