# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.246
metadata : {}


# id : NWRW1800000041.246.1.1
[World Cup Brasil 2014 D-8]호날두-수아레스, 괜찮아?

[World	[/SS+World/SL
Cup	Cup/SL
Brasil	Brasil/SL
2014	2014/SN
D-8]호날두-수아레스,	D/SL+-/SO+8/SN+]/SS+호날두/NNP+-/SO+수아레스/NNP+,/SP
괜찮아?	괜찮/VA+아/EF+?/SF


# id : NWRW1800000041.246.2.1
부상으로 본선 한 경기도 못 뛸수도

부상으로	부상/NNG+으로/JKB
본선	본선/NNG
한	한/MMN
경기도	경기/NNG+도/JX
못	못/MAG
뛸수도	뛰/VV+ㄹ/ETM+수/NNB+도/JX


# id : NWRW1800000041.246.3.1
겉으론 웃고 있어도 속으론 울고 있을 수도 있다.

겉으론	겉/NNG+으로/JKB+ㄴ/JX
웃고	웃/VV+고/EC
있어도	있/VX+어도/EC
속으론	속/NNG+으로/JKB+ㄴ/JX
울고	울/VV+고/EC
있을	있/VX+을/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.246.4.1
포르투갈의 크리스티아누 호날두(29·레알 마드리드)와 우루과이의 루이스 수아레스(27·리버풀) 얘기다.

포르투갈의	포르투갈/NNP+의/JKG
크리스티아누	크리스티아누/NNP
호날두(29·레알	호날두/NNP+(/SS+29/SN+·/SP+레알/NNP
마드리드)와	마드리드/NNP+)/SS+와/JC
우루과이의	우루과이/NNP+의/JKG
루이스	루이스/NNP
수아레스(27·리버풀)	수아레스/NNP+(/SS+27/SN+·/SP+리버풀/NNP+)/SS
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.246.4.2
브라질 월드컵 본선 진출 32개국의 최종 명단이 모두 발표된 가운데 라다멜 팔카오(콜롬비아)는 부상으로 최종 엔트리에 들지 못해 월드컵 꿈이 날아간 반면에 이 두 슈퍼스타는 부상임에도 승선해 관심을 모으고 있다.

브라질	브라질/NNP
월드컵	월드컵/NNG
본선	본선/NNG
진출	진출/NNG
32개국의	32/SN+개국/NNB+의/JKG
최종	최종/NNG
명단이	명단/NNG+이/JKS
모두	모두/MAG
발표된	발표/NNG+되/XSV+ㄴ/ETM
가운데	가운데/NNG
라다멜	라다멜/NNP
팔카오(콜롬비아)는	팔카오/NNP+(/SS+콜롬비아/NNP+)/SS+는/JX
부상으로	부상/NNG+으로/JKB
엔트리에	엔트리/NNG+에/JKB
들지	들/VV+지/EC
못해	못하/VX+아/EC
꿈이	꿈/NNG+이/JKS
날아간	날아가/VV+ㄴ/ETM
반면에	반면/NNG+에/JKB
이	이/MMD
두	두/MMN
슈퍼스타는	슈퍼스타/NNG+는/JX
부상임에도	부상/NNG+이/VCP+ㅁ/ETN+에/JKB+도/JX
승선해	승선/NNG+하/XSV+아/EC
관심을	관심/NNG+을/JKO
모으고	모으/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.246.4.3
하지만 월드컵 무대에 설 수 있을지는 아직 불투명한 상황이다.

하지만	하지만/MAJ
월드컵	월드컵/NNG
무대에	무대/NNG+에/JKB
설	서/VV+ㄹ/ETM
수	수/NNB
있을지는	있/VA+을지/EF+는/JX
아직	아직/MAG
불투명한	불/XPN+투명/NNG+하/XSA+ㄴ/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.246.4.4
최악의 상황에서는 한 경기도 뛰지 못하고 벤치에서 경기를 지켜볼 수도 있다.

최악의	최악/NNG+의/JKG
상황에서는	상황/NNG+에서/JKB+는/JX
한	한/MMN
경기도	경기/NNG+도/JX
뛰지	뛰/VV+지/EC
못하고	못하/VX+고/EC
벤치에서	벤치/NNG+에서/JKB
경기를	경기/NNG+를/JKO
지켜볼	지켜보/VV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.246.5.1
포르투갈 축구협회는 4일 호날두의 왼쪽 무릎에 건염이 있다고 밝혔다.

포르투갈	포르투갈/NNP
축구협회는	축구협회/NNP+는/JX
4일	4/SN+일/NNB
호날두의	호날두/NNP+의/JKG
왼쪽	왼쪽/NNG
무릎에	무릎/NNG+에/JKB
건염이	건염/NNG+이/JKS
있다고	있/VA+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.246.5.2
건염은 뼈와 근육을 이어주는 인대에 생기는 염증이다.

건염은	건염/NNG+은/JX
뼈와	뼈/NNG+와/JC
근육을	근육/NNG+을/JKO
이어주는	잇/VV+어/EC+주/VX+는/ETM
인대에	인대/NNG+에/JKB
생기는	생기/VV+는/ETM
염증이다.	염증/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.246.5.3
호날두는 1일 그리스와의 친선경기에 결장했다.

호날두는	호날두/NNP+는/JX
1일	1/SN+일/NNB
그리스와의	그리스/NNP+와/JKB+의/JKG
친선경기에	친선/NNG+경기/NNG+에/JKB
결장했다.	결장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.246.5.4
포르투갈 축구협회는 호날두의 월드컵 출전에는 문제가 없을 것이라고 밝혔다.

포르투갈	포르투갈/NNP
축구협회는	축구협회/NNP+는/JX
호날두의	호날두/NNP+의/JKG
월드컵	월드컵/NNG
출전에는	출전/NNG+에/JKB+는/JX
문제가	문제/NNG+가/JKS
없을	없/VA+을/ETM
것이라고	것/NNB+이/VCP+라고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.246.5.5
스페인 언론들은 “월드컵 경기는 다른 경기보다 훨씬 격렬하기에 이미 많이 혹사당한 호날두의 인대가 완전히 파열될 수도 있다”고 보도했다.

스페인	스페인/NNP
언론들은	언론/NNG+들/XSN+은/JX
“월드컵	“/SS+월드컵/NNG
경기는	경기/NNG+는/JX
다른	다른/MMD
경기보다	경기/NNG+보다/JKB
훨씬	훨씬/MAG
격렬하기에	격렬하/VA+기에/EC
이미	이미/MAG
많이	많이/MAG
혹사당한	혹사/NNG+당하/XSV+ㄴ/ETM
호날두의	호날두/NNP+의/JKG
인대가	인대/NNG+가/JKS
완전히	완전히/MAG
파열될	파열/NNG+되/XSV+ㄹ/ETM
수도	수/NNB+도/JX
있다”고	있/VA+다/EF+”/SS+고/JKQ
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.246.5.6
본선에서 뛰지 못할 가능성이 있다는 전망이다.

본선에서	본선/NNG+에서/JKB
뛰지	뛰/VV+지/EC
못할	못하/VX+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
있다는	있/VA+다는/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.246.6.1
지난달 23일 무릎 연골을 다쳐 수술을 받은 수아레스도 호날두 못지않은 암울한 상황이다.

지난달	지난달/NNG
23일	23/SN+일/NNB
무릎	무릎/NNG
연골을	연골/NNG+을/JKO
다쳐	다치/VV+어/EC
수술을	수술/NNG+을/JKO
받은	받/VV+은/ETM
수아레스도	수아레스/NNP+도/JX
호날두	호날두/NNP
못지않은	못지않/VA+은/ETM
암울한	암울/NNG+하/XSA+ㄴ/ETM
상황이다.	상황/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000041.246.6.2
우루과이 축구협회는 “수아레스의 신체적, 정신적 컨디션이 제대로 회복되고 있다”고 밝혔다.

우루과이	우루과이/NNP
축구협회는	축구협회/NNP+는/JX
“수아레스의	“/SS+수아레스/NNP+의/JKG
신체적,	신체/NNG+적/XSN+,/SP
정신적	정신/NNG+적/XSN
컨디션이	컨디션/NNG+이/JKS
제대로	제대로/MAG
회복되고	회복/NNG+되/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.246.6.3
대표팀에 합류했지만 아직 정상적인 훈련에는 참가하지 못하고 있다.

대표팀에	대표/NNG+팀/NNG+에/JKB
합류했지만	합류/NNG+하/XSV+았/EP+지만/EC
아직	아직/MAG
정상적인	정상/NNG+적/XSN+이/VCP+ㄴ/ETM
훈련에는	훈련/NNG+에/JKB+는/JX
참가하지	참가/NNG+하/XSV+지/EC
못하고	못하/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.246.6.4
체육관 안에서 무릎 주위 근육을 집중 강화하는 재활 훈련에 힘쓰고 있다.

체육관	체육관/NNG
안에서	안/NNG+에서/JKB
무릎	무릎/NNG
주위	주위/NNG
근육을	근육/NNG+을/JKO
집중	집중/NNG
강화하는	강화/NNG+하/XSV+는/ETM
재활	재활/NNG
훈련에	훈련/NNG+에/JKB
힘쓰고	힘쓰/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000041.246.6.5
우루과이 언론들은 수아레스의 완쾌를 바라고 있지만 “부상에서 회복해도 정상적인 훈련을 소화하지 못한 수아레스가 대표팀에 얼마나 도움이 될지 모르겠다”며 우려를 나타냈다.

우루과이	우루과이/NNP
언론들은	언론/NNG+들/XSN+은/JX
수아레스의	수아레스/NNP+의/JKG
완쾌를	완쾌/NNG+를/JKO
바라고	바라/VV+고/EC
있지만	있/VX+지만/EC
“부상에서	“/SS+부상/NNG+에서/JKB
회복해도	회복/NNG+하/XSV+아도/EC
정상적인	정상/NNG+적/XSN+이/VCP+ㄴ/ETM
훈련을	훈련/NNG+을/JKO
소화하지	소화/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
수아레스가	수아레스/NNP+가/JKS
대표팀에	대표/NNG+팀/NNG+에/JKB
얼마나	얼마나/MAG
도움이	도움/NNG+이/JKC
될지	되/VV+ㄹ지/EC
모르겠다”며	모르/VV+겠/EP+다/EF+”/SS+며/EC
우려를	우려/NNG+를/JKO
나타냈다.	나타내/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.246.7.1
이 둘이 빠진다면 팀의 운명도 바뀔 수 있다.

이	이/MMD
둘이	둘/NR+이/JKS
빠진다면	빠지/VV+ㄴ다면/EC
팀의	팀/NNG+의/JKG
운명도	운명/NNG+도/JX
바뀔	바뀌/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.246.7.2
두 선수 모두 팀에서 차지하는 비중이 크다.

두	두/MMN
선수	선수/NNG
모두	모두/MAG
팀에서	팀/NNG+에서/JKB
차지하는	차지/NNG+하/XSV+는/ETM
비중이	비중/NNG+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000041.246.7.3
호날두는 2013∼2014시즌 스페인 프리메라리가에서 31골을 넣으며 득점왕을 차지했다.

호날두는	호날두/NNP+는/JX
2013∼2014시즌	2013/SN+∼/SO+2014/SN+시즌/NNG
스페인	스페인/NNP
프리메라리가에서	프리메라리가/NNG+에서/JKB
31골을	31/SN+골/NNG+을/JKO
넣으며	넣/VV+으며/EC
득점왕을	득점왕/NNG+을/JKO
차지했다.	차지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.246.7.4
유럽축구연맹(UEFA) 챔피언스리그에서도 한 시즌 최다골인 17골을 기록하며 팀의 우승을 이끌었다.

유럽축구연맹(UEFA)	유럽축구연맹/NNP+(/SS+UEFA/SL+)/SS
챔피언스리그에서도	챔피언스리그/NNG+에서/JKB+도/JX
한	한/MMN
시즌	시즌/NNG
최다골인	최다/NNG+골/NNG+이/VCP+ㄴ/ETM
17골을	17/SN+골/NNG+을/JKO
기록하며	기록/NNG+하/XSV+며/EC
팀의	팀/NNG+의/JKG
우승을	우승/NNG+을/JKO
이끌었다.	이끌/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.246.7.5
수아레스도 31골로 잉글랜드 프리미어리그 득점왕을 차지했다.

수아레스도	수아레스/NNP+도/JX
31골로	31/SN+골/NNG+로/JKB
잉글랜드	잉글랜드/NNP
프리미어리그	프리미어리그/NNG
득점왕을	득점왕/NNG+을/JKO
차지했다.	차지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.246.7.6
기량으로만 본다면 이번 월드컵에서 가장 기대되는 골잡이들이다.

기량으로만	기량/NNG+으로/JKB+만/JX
본다면	보/VV+ㄴ다면/EC
이번	이번/NNG
월드컵에서	월드컵/NNG+에서/JKB
가장	가장/MAG
기대되는	기대/NNG+되/XSV+는/ETM
골잡이들이다.	골잡이/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000041.246.8.1
이 두 스타를 월드컵 그라운드에서 볼 수 있을까.

이	이/MMD
두	두/MMN
스타를	스타/NNG+를/JKO
월드컵	월드컵/NNG
그라운드에서	그라운드/NNG+에서/JKB
볼	보/VV+ㄹ/ETM
수	수/NNB
있을까.	있/VA+을까/EF+./SF


# id : NWRW1800000041.246.8.2
포르투갈과 우루과이 국민뿐만 아니라 전 세계 축구팬들의 관심사다.

포르투갈과	포르투갈/NNP+과/JC
우루과이	우루과이/NNP
국민뿐만	국민/NNG+뿐/JX+만/JX
아니라	아니/VCN+라/EC
전	전/MMN
세계	세계/NNG
축구팬들의	축구/NNG+팬/NNG+들/XSN+의/JKG
관심사다.	관심사/NNG+이/VCP+다/EF+./SF


