# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.61
metadata : {}


# id : NWRW1800000026.61.1.1
[강원] 동해항 추가 개발 건의

[강원]	[/SS+강원/NNP+]/SS
동해항	동해항/NNP
추가	추가/NNG
개발	개발/NNG
건의	건의/NNG


# id : NWRW1800000026.61.2.1
동해상공회의소는 물동량이 매년 증가하고 있는 동해항의 추가 개발을 국무총리와 국토해양부장관 등에 건의했다고 밝혔다.

동해상공회의소는	동해상공회의소/NNP+는/JX
물동량이	물동량/NNG+이/JKS
매년	매년/MAG
증가하고	증가/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
동해항의	동해항/NNP+의/JKG
추가	추가/NNG
개발을	개발/NNG+을/JKO
국무총리와	국무총리/NNG+와/JC
국토해양부장관	국토/NNG+해양부/NNG+장관/NNG
등에	등/NNB+에/JKB
건의했다고	건의/NNG+하/XSV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.61.3.1
동해상의는 건의문에서 "동해항은 극동 러시아, 중국 동북 3성, 북한 등과 최단거리에 있어 북방교역 거점항구로 종합물류 기지 역할을 맡고 있다"며 "교역 물량은 늘고 있지만 전국 14개 국가 주요 항 가운데 가장 열악해 화물 수요를 처리할 공간이 부족하다"고 강조했다.

동해상의는	동해상의/NNP+는/JX
건의문에서	건의문/NNG+에서/JKB
"동해항은	"/SS+동해항/NNP+은/JX
극동	극동/NNG
러시아,	러시아/NNP+,/SP
중국	중국/NNP
동북	동북/NNG
3성,	3/SN+성/NNG+,/SP
북한	북한/NNP
등과	등/NNB+과/JKB
최단거리에	최단/NNG+거리/NNG+에/JKB
있어	있/VA+어/EC
북방교역	북방/NNG+교역/NNG
거점항구로	거점/NNG+항구/NNG+로/JKB
종합물류	종합/NNG+물류/NNG
기지	기지/NNG
역할을	역할/NNG+을/JKO
맡고	맡/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
"교역	"/SS+교역/NNG
물량은	물량/NNG+은/JX
늘고	늘/VV+고/EC
있지만	있/VX+지만/EC
전국	전국/NNG
14개	14/SN+개/NNB
국가	국가/NNG
주요	주요/NNG
항	항/NNG
가운데	가운데/NNG
가장	가장/MAG
열악해	열악하/VA+아/EC
화물	화물/NNG
수요를	수요/NNG+를/JKO
처리할	처리/NNG+하/XSV+ㄹ/ETM
공간이	공간/NNG+이/JKS
부족하다"고	부족/NNG+하/XSA+다/EF+"/SS+고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.61.4.1
이어 "매년 5% 이상 늘고 있는 항만 물동량 증가에 대비하기 위해서는 하역과 보관장소 확보가 필요하다"며 "신규 수요와 묵호항 재개발 등을 고려해 동해항 추가 개발이 시급하다"고 덧붙였다.

이어	이어/MAG
"매년	"/SS+매년/MAG
5%	5/SN+%/SW
이상	이상/NNG
늘고	늘/VV+고/EC
있는	있/VX+는/ETM
항만	항만/NNG
물동량	물동량/NNG
증가에	증가/NNG+에/JKB
대비하기	대비/NNG+하/XSV+기/ETN
위해서는	위하/VV+아서/EC+는/JX
하역과	하역/NNG+과/JC
보관장소	보관/NNG+장소/NNG
확보가	확보/NNG+가/JKS
필요하다"며	필요/NNG+하/XSA+다/EF+"/SS+며/EC
"신규	"/SS+신규/NNG
수요와	수요/NNG+와/JC
묵호항	묵호항/NNP
재개발	재/XPN+개발/NNG
등을	등/NNB+을/JKO
고려해	고려/NNG+하/XSV+아/EC
동해항	동해항/NNP
추가	추가/NNG
개발이	개발/NNG+이/JKS
시급하다"고	시급하/VA+다/EF+"/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


