# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.202
metadata : {}


# id : NWRW1800000025.202.1.1
美 “같은 말을 두 번 사지 않을 것”

美	美/SH
“같은	“/SS+같/VA+은/ETM
말을	말/NNG+을/JKO
두	두/MMN
번	번/NNB
사지	사/VV+지/EC
않을	않/VX+을/ETM
것”	것/NNB+”/SS


# id : NWRW1800000025.202.2.1
“우리는 대화를 위한 대화는 하지 않을 것이며 로버트 게이츠 미국 국방장관이 얘기했듯이 똑같은 말을 두 번 사지 않을 것이다(북한에 더는 속지 않겠다는 뜻).”

“우리는	“/SS+우리/NP+는/JX
대화를	대화/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
대화는	대화/NNG+는/JX
하지	하/VV+지/EC
않을	않/VX+을/ETM
것이며	것/NNB+이/VCP+며/EC
로버트	로버트/NNP
게이츠	게이츠/NNP
미국	미국/NNP
국방장관이	국방/NNG+장관/NNG+이/JKS
얘기했듯이	얘기/NNG+하/XSV+았/EP+듯이/EC
똑같은	똑같/VA+은/ETM
말을	말/NNG+을/JKO
두	두/MMN
번	번/NNB
사지	사/VV+지/EC
것이다(북한에	것/NNB+이/VCP+다/EF+(/SS+북한/NNP+에/JKB
더는	더/MAG+는/JX
속지	속/VV+지/EC
않겠다는	않/VX+겠/EP+다는/ETM
뜻).”	뜻/NNG+)/SS+./SF+”/SS


# id : NWRW1800000025.202.3.1
미국 국무부는 “6자회담이 재개되려면 북한이 우선 비핵화를 진전시키겠다는 의지를 구체적인 행동으로 보여야 한다”고 12일(현지 시간) 밝혔다.

미국	미국/NNP
국무부는	국무부/NNG+는/JX
“6자회담이	“/SS+6/SN+자/NNB+회담/NNG+이/JKS
재개되려면	재개/NNG+되/XSV+려면/EC
북한이	북한/NNP+이/JKS
우선	우선/MAG
비핵화를	비핵/NNG+화/XSN+를/JKO
진전시키겠다는	진전/NNG+시키/XSV+겠/EP+다는/ETM
의지를	의지/NNG+를/JKO
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
행동으로	행동/NNG+으로/JKB
보여야	보이/VV+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
12일(현지	12/SN+일/NNB+(/SS+현지/NNG
시간)	시간/NNG+)/SS
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.202.3.2
천안함 공격을 규탄한 유엔 안전보장이사회 의장성명 발표 후 북한 외무성 대변인이 “6자회담을 통해 평화협정 체결과 비핵화를 실현하기 위한 노력을 기울여 나갈 것”이라고 밝힌 데 대한 구체적인 반응이다.

천안함	천안함/NNP
공격을	공격/NNG+을/JKO
규탄한	규탄/NNG+하/XSV+ㄴ/ETM
유엔	유엔/NNP
안전보장이사회	안전/NNG+보장/NNG+이사회/NNG
의장성명	의장/NNG+성명/NNG
발표	발표/NNG
후	후/NNG
북한	북한/NNP
외무성	외무성/NNG
대변인이	대변인/NNG+이/JKS
“6자회담을	“/SS+6/SN+자/NNB+회담/NNG+을/JKO
통해	통하/VV+아/EC
평화협정	평화/NNG+협정/NNG
체결과	체결/NNG+과/JC
비핵화를	비핵/NNG+화/XSN+를/JKO
실현하기	실현/NNG+하/XSV+기/ETN
위한	위하/VV+ㄴ/ETM
노력을	노력/NNG+을/JKO
기울여	기울이/VV+어/EC
나갈	나가/VX+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
밝힌	밝히/VV+ㄴ/ETM
데	데/NNB
대한	대하/VV+ㄴ/ETM
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
반응이다.	반응/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.202.4.1
오바마 행정부가 이미 천명한 대로 “북한의 핵 동결과 궁극적인 핵 폐기 약속 등 ‘이미 값을 치른 말(same horse)’을 다시 사지 않겠다”는 원칙을 거듭 강조한 것이다.

오바마	오바마/NNP
행정부가	행정부/NNG+가/JKS
이미	이미/MAG
천명한	천명/NNG+하/XSV+ㄴ/ETM
대로	대로/NNB
“북한의	“/SS+북한/NNP+의/JKG
핵	핵/NNG
동결과	동결/NNG+과/JC
궁극적인	궁극/NNG+적/XSN+이/VCP+ㄴ/ETM
폐기	폐기/NNG
약속	약속/NNG
등	등/NNB
‘이미	‘/SS+이미/MAG
값을	값/NNG+을/JKO
치른	치르/VV+ㄴ/ETM
말(same	말/NNG+(/SS+same/SL
horse)’을	horse/SL+)/SS+’/SS+을/JKO
다시	다시/MAG
사지	사/VV+지/EC
않겠다”는	않/VX+겠/EP+다/EF+”/SS+는/ETM
원칙을	원칙/NNG+을/JKO
거듭	거듭/MAG
강조한	강조/NNG+하/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.202.4.2
게이츠 국방장관은 북한의 핵실험과 관련해 “북한이 위기를 촉발하고 나머지 6자회담 국가들은 이에 대한 보상을 해왔지만 이제 똑같은 말을 두 번 사는 것에 지쳤다”고 국방부 간부들에게 말한 바 있다.

게이츠	게이츠/NNP
국방장관은	국방/NNG+장관/NNG+은/JX
북한의	북한/NNP+의/JKG
핵실험과	핵/NNG+실험/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
“북한이	“/SS+북한/NNP+이/JKS
위기를	위기/NNG+를/JKO
촉발하고	촉발/NNG+하/XSV+고/EC
나머지	나머지/NNG
6자회담	6/SN+자/NNB+회담/NNG
국가들은	국가/NNG+들/XSN+은/JX
이에	이/NP+에/JKB
대한	대하/VV+ㄴ/ETM
보상을	보상/NNG+을/JKO
해왔지만	하/VV+아/EC+오/VX+았/EP+지만/EC
이제	이제/MAG
똑같은	똑같/VA+은/ETM
말을	말/NNG+을/JKO
두	두/MMN
번	번/NNB
사는	사/VV+는/ETM
것에	것/NNB+에/JKB
지쳤다”고	지치/VV+었/EP+다/EF+”/SS+고/JKQ
국방부	국방부/NNG
간부들에게	간부/NNG+들/XSN+에게/JKB
