# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.76
metadata : {}


# id : NWRW1800000049.76.1.1
[2016 대한민국 대표브랜드]생태, 문화, 안보 3박자 고루 갖춘 ‘청춘양구’

[2016	[/SS+2016/SN
대한민국	대한민국/NNP
대표브랜드]생태,	대표/NNG+브랜드/NNG+]/SS+생태/NNG+,/SP
문화,	문화/NNG+,/SP
안보	안보/NNG
3박자	3/SN+박자/NNG
고루	고루/MAG
갖춘	갖추/VV+ㄴ/ETM
‘청춘양구’	‘/SS+청춘/NNG+양구/NNP+’/SS


# id : NWRW1800000049.76.2.1
안보관광도시 부문 / 청춘양구

안보관광도시	안보/NNG+관광/NNG+도시/NNG
부문	부문/NNG
/	//SP
청춘양구	청춘/NNG+양구/NNP


# id : NWRW1800000049.76.3.1
안보관광도시 부문에서 5년 연속 대표브랜드 대상에 선정된 양구군은 대한민국 최전방에 자리한 군사·안보의 요충지로서 6·25전쟁 막바지까지도 치열한 전투가 계속되었던 지역이다.

안보관광도시	안보/NNG+관광/NNG+도시/NNG
부문에서	부문/NNG+에서/JKB
5년	5/SN+년/NNB
연속	연속/NNG
대표브랜드	대표/NNG+브랜드/NNG
대상에	대상/NNG+에/JKB
선정된	선정/NNG+되/XSV+ㄴ/ETM
양구군은	양구군/NNP+은/JX
대한민국	대한민국/NNP
최전방에	최/XPN+전방/NNG+에/JKB
자리한	자리/NNG+하/XSV+ㄴ/ETM
군사·안보의	군사/NNG+·/SP+안보/NNG+의/JKG
요충지로서	요충지/NNG+로서/JKB
6·25전쟁	6/SN+·/SP+25/SN+전쟁/NNG
막바지까지도	막바지/NNG+까지/JX+도/JX
치열한	치열/NNG+하/XSA+ㄴ/ETM
전투가	전투/NNG+가/JKS
계속되었던	계속/NNG+되/XSV+었/EP+던/ETM
지역이다.	지역/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.76.3.2
이름만 들어도 섬뜩한 피의능선 전투, 단장의 능선 전투, 가칠봉 전투, 도솔산 전투 등 역사에 길이 남을 만한 전투가 이어졌던 곳으로 양구 곳곳에서는 순국선열의 넋을 기리기 위한 전투·전적비를 어렵지 않게 발견할 수 있다.

이름만	이름/NNG+만/JX
들어도	듣/VV+어도/EC
섬뜩한	섬뜩/MAG+하/XSA+ㄴ/ETM
피의능선	피/NNG+의/JKG+능선/NNG
전투,	전투/NNG+,/SP
단장의	단장/NNG+의/JKG
능선	능선/NNG
가칠봉	가칠봉/NNP
도솔산	도솔산/NNP
전투	전투/NNG
등	등/NNB
역사에	역사/NNG+에/JKB
길이	길이/MAG
남을	남/VV+을/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
전투가	전투/NNG+가/JKS
이어졌던	이어지/VV+었/EP+던/ETM
곳으로	곳/NNG+으로/JKB
양구	양구/NNP
곳곳에서는	곳곳/NNG+에서/JKB+는/JX
순국선열의	순국선열/NNG+의/JKG
넋을	넋/NNG+을/JKO
기리기	기리/VV+기/ETN
위한	위하/VV+ㄴ/ETM
전투·전적비를	전투/NNG+·/SP+전적/NNG+비/NNG+를/JKO
어렵지	어렵/VA+지/EC
않게	않/VX+게/EC
발견할	발견/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.76.3.3
현재 수입면을 비롯한 일부 지역은 미수복된 채로 남아 있어 전쟁의 상흔이 아직까지도 다 치유되지 않은 곳이기도 하다.

현재	현재/MAG
수입면을	수입면/NNP+을/JKO
비롯한	비롯하/VV+ㄴ/ETM
일부	일부/NNG
지역은	지역/NNG+은/JX
미수복된	미/XPN+수복/NNG+되/XSV+ㄴ/ETM
채로	채/NNB+로/JKB
남아	남/VV+아/EC
있어	있/VX+어/EC
전쟁의	전쟁/NNG+의/JKG
상흔이	상흔/NNG+이/JKS
아직까지도	아직/MAG+까지/JX+도/JX
다	다/MAG
치유되지	치유/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
곳이기도	곳/NNG+이/VCP+기/ETN+도/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000049.76.4.1
양구군의 대표적인 관광지 두타연은 민간인 통제선 안에 위치해 2006년 민간인에게 반세기 만에 처음으로 개방되어 자연 그대로의 수려한 경관을 보존하고 있다.

양구군의	양구군/NNP+의/JKG
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
관광지	관광지/NNG
두타연은	두타연/NNP+은/JX
민간인	민간인/NNG
통제선	통제선/NNG
안에	안/NNG+에/JKB
위치해	위치/NNG+하/XSV+아/EC
2006년	2006/SN+년/NNB
민간인에게	민간인/NNG+에게/JKB
반세기	반세기/NNG
만에	만/NNB+에/JKB
처음으로	처음/NNG+으로/JKB
개방되어	개방/NNG+되/XSV+어/EC
자연	자연/NNG
